 ,Time,Time,Place,Place,Place,Place,Place,Place,Place,Environment,Environment,Environment,Environment,Environment,Environment,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Component,Component,Component,Component,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Events,Events,Events,Events,Events,Events,Assessments,Assessments,Report 1,Report 1,Report 2,Report 2,Report 1,
ACN,Date,Local Time Of Day,Locale Reference,State Reference,Relative Position.Angle.Radial,Relative Position.Distance.Nautical Miles,Altitude.AGL.Single Value,Altitude.MSL.Single Value,Latitude / Longitude (UAS),Flight Conditions,Weather Elements / Visibility,Work Environment Factor,Light,Ceiling,RVR.Single Value,ATC / Advisory,Aircraft Operator,Make Model Name,Aircraft Zone,Crew Size,Operating Under FAR Part,Flight Plan,Mission,Nav In Use,Flight Phase,Route In Use,Airspace,Maintenance Status.Maintenance Deferred,Maintenance Status.Records Complete,Maintenance Status.Released For Service,Maintenance Status.Required / Correct Doc On Board,Maintenance Status.Maintenance Type,Maintenance Status.Maintenance Items Involved,Cabin Lighting,Number Of Seats.Number,Passengers On Board.Number,Crew Size Flight Attendant.Number Of Crew,Airspace Authorization Provider (UAS),Operating Under Waivers / Exemptions / Authorizations (UAS),Waivers / Exemptions / Authorizations (UAS),Airworthiness Certification (UAS),Weight Category (UAS),Configuration (UAS),Flight Operated As (UAS),Flight Operated with Visual Observer (UAS),Control Mode (UAS),Flying In / Near / Over (UAS),Passenger Capable (UAS),Type (UAS),Number of UAS Being Controlled (UAS),Aircraft Component,Manufacturer,Aircraft Reference,Problem,ATC / Advisory,Aircraft Operator,Make Model Name,Aircraft Zone,Crew Size,Operating Under FAR Part,Flight Plan,Mission,Nav In Use,Flight Phase,Route In Use,Airspace,Maintenance Status.Maintenance Deferred,Maintenance Status.Records Complete,Maintenance Status.Released For Service,Maintenance Status.Required / Correct Doc On Board,Maintenance Status.Maintenance Type,Maintenance Status.Maintenance Items Involved,Cabin Lighting,Number Of Seats.Number,Passengers On Board.Number,Crew Size Flight Attendant.Number Of Crew,Airspace Authorization Provider (UAS),Operating Under Waivers / Exemptions / Authorizations (UAS),Waivers / Exemptions / Authorizations (UAS),Airworthiness Certification (UAS),Weight Category (UAS),Configuration (UAS),Flight Operated As (UAS),Flight Operated with Visual Observer (UAS),Control Mode (UAS),Flying In / Near / Over (UAS),Passenger Capable (UAS),Type (UAS),Number of UAS Being Controlled (UAS),Location Of Person,Location In Aircraft,Reporter Organization,Function,Qualification,Experience,Cabin Activity,Human Factors,Communication Breakdown,UAS Communication Breakdown,ASRS Report Number.Accession Number,Location Of Person,Location In Aircraft,Reporter Organization,Function,Qualification,Experience,Cabin Activity,Human Factors,Communication Breakdown,UAS Communication Breakdown,ASRS Report Number.Accession Number,Anomaly,Miss Distance,Were Passengers Involved In Event,Detector,When Detected,Result,Contributing Factors / Situations,Primary Problem,Narrative,Callback,Narrative,Callback,Synopsis,

424484,199812,0601-1200,ZZZ.Airport,US,,0,0,,,,,,Daylight,,,,Air Carrier,MD-80 Series (DC-9-80) Undifferentiated or Other Model,,2,Part 121,None,Passenger,,Parked,,,,,,,,Repair; Testing,,125,,,,,,,,,,,,,,,,APU,Allied Signal,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Air Carrier,Technician,Maintenance Airframe; Maintenance Powerplant,Maintenance Technician 37,,Troubleshooting,,,424484,,,Air Carrier,Technician,Maintenance Powerplant; Maintenance Airframe,Maintenance Technician 19,,,,,424430,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural FAR,,,Person Other Person,,General Maintenance Action,Manuals; Incorrect / Not Installed / Unavailable Part; Human Factors; Aircraft; Chart Or Publication; Company Policy,Company Policy,"ON DEC/XA/98 A MEETING HELD BY ABC XYZ; ENG SHOP MGR; WAS HELD CONCERNING THE MD80 APU GTC 85-98DC(B). THIS WAS DUE TO SERIAL #WXYZ BEING SENT TO THE MANUFACTURER FOR INVESTIGATION OF OIL SMELL IN CABIN PROBS. TEARDOWN AND INSPECTION BY THE MANUFACTURER DETERMINED SOME PARTS WERE OMITTED. ACR DISCLOSED THIS TO THE FAA AND SHOP PERSONNEL. THIS TYPE ENG HAS BEEN BUILT USING ACR COMPUTER PAPERWORK; WORK CARDS; WORK DECKS; WHICH MAKE NO MENTION OF THE OMITTED PARTS OR ENGINEERING ORDERS OR EA'S CONCERNING THESE PARTS. THE MAINT MANUALS ARE IN THE FOREMAN'S OFFICE BEHIND FORMAN'S DESK WHICH MAKES THEM VERY INCONVENIENT. IN AN INVENTORY OF PARTS IN THE SHOP WE ARE FINDING CLASS/CTL HAS MULTIPLE PART NUMBERS WHICH DO NOT NECESSARILY COINCIDE WITH MANUFACTURER PART NUMBERS. SOME PARTS HAVE BEEN FOUND TO HAVE NO PART NUMBERS (MANUFACTURER'S PART NUMBER). OUR INVENTORY IS BEING CHKED FOR PROPER MANUFACTURER'S PART NUMBERS AND SERIAL NUMBERS AND WORK PACKS ARE BEING REVIEWED FOR THE CORRECT PART NUMBERS FOR EACH BUILD. THESE ARE TO BE CORRECTED AS NEEDED PER THE MAINT MANUAL. CALLBACK CONVERSATION WITH RPTR REVEALED THE FOLLOWING INFO: THE RPTR STATED THE SHOP HAS BEEN USING THE ACR COMPUTER PAPERWORK THAT WAS INTRODUCED BUT NOT UPDATED WHEN ERRORS OR OMISSIONS ARE FOUND. THE RPTR SAID THE GTC 85-98DC(B) UNIT CAN BE USED ON THE DC9 AND THE MD80. THE RPTR STATED THE UNIT USED ON THE MD80 MUST HAVE A CONTAINMENT RING INSTALLED AROUND THE TURBINE BECAUSE OF THE HIGHER SPD AND WORKLOAD AND SOME UNITS MAY HAVE BEEN RELEASED WITHOUT THE CONTAINMENT RING. THE RPTR STATED THE ENGINEERING GROUP AND MGMNT ARE NOT COOPERATIVE WHEN REQUESTING UPDATES OR REVISIONS TO THE PAPERWORK. CALLBACK CONVERSATION WITH RPTR ACN 424430 REVEALED THE FOLLOWING INFO: THE RPTR STATED THE APU SENT TO THE MANUFACTURER WAS A CHRONIC UNIT RETURNED TO THE SHOP FOR SMOKE IN THE CABIN RPTS AND WAS FOUND MISSING PARTS NOT FOUND ON THE BUILD-UP PAPERWORK. THE PAPERWORK IS INACCURATE AND MOST HAVE NO TORQUE VALUES FOR PARTS ATTACHMENT. CALLBACK CONVERSATION WITH RPTR ACN 424427 REVEALED THE FOLLOWING INFO: THE RPTR STATED THE SHOP WAS NEVER INFORMED OF ANY ENGINEERING AUTH OR ENGINEERING ORDERS THAT ADDED THESE PARTS OR MADE ANY CHANGES TO THE UNITS AND WAS TO BE ADDED TO THE JOB CARDS. THE RPTR SAID IT IS THE RPTR'S BELIEF THE ACR IS PLANNING TO SHUT DOWN THE SHOP AND IS NOT ABOUT TO MAKE ANY EXPENSIVE REVISIONS OR CHANGES. SINCE THE FAA INVESTIGATED THE JOB CARDS AND PAPERWORK; IT HAS IMPROVED SOMEWHAT BUT HAS A LONG WAY TO GO.",,,,"AN APU ENG SHOP BUILT AND RELEASED FOR SVC MD80 AND DC9 APU'S IMPROPERLY USING ACR COMPUTER GENERATED PAPERWORK AND JOB CARDS.",
426703,199812,1801-2400,ZZZ.Airport,US,,0,0,,,,,,Night,,,,Air Carrier,MD-88,,2,Part 121,,Passenger,,Parked,,,Y,,Y,N,,,,155,,,,,,,,,,,,,,,,Turbine Engine Thrust Reverser,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Air Carrier,Technician,Maintenance Airframe; Maintenance Powerplant,,,Time Pressure,,,426703,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural MEL / CDL; Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Other Person,,General None Reported / Taken; General Maintenance Action,Human Factors; Manuals; Aircraft; Company Policy; Chart Or Publication,Chart Or Publication,"I NEEDED TO DEFER A R ENG REVERSER UNLOCK INDICATION LIGHT. MEL XX-2 IS FOR ENG REVERSER UNLOCK LIGHT INDICATION SYS. THE MAINT PROC FOR THIS MEL TELLS YOU TO MAKE SURE LATCH INDICATION ARM (AT ENG) IS NOT EXTENDED PRIOR TO EACH DEP. THIS PARTICULAR ENG REVERSER DOES NOT HAVE THIS INDICATION ARM. IT HAS HYD LATCHES WITH NO OTHER VISUAL INDICATORS. MEL XX-2 MISLEADS ME TO THINK NO OTHER MAINT PROC NEEDS TO BE COMPLETED EXCEPT TO SEE THAT REVERSER IS CHKED FOR PROPER STOWAGE IN THE RETRACTED POS AS STATED IN MEL XX-2 REMARKS AND EXCEPTIONS. MEL XX-1A IS A DEFERRAL FOR THE ENTIRE THRUST REVERSER (FOR WHATEVER PROB IT MIGHT HAVE). MEL XX-1A MAINT PROC REFERS YOU TO A T-FUNCTION (TECHNICAL FUNCTION) FOR A MECH TO REACTIVATE THRUST REVERSER SYS. WITH THE HYD LATCHES THAT THIS ACFT HAS; MEL XX-1 TELLS YOU TO VERIFY UPPER AND LOWER DOORS ARE FAIRED AT LEADING EDGES; VERIFY OVER-CTR LINKS ARE OVER CTR; OPEN THE AFFECTED THRUST REVERSER CTL VALVE DOOR AND PLACE HANDLE IN DUMP POS AND PIN AND LOCK IT. ALSO TO OPEN AND COLLAR AFFECTED THRUST REVERSER ACCUMULATOR LOW LIGHT CIRCUIT BREAKER. THE MEL THAT I USED FOR AN UNLOCK LIGHT (XX-2) PROB SHOULD REFER YOU TO THE ABOVE PROC OR TO MEL XX-1 IF THE AIRPLANE IS EQUIPPED WITH HYD LATCHES. THE PROB BEING THAT WITHOUT A REFERRAL ON MEL XX-2 YOU DON'T THINK YOU HAVE TO DO ANY DEACTIVATION OF THE THRUST REVERSER; IF IT HAS HYD LATCHES. IT SHOULD BE AN MEL THAT SAYS ACFT WITH HYD LATCHES REFER TO MEL XX-1 FOR DEACTIVATION.",,,,"AN MD88 WAS DISPATCHED IN NON COMPLIANCE WITH A #2 ENG THRUST REVERSER UNLOCK INDICATION LIGHT SYS DEFERRED PER THE MEL BUT THE SPECIAL PROCS TO MECHANICALLY LOCK THE REVERSER WERE NOT ACCOMPLISHED.",
427270,199901,0601-1200,ZZZ.Airport,US,,0,0,,,VMC,10,,Daylight,15000,,,Air Carrier,Jetstream 41,,2,Part 121,IFR,Passenger,,Parked,,,,,Y,N,,,,30,,,,,,,,,,,,,,,,Pressurization Control System,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Air Carrier,First Officer; Pilot Flying,Flight Crew Air Transport Pilot (ATP); Flight Crew Multiengine,Flight Crew Last 90 Days 170; Flight Crew Total 1650; Flight Crew Type 350,,Time Pressure,,,427270,Aircraft X,,Air Carrier,Pilot Not Flying; Captain,Flight Crew Air Transport Pilot (ATP),,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Crew,,General Maintenance Action; General None Reported / Taken,Human Factors; Logbook Entry,Human Factors,"ON JAN/XA/99 I FLEW AN ACFT WITH AN IMPROPER RELEASE FROM ZZZ (ZZZ FIELD) TO BMI (BLOOMINGTON; IL). THE RELEASE DID NOT CONTAIN A DEFERRED MAINT ITEM FROM THE ACFT'S MEL. AS I RPTED FOR DUTY; THE ACFT WAS FINISHING A MAINT INSPECTION. I PREFLTED THE ACFT AND FOUND 3 SQUAWKS AND HAD NOTICED THAT THE LOGBOOK HAD AN OUTSTANDING DEFERRED MAINT ITEM -- AN ENVIRONMENTAL CTL SYS OR PRESSURIZATION CONTROLLER. THE ACFT HAD 2; AND 1 COULD BE DEFERRED. THE DMI HAD BEEN DISCOVERED BY THE CAPT 9 DAYS EARLIER AND NEEDED TO BE FIXED BY MIDNIGHT TO BE LEGAL. MAINT PERSONNEL ATTENDED TO THE 3 SQUAWKS THAT I HAD DISCOVERED AND HAD MENTIONED THAT THE OUTSTANDING DMI HAD BEEN REPAIRED AND WE HAD BOTH PRESSURIZATION CONTROLLERS. IN BOTH THE CAPT'S AND MY PRESENCE; THIS OCCURRED AS PAX WERE BOARDING THE ACFT AND DEP TIME WAS APCHING. THE MAINT PERSONNEL SIGNED OFF THE SQUAWKS AFTER REPAIRING THEM. THE CAPT REVIEWED THE RELEASE AND LOAD MANIFEST WHILE I COMPLETED MY PREFLT CHKS. WE DEPARTED AND I FLEW THE ACFT TO BMI. AFTER THE FLT; I ENTERED THE FLT TIME INTO THE ACFT LOG. AT THIS TIME; I NOTICED THAT THE DMI HAD NOT BEEN SIGNED OFF AND WAS NOT LISTED ON THE RELEASE. I NOTIFIED THE CAPT; WHO THEN PHONED THE DISPATCHER. WE THEN HAD THE DISPATCHER LIST THE DMI ON THE RETURNING FLT'S FLT RELEASE. UPON OUR RETURN TO ZZZ; MAINT PERSONNEL SIGNED OFF THE OUTSTANDING DMI. THE FLT FROM ZZZ TO BMI WAS WITH AN IMPROPER FLT RELEASE.",,,,"A JETSTREAM 4100 ACFT WAS DISPATCHED IN NON COMPLIANCE WITH AN OPEN DEFERRED ITEM IN THE LOGBOOK THAT HAD BEEN REPAIRED BUT NOT CLRED FROM THE LOGBOOK. FLT RELEASE INDICATED DEFERRED ITEM WAS CLRED.",
427279,199901,1201-1800,RKA.VOR,NY,,1,,19000,,VMC,,,Daylight,,,Center ZBW.ARTCC,Air Carrier,Beech 1900,,2,Part 121,IFR,Passenger,VOR / VORTAC RKA.VOR,Cruise,Direct,Class A ZBW.A,,,Y,Y,,,,19,,,,,,,,,,,,,,,,Exterior Pax/Crew Door,Beech,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Air Carrier,First Officer,Flight Crew Instrument; Flight Crew Flight Instructor; Flight Crew Air Transport Pilot (ATP); Flight Crew Commercial,Flight Crew Last 90 Days 180; Flight Crew Total 1250; Flight Crew Type 1000,,Troubleshooting,,,427279,Aircraft X,,Air Carrier,Pilot Flying; Captain,Flight Crew Air Transport Pilot (ATP),,,,,,,Aircraft Equipment Problem Critical; Deviation - Altitude Excursion From Assigned Altitude,,,Automation Aircraft Other Automation,,Aircraft Equipment Problem Dissipated; Flight Crew Diverted; General Declared Emergency; General Maintenance Action,Aircraft,Aircraft,"IN CRUISE AT FL190; WE EXPERIENCED A RAPID DECOMPRESSION. I REQUESTED EMER DSCNT TO 10000 FT. AFTER COMPLETING MEMORY ACTION ITEMS FOR THE PROC; WE LEVELED AT 10000 FT MSL. I LOOKED AT DOOR AND IT APPEARED THAT THE DOOR SEAL HAD BLOWN. WHILE I BRIEFED PAX; THE CAPT COORDINATED WITH DISPATCH REGARDING DIVERSION TO ALTERNATE ARPT VERSUS CONTINUING ON TO BOSTON; OUR SCHEDULED DEST. DISPATCH COORDINATED AN EXPEDIENT HANDLING WITH BOSTON AND OUR CABIN PRESSURE WAS NOW UNDER CTL AT 10000 FT MSL. PAX APPEARED CALM; THE SIT SEEMED UNDER CTL. WE DECIDED TO CONTINUE TO BOSTON. I BRIEFED PAX AND WE CONTINUED. AROUND GARDNER VOR WE WERE TOLD BY ATC THAT ALL FLOW INTO BOS WAS NOW CUT OFF AND TO COPY HOLDING INSTRUCTIONS. WE DECIDED WE NEEDED TO DIVERT TO PWM; OUR SCHEDULED ALTERNATE DUE TO FUEL -- WE WERE CLOSE TO OUR DIVERT FUEL; BASED ON OUR POS AT THAT TIME. WE LANDED UNEVENTFULLY AT PWM. BECAUSE WE HAD EXECUTED EMER DSCNT PROCS; INCLUDING DROPPING THE PAX OXYGEN MASKS; THE CAPT AND I DISCUSSED AFTERWARDS; AT A LATER DATE; THAT WE SHOULD HAVE DIVERTED TO ALBANY; THE NEAREST SUITABLE ARPT AT THE TIME OF THE EVENT. AT THE TIME; WE DECIDED TO CONTINUE ON TO BOSTON SINCE THE SIT SEEMED UNDER CTL AND PAX SAFETY WAS NO LONGER A FACTOR. CALLBACK CONVERSATION WITH RPTR REVEALED THE FOLLOWING INFO: THE RPTR STATED THE DOOR SEAL HAD BLOWN OUT IN THE LOWER SURFACE OF THE DOOR. THE RPTR SAID THE DOOR AND THE ACFT HAD NO PREVIOUS MAINT HISTORY ON DOOR SEAL FAILURES; OR LOSS OF PRESSURIZATION.",,,,"A BEECH 1900 IN CRUISE AT FL190 EXECUTED AN EMER DSCNT DUE TO RAPID LOSS OF PRESSURIZATION CAUSED BY A FAILED FORWARD ENTRANCE DOOR SEAL.",
427855,199901,0601-1200,ZZZ.Airport,US,,0,0,,,,,,Daylight,,,,Air Carrier,B747-400,,2,Part 121,IFR,Passenger,,Parked,,,,,Y,Y,,Repair; Testing,,420,,,,,,,,,,,,,,,,Generator Drive,Sunstrund,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Air Carrier,Technician,Maintenance Airframe; Maintenance Powerplant,Maintenance Technician 8,,Troubleshooting; Time Pressure,,,427855,,,Air Carrier,Technician,Maintenance Powerplant; Maintenance Airframe,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Maintenance,,,Automation Aircraft Other Automation,,Flight Crew Diverted; General Maintenance Action,Human Factors; Incorrect / Not Installed / Unavailable Part; Aircraft; Airspace Structure; Chart Or Publication; Company Policy,Human Factors,"ON JAN/XA/99; I (ABC) AND MY PARTNER (WXYZ) HAD RECEIVED THE JOB CARD TO SVC INTEGRATED DRIVE GENERATOR OF #2 ENG. HOWEVER; THE CARBON SEAL INSIDE THE INTEGRATED DRIVE GENERATOR MUST BE REPLACED IF THE ENG EXISTED SO MANY FLT HRS. WE THEN FOLLOW THE JOB CARD TO REMOVE THE INTEGRATED DRIVE GENERATOR AND THE CARBON SEAL. ANOTHER A&P ORDERED THE CARBON SEAL AND THE NECESSARY PACKING TO INSTALL THE CARBON SEAL. MY PART WAS TO PREPARE THE INTEGRATED DRIVE GENERATOR STAND AND CHKED TO MAKE SURE ALL THE NECESSARY SEALS WERE REPLACED AS REQUIRED. AT THAT TIME HE ALREADY HAD THE CARBON SEAL INSTALLED AND I WAS ASSUMED THAT HE HAD ALL PACKINGS REPLACED. IT WASN'T AN INSPECTION ITEM ON THE JOB CARD. THEREFORE; I WENT AHEAD TO INSTALL INTEGRATED DRIVE GENERATOR. AS A RESULT; THIS MISHAP OR INCIDENT CAUSED THE INFLT SHUTDOWN OF #2 ENG OF ACFT XXX.",,,,"A B747-400 SHUT DOWN #2 ENG INFLT DUE TO LOSS OF ENG OIL PRESSURE AND QUANTITY CAUSED BY THE IMPROPER INSTALLATION OF #2 INTEGRATED DRIVE GENERATOR.",
427906,199902,1201-1800,ZZZ.Airport,US,,0,0,,,,,,Dusk,,,,Air Carrier,B747-400,,2,Part 121,None,Passenger,,Parked,,,,,N,N,Scheduled Maintenance,,,350,0,,,,,,,,,,,,,,,Leading Edge Flap,Boeing,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Air Carrier,Technician,Maintenance Airframe; Maintenance Powerplant,Maintenance Technician 30,,Time Pressure,,,427906,,,Air Carrier,Technician,Maintenance Airframe; Maintenance Powerplant,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural Published Material / Policy; Ground Event / Encounter Other / Unknown,,,Person Other Person,,Aircraft Aircraft Damaged; General Maintenance Action; General None Reported / Taken,Human Factors,Human Factors,"JUST AS I MOVED A LADDER TO GET TO MY WORK AREA; THE RIGGERS RAN THE LEADING EDGE FLAPS. THE LADDER JAMMED UNDER THE FLAP AND DENTED THE FLAP.",,,,"A B747-400 INCURRED DAMAGE TO A LEADING EDGE FLAP WHEN EXTENDED ONTO A LADDER.",
