 ,Time,Time,Place,Place,Place,Place,Place,Place,Place,Environment,Environment,Environment,Environment,Environment,Environment,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Component,Component,Component,Component,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Events,Events,Events,Events,Events,Events,Assessments,Assessments,Report 1,Report 1,Report 2,Report 2,Report 1,
1977799,202302,1801-2400,ZZZ.Airport,US,,,0,,,,,,,,,,Air Carrier,B747-800 Advanced,,3,Part 121,IFR,Cargo / Freight / Delivery,,Taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Pilot Flying; Captain,Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Air Transport Pilot (ATP),,,Training / Qualification; Situational Awareness; Other / Unknown; Communication Breakdown; Human-Machine Interface,Party1 Flight Crew; Party2 Ground Personnel,,1977799,,,,,,,,,,,,Deviation / Discrepancy - Procedural Published Material / Policy; Flight Deck / Cabin / Aircraft Event Other / Unknown; Ground Event / Encounter Loss Of Aircraft Control,,N,Person Ground Personnel; Person Flight Crew,,Flight Crew Took Evasive Action; Flight Crew Regained Aircraft Control,Human Factors,Human Factors,"Arriving in ZZZ we were assigned parking spot 1 and another aircraft was parked at 2. I am and the crew were not aware if a plane is parked adjacent to your parking spot we are utilizing the tow in procedure. The Ground Crew stopped us and we set the brake and run the shutdown procedure and checklist. We all thought this is the final parking position and started securing the airplane. I must have touched the brakes and was not aware of the braking brake not being set anymore. The Ground crew came on the intercom and asked us if we released the brakes and I said no. Then I became aware of the parking brake not being set and set the brakes again. Apparently during connecting the towbar the plane moved and we were not aware of it. That's when the ground crew told us we will be towed into final parking position. After rereading the station guide; I realized that I had missed the part about the tow in procedure if a adjacent plane is parked to your parking spot. Not in contact with the ground crew and not aware of the tow in procedure if a aircraft is parked at the adjacent spot. Also I/We missed and skipped the tow in procedure as described in the Station guide. I am not completely sure if this is a new procedure or it been in the guide as I never been towed into these spots. Suggestions is always read completely the station guide even if you are familiar with the airport or your base.",,,,"Air carrier Captain reported the unintentional release of the aircraft's parking brake while waiting to be towed into parking. The Captain then realized the brake was not set and later realized there were special parking instructions that had not been reviewed prior to arrival.",
1977864,202302,1201-1800,BGR.TRACON,ME,,,,,,,,,,,,TRACON BGR,Air Carrier,Medium Large Transport; Low Wing; 2 Turbojet Eng,,2,Part 121,IFR,Passenger,FMS Or FMC; GPS; Localizer/Glideslope/ILS ILS XX,Final Approach,,Class C ZZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain; Pilot Flying,Flight Crew Air Transport Pilot (ATP); Flight Crew Multiengine; Flight Crew Instrument,,,Situational Awareness; Troubleshooting; Time Pressure,,,1977864,,,,,,,,,,,,Inflight Event / Encounter CFTT / CFIT,,,Automation Aircraft Terrain Warning; Person Flight Crew,In-flight,Flight Crew FLC complied w / Automation / Advisory; Flight Crew Took Evasive Action,Environment - Non Weather Related; Human Factors,Human Factors,"We got a GPWS alert flying into BGR. ILS 33 at 2700 feet descending to 2500 feet while turning onto the final approach course. Disconnected autopilot and started a climb. Alert went away and saw no alerts on the terrain page on the Multi Function Display continued the approach and landed safely. I think the descent rate is what caused it. I don't think we were descending more than 1000 feet per minute but it was enough to cause the alert to go off. We were about 1400 feet above terrain when we got the alert.",,,,"Air carrier Captain reported a CFIT warning during the aircraft's final approach segment. The Captain disconnected the autopilot and climbed before continuing to a landing.",
1977944,202302,0001-0600,ZZZ.Airport,US,,,0,,,VMC,,,Night,,,,Air Carrier,Commercial Fixed Wing,,,Part 121,IFR,Passenger,,Parked,,,,,,,,,,,,,,,,,,,,,,,,,,Leading Edge Flap,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Air Carrier,Technician,Maintenance Airframe; Maintenance Powerplant,,,Distraction; Situational Awareness; Human-Machine Interface,,,1977944,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Maintenance,,N,Person Maintenance,Aircraft In Service At Gate,General None Reported / Taken,Aircraft; Human Factors; Procedure,Procedure,"I was working on Aircraft X (ZZZ) and was given the task to reapply Sealant; reactivate leading edge flaps and slats and trailing edge flaps. During the reactivation process of the downlock pins. I forgot to remove the downlock pins from the leading edge standby drive shutoff valve. This was due because I was distracted; pressured; and the streamer was not visible enough. I completely miss the downlock pins and forgot to remove them. Was not aware; pressured; and distracted. Replace new streamers on the downlock pins.",,,,"Technician reported failing to remove Leading Edge Flaps Lock Out Pins from the Standby Drive Shut Off Valve during the reactivation process.",
1978058,202302,0001-0600,ZZZ.ARTCC,US,,,,35000,,IMC,,,Night,,,Center ZZZ,Air Carrier,B767 Undifferentiated or Other Model,,2,Part 121,IFR,Passenger,,Cruise,Oceanic,,,,,,,,,,,,,,,,,,,,,,,,,Autothrottle/Speed Control,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain; Pilot Not Flying,Flight Crew Air Transport Pilot (ATP); Flight Crew Multiengine; Flight Crew Instrument,,,Confusion; Troubleshooting,,,1978058,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation - Speed All Types,,N,Automation Aircraft Other Automation; Person Flight Crew,In-flight,Flight Crew Overcame Equipment Problem; Flight Crew Regained Aircraft Control; General Maintenance Action,Aircraft; Human Factors,Aircraft,"After departing ZZZ and in level flight on ZZZ1 prior to the ETP (Equal Time Point); I happened to be looking at the Attitude Indicator when suddenly the Fast/Slow scale and indicator became amber and started flashing. The diamond was pegged on 'F'. The speed bug remained on the commanded cruise speed .of 80 Mach and never moved. 'Flap Limit' was displayed in amber on the Attitude Indicator. The flap indicator showed the flaps retracted in their the commanded position and the flap handle was fully in the up detent. The auto throttle subsequently began reducing the power smoothly to idle. As I had been watching this unfold and noticed the thrust reduction; I instructed the Pilot Flying (PF) to address the power state. He immediately manually stopped the throttles before they reached idle. The Throttles were then manually pushed up; but the autothrottles resisted and the PF disconnected it. Even with immediately recognizing this insidious; silent event that if unnoticed could lead to a high altitude aircraft stall over the featureless ocean on a moonless night; 10-15 knots were lost and the subsequently recovered. We contacted Maintenance and our Dispatcher on a satellite call. A subsequent sat call included the duty pilot and an Engineer to determine what was occurring and whether a return to ZZZ was needed. After discussing this as a team; the First Officer and I decided to continue as long as the event did not reoccur or there were no other system or electrical anomaly's that surfaced. None of us had experienced this before. It appeared to me that the event initiated with the aircraft systems determining the flaps were out of up at cruise followed by the autothrottles reducing power below the command bug speed to protect the flaps. Being that there is no aural caution associated with this failure/anomaly; I'd like to know more about what was determined by maintenance after they addressed the issue",,,,"B767 Captain reported unexpected flap and speed warning messages during cruise along with an uncommanded thrust reduction by the autopilot. The flight crew disconnected the auto throttle; contacted maintenance; and monitored the aircraft systems until reaching the destination airport.",
1978155,202302,1201-1800,ZZZ.TRACON,US,,,,1500,,VMC,,,,,,TRACON ZZZ,Air Carrier,B737 Undifferentiated or Other Model,,2,Part 121,IFR,Passenger,GPS; FMS Or FMC,Final Approach,,Class B ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Leading Edge Slat,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Pilot Flying; Captain,Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument,Flight Crew Last 90 Days 49; Flight Crew Type 259,,Time Pressure; Workload,,,1978155,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation - Speed All Types; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter Weather / Turbulence; Inflight Event / Encounter Unstabilized Approach,,,Automation Aircraft Other Automation; Person Flight Crew,In-flight,Flight Crew Overcame Equipment Problem,Human Factors; Aircraft,Aircraft,"Normal flight and descent into ZZZ. On base leg; began configuring had flaps 5 capturing the glide path. Proceeded to flaps 10 and then gear down flaps 15 at about 2000 ft.; and began rolling the speed back. Configured flaps 25 and 30; the LE in transit light was on; but that is normal as you configure the airplane. At flaps 30 and about 1500 ft.; the light was noted to still be on. We discovered on the overhead panel that the far outside LE device was orange. Looking out the window; I could tell that it wasn't in the same (or normal position) as the others. At this point; we were VFR with the runway in sight at about 1200 ft. With the flaps at 30 degrees and unsure of the Flaps/Slats behavior in the event of a go around; we elected to land. Due to the gusty crosswinds and high approach speed additive; we were very close to flap limit speed; and had a momentary flap blow up to 25; causing a too low terrain. We were still in a normal position to land and elected to continue due to the uncertainty of the flaps on a go around. The landing was uneventful and we taxied to the gate to complete the flight.",,,,"B737 Captain reported a leading edge slat malfunction on final approach. The flight crew continued to an uneventful landing.",
1978157,202302,,EHAM.Airport,FO,,,0,,,,,,,,,,Air Carrier,No Aircraft,,2,Part 121,IFR,Passenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,Navigation Database,,X,Design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,First Officer,Flight Crew Instrument; Flight Crew Air Transport Pilot (ATP); Flight Crew Multiengine,,,Distraction; Troubleshooting; Workload; Confusion,,,1978157,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Crew,Routine Inspection,Flight Crew Overcame Equipment Problem,Aircraft; Chart Or Publication; Software and Automation,Software and Automation,"FD ProX Version 4.6.1 EHAM Runway data issue. FD Pro X Version 4.6.1 EHAM/AMS Airport runway data is incorrect for runways 4/22 and 18R/36L. Moreover the runway lengths are swapped. Select INFO/WX button on left; scroll down to Runways; note distance for 4/22 is 12;467 ft. incorrectly; and 18R/36L is 6;627 ft. incorrect. When each runway is selected for more detail; the proper distance is noted.",,,,"Air carrier pilot reported runway data for the EHAM airport on the FD Pro X Version 4.6.1 is incorrect.",
1978158,202302,1201-1800,ZZZ.ARTCC,US,,,,21000,,VMC,,,,,,Center ZZZ,Air Carrier,B737 Undifferentiated or Other Model,,2,Part 121,IFR,Passenger,FMS Or FMC; GPS,Climb,,Class A ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Turbine Engine,,X,Malfunctioning; Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,First Officer; Pilot Not Flying,Flight Crew Instrument; Flight Crew Air Transport Pilot (ATP); Flight Crew Multiengine,Flight Crew Last 90 Days 187; Flight Crew Total 3424; Flight Crew Type 306,,Workload; Time Pressure; Distraction; Situational Awareness,,,1978158,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation - Track / Heading All Types; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter Unstabilized Approach,,N,Automation Aircraft Other Automation; Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Flight Crew Returned To Departure Airport; Flight Crew Requested ATC Assistance / Clarification; Flight Crew FLC complied w / Automation / Advisory; Flight Crew Executed Go Around / Missed Approach; Flight Crew Landed in Emergency Condition,Human Factors; Aircraft,Aircraft,"Climbing out of ZZZ at approximately FL210 noticed number one rolling back followed by the engine failure message on the digital gauge. All the associated malfunctions with a loss of the number one engine occurred. The Captain started to manually fly the aircraft and I proceeded to get vectors back to the field. The Captain eventually got the autopilot back on and handed me the aircraft and they proceeded to run the engine failure checklist and the one engine inoperative landing checklist. They contacted Dispatch and communicated with the Flight Attendants and notified the passengers. We briefed up the approach and proceeded on a vector to XXR. During a flight director anomaly we overshot the course slightly and had not begun our descent (waiting to be established) and opted to go-around since we were high. We wanted the most stable approach as possible. Flew around the radar pattern and landed without any issues. Taxied clear and the Captain had them check our brakes before we taxied to the gate. The rest was uneventful.",,,,"B737 First Officer reported an engine rolled back at approximately FL210 during climb out. The pilots returned to the departure airport where the first approach was unsuccessful requiring a go around and finally resulting in a second successful approach.",
1978212,202302,,,,,,0,,,,,,,,,,Air Carrier,B787 Dreamliner Undifferentiated or Other Model,,2,Part 121,IFR,Passenger,,Parked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Pilot Flying; Captain,Flight Crew Instrument; Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP),Flight Crew Last 90 Days 83; Flight Crew Total 4392; Flight Crew Type 802,,Communication Breakdown,Party1 Flight Crew; Party2 Ground Personnel,,1978212,,,,,,,,,,,,No Specific Anomaly Occurred All Types,,,Person Flight Crew,Aircraft In Service At Gate,General None Reported / Taken,Human Factors,Human Factors,"Unnecessary new procedure for Dangerous Goods.There is a new procedure to acknowledge the receipt of the final dangerous goods summary. I can only assume that it came about because somebody left without the final dangerous good summary. However; if they could not remember to get the final summary before departing; how is even yet another step; to transmit that they received the final dangerous goods via ACARS; going to help that? It seems to be adding on more and more unnecessary documentation. If we are not allowed to release the parking brake without the final DG; then releasing the parking brake should be notification enough that we have received it.",,,,"Air carrier Captain reported a new procedure regarding flight crew acknowledgement of the receipt of the final dangerous goods summary is unnecessary.",
1978245,202302,,,,,,0,,,,,,,,,,Air Carrier,A320,,2,Part 121,IFR,Passenger,,Parked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Pilot Flying; Captain,Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument; Flight Crew Multiengine,Flight Crew Last 90 Days 172; Flight Crew Total 1415; Flight Crew Type 1415,,Communication Breakdown,Party1 Flight Crew; Party2 Dispatch,,1978245,,,,,,,,,,,,No Specific Anomaly Occurred All Types,,,Person Flight Crew,Aircraft In Service At Gate,General None Reported / Taken,Human Factors,Human Factors,"Dangerous goods final summaryRegarding Pilot Bulletin Final dangerous goods acknowledgement. There are 2 concerns I have with the acknowledgement. We are supposed to send MISC code. After it is sent; there is no indication the acknowledgement was received. If it's something I have to acknowledge as a Captain; I feel the ACARS should send a message back letting me know the confirmation was not lost in cyberspace.The final dangerous goods I received doesn't really show that it's the 'Final'. There is an example picture in the Bulletin that states 'Final Dangerous goods summary' and states 'Final dangerous goods'. The old method had 'final DG' at the top. Making it clear it was the final and not the planned.",,,,"Air carrier Captain reported the new flight crew procedure of acknowledgment of the receipt of the final dangerous goods documentation is unnecessary.",
1978247,202302,1801-2400,ZZZ.TRACON,US,,,,8000,,VMC,,,,,,TRACON ZZZ,Air Carrier,B777 Undifferentiated or Other Model,,2,Part 121,IFR,Passenger,GPS; FMS Or FMC,Final Approach,Visual Approach,Class B ZZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,First Officer; Instructor; Pilot Not Flying,Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument,Flight Crew Last 90 Days 171; Flight Crew Total 2334; Flight Crew Type 239,,Communication Breakdown,Party1 Flight Crew; Party2 Flight Crew,,1978247,Aircraft X,Flight Deck,Air Carrier,Pilot Flying; Captain,Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Air Transport Pilot (ATP),Flight Crew Last 90 Days 139; Flight Crew Total 4460; Flight Crew Type 385,,Confusion; Other / Unknown; Communication Breakdown,Party1 Flight Crew; Party2 ATC,,1978217,Deviation - Altitude Excursion From Assigned Altitude; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Clearance; Inflight Event / Encounter CFTT / CFIT,,N,Person Air Traffic Control; Person Flight Crew,In-flight,Air Traffic Control Issued Advisory / Alert; Flight Crew Became Reoriented; Flight Crew Requested ATC Assistance / Clarification,Human Factors,Human Factors,"At 8000 ft. enroute to ZZZZZ and cleared for visual approach [Runway] XXR. PF (Pilot Flying) asked for 7000 ft. in altitude window and started gradual descent. Received altitude query from ATC that minimum vector altitude was 8000 ft.",,"On right base to [Runway] XXR [at] ZZZ at 8000 ft. cleared for the visual to XXR. I told the FO (First Officer) to set 7000 ft. and I started a slow descent to 7000 ft. FO mentioned we shouldn't descend yet and ATC confirmed that. Corrected to 8000 ft. and continued approach.",,"B777 flight crew reported an accidental altitude deviation while on approach after the Captain instructed the First Officer to descend below the ATC assigned altitude.",
1978307,202302,0601-1200,ZZZ.Airport,US,,,0,,,VMC,,,Daylight,,,,Air Carrier,A321,,2,Part 121,IFR,Passenger,,Parked,Vectors,,N,Y,Y,Y,Unscheduled Maintenance,Inspection; Testing,,,,,,,,,,,,,,,,,,Turbine Engine,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain; Pilot Flying,Flight Crew Instrument; Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP),,,Confusion; Human-Machine Interface; Situational Awareness; Communication Breakdown,Party1 Flight Crew; Party2 Dispatch,,1978307,Aircraft X,Flight Deck,Air Carrier,Pilot Flying; First Officer,Flight Crew Instrument; Flight Crew Air Transport Pilot (ATP); Flight Crew Multiengine,,,Situational Awareness; Human-Machine Interface; Confusion; Communication Breakdown,Party1 Dispatch; Party2 Maintenance,,1977698,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural Published Material / Policy; No Specific Anomaly Occurred Unwanted Situation,,N,Person Flight Crew,Aircraft In Service At Gate,General Release Refused / Aircraft Not Accepted,Aircraft; Human Factors; Procedure,Human Factors,"I refused Aircraft X for flight from ZZZ to ZZZZ due to the following reason. The previous day this aircraft was written up by the Captain of FLT XXXX for #2 engine vibration at 22700 ft. after take-off. The flight returned to ZZZ because the only way to stop the vibration was to run the #2 engine at idle power; effectively making it single engine at that time. Due to the aircraft loading; an overweight landing was also written up. Maintenance performed an engine vibration survey and signed off as vibration within acceptable limits. I did not feel comfortable accepting this aircraft without being test flown first; especially down to ZZZZ in mountainous terrain. Neither Dispatch nor the aircraft scheduler was aware of the sign-off concerning the #2 engine vibration. That information may have prompted the scheduler to not assign Aircraft X for flight ops. Departments need to do a better job of sharing information concerning safety of flight issues.",,"While performing preflight on Aircraft X for flight; ZZZ-ZZZZ on Day 0; the logbook on the prior day had write up for Engine Vibration; request for priority handling and return to field with Vibrating Engine at idle; to an Overweight Landing. Captain called Dispatch and Maintenance to discuss. They refused the aircraft because it had not flown since that flight and we did not want to take a potentially single engine aircraft into mountainous terrain in ZZZZ. Dispatch was not aware of the previous maintenance issue; which was simply closed with a run up on the ground and not at altitude or for any length of time; so they assigned us a plane that should have needed a test flight without passengers or mountains or international borders involved. Better oversight on tracking aircraft that had just suffered engine problems to have returned to field from FL230; maybe in Maintenance or Dispatch; not sending them out without recreating the scenario with test pilots; instead of putting line pilots and passengers in that role. We caught it at the logbook review level; and after discussing with them; both Dispatch and Maintenance gave us no problem with refusing the aircraft and finding another.",,"A321 flight crew refused an aircraft over concerns about an engine vibration report that was not addressed correctly. Additionally; Dispatch and the Aircraft Scheduler were not aware of the the aircraft history prior to assigning this aircraft to an international flight into mountainous terrain.",
1978308,202302,1201-1800,ZZZ.Airport,US,,,0,,,,,,,,,Ground ZZZ,Air Carrier,B737-800,,2,Part 121,IFR,Passenger,,Taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ramp ZZZ,Air Carrier,Any Unknown or Unlisted Aircraft Manufacturer,,,Part 121,IFR,Passenger,,Taxi,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Pilot Flying,Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument,,,Communication Breakdown; Situational Awareness,Party1 Flight Crew; Party2 ATC,,1978308,,,,,,,,,,,,Conflict Ground Conflict; Critical; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Crew,Taxi,Flight Crew Took Evasive Action,Procedure; Human Factors,Procedure,"Landed [Runway] XXL. Standard taxi gate. I think [Gate] X. On Taxiway 2 approaching [Gate] Y; [an aircraft] shot out of the commuter ramp; lights out; and crossed our nose at a very high taxi speed. We had to brake aggressively to avoid a collision. [This air carrier] has a reputation for aggressive taxi habits.",,,,"B737-800 pilot reported the need to brake aggressively to avoid a collision with another aircraft during taxi to the gate.",
1978375,202302,1201-1800,ZZZ.TRACON,US,,,,,,,,,,,,TRACON ZZZ,Air Carrier,Regional Jet 900 (CRJ900),,2,Part 121,IFR,Passenger,GPS; FMS Or FMC,Initial Climb,,Class B ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Exterior Pax/Crew Door,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain; Pilot Flying,Flight Crew Air Transport Pilot (ATP); Flight Crew Multiengine; Flight Crew Instrument,,,Distraction; Confusion; Other / Unknown; Situational Awareness; Workload; Time Pressure,,,1978375,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Weight And Balance; Deviation / Discrepancy - Procedural Published Material / Policy,,N,Automation Aircraft Other Automation; Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Flight Crew Took Evasive Action; Flight Crew Returned To Departure Airport; Flight Crew Landed in Emergency Condition; Flight Crew Requested ATC Assistance / Clarification; Flight Crew FLC complied w / Automation / Advisory,Aircraft,Aircraft,"Departed ZZZ XXC; and climbing through about 6000 ft. heard a sudden very loud rushing noise and felt my ears pop. Almost immediately saw the emergency lights turn on and received an emergency call from the forward Flight Attendant. I called for controls and radios and immediately suspected that the main cabin door seal was faulty leading to a loss of pressure. I realized that the cabin altitude emergency decent would not be necessary in this scenario due to our low altitude; and not seeing any additional messages; we searched the QRH; and did not find anything. I was not sure of exactly which QRH procedure to run at this point so I elected to have the First Officer call back to the Flight Attendant to try to better understand the gravity of the situation but unfortunately the noise from the door seal was so loud he was unable to hear anything. I told ATC that we would be leveling off at our pre-assigned altitude of 8000 ft.; that we had lost pressurization and that we would need to return to ZZZ. We received vectors while we ran some checklists. The First Officer was looking for an appropriate checklist while I flew the aircraft and communicated with ATC. Eventually we settled on the unpressurized flight procedure message. In hindsight this may not have been 100 percent correct but I determined that it was the most appropriate under the circumstances and would hopefully prevent landing with an improper pressurization condition should the seal become intact and the cabin suddenly pressurize again. We completed the procedure which alleviated the noise from the door seal and we were finally able to communicate with our cabin crew at which point I relayed the company items; while the First Officer began setting up for the ILS to XXL. At this time I also made a PA announcement explaining that we had suffered a malfunction and would be returning to ZZZ. I briefed the approach and we realized that we would be close to our max landing weight. At this point I elected to configure the aircraft early to increase our fuel burn. We completed a descent checklist; and advised ATC that we were ready to return for landing. Now that things had calmed down somewhat I made one final call to the Flight Attendants to reiterate that there was no need to brace and no plan for evacuation. We landed approximately 300 lbs. overweight at a rate of approximately 200 fpm at touchdown. We cleared the runway; and taxied to the gate without further incident. I was very impressed with the professionalism and performance of my crew.I feel that the startle factor combined with adrenaline may have caused me to overestimate the severity of the situation. I feel that in hindsight we could have easily asked for a momentary delay vector to avoid the overweight landing. I also feel that the selection of emergency depressurization per the QRH was not necessary; and that a manual depressurization using the cabin pressure controller would have been a less drastic way to vent the remaining pressure from the cabin.",,,,"Air carrier Captain reported a cabin depressurization due to a faulty main door seal. The pilots returned to the departure airport where an overweight landing was accomplished.",
1978509,202302,1801-2400,ZZZ.Airport,US,,,0,,,VMC,,,,,,Ground ZZZ,Air Carrier,B777-200,,2,Part 121,IFR,,,Taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,First Officer; Pilot Not Flying,Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Air Transport Pilot (ATP),,,Communication Breakdown,Party1 Flight Crew; Party2 ATC,,1978509,Aircraft X,Flight Deck,Air Carrier,Pilot Flying; Captain,Flight Crew Air Transport Pilot (ATP); Flight Crew Multiengine; Flight Crew Instrument,,,Communication Breakdown,Party1 Flight Crew; Party2 ATC,,1978512,ATC Issue All Types; Conflict Ground Conflict; Critical; Ground Incursion Ramp,,,Person Flight Crew,Taxi,General None Reported / Taken,Human Factors,Human Factors,"We were cleared to push out of Gate XX in ZZZ Cargo Ramp. After engine start Ramp Tower cleared us to taxi to Box XX and contact Ground. Ground then cleared us to taxi to Runway XYL via [Taxiway] 1. As we were leaving the ramp area we saw a ground vehicle; snow plow? moving at us left to right on the active Taxiway 2 at high speed. Ground did not alert us to the vehicle's presence. We began to slow the aircraft as the vehicle did not appear to see us. We were preparing to take potential action to prevent a possible collision when the vehicle slammed on his brakes and came to an abrupt stop just before crossing in front of our aircraft. We had sufficient clearance therefore; we continued an uneventful taxi to [Runway] XYL.Cause: possible training and lack of awareness on the part of the driver of the ground vehicle. Suggestions: Better communication between our aircraft and Ground. Better training of ground vehicle drivers.",,"Taxi clearance given exit point XX right turn [Taxiway] XX hold short [Runway] XYL. Taxiing out from Spot XX short of XX taxiway; with no notice from Ground; a snow plow / snow brush machine was traveling at high speed on  taxiway 2. I had to slow aircraft and brake to avoid plow. Plow slammed on brakes and we proceeded out with over 15 ft. wingtip clearance. I don't know if training was occurring but no radio call from Ground and just bad driving from plow driver caused diminished safety margin. Cause: Too fast speed and lack of situational awareness by plow driver. Suggestions: Better training for plow crews. More communication from Ground controllers.",,"B777-200 flight crew reported a ground vehicle was moving fast towards the aircraft on the taxiway as the flight crew was taxiing for takeoff. ATC provided no notification but the flight crew was aware of the vehicle. The vehicle braked before crossing the aircraft's path.",
