 ,Time,Time,Place,Place,Place,Place,Place,Place,Place,Environment,Environment,Environment,Environment,Environment,Environment,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Component,Component,Component,Component,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Events,Events,Events,Events,Events,Events,Assessments,Assessments,Report 1,Report 1,Report 2,Report 2,Report 1,
1885124,202203,1801-2400,ZZZ.ARTCC,US,,,,24000,,VMC,Thunderstorm,,Night,,,,Air Carrier,A319,,2,Part 121,IFR,Passenger,,Descent,Vectors,,,,,,,,,,,,,,,,,,,,,,,,,Oil Distribution,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain; Pilot Flying,Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument; Flight Crew Multiengine,Flight Crew Last 90 Days 43; Flight Crew Total 11697; Flight Crew Type 862,,Troubleshooting; Communication Breakdown; Confusion; Situational Awareness,Party1 Flight Crew; Party2 Flight Crew,,1885124,Aircraft X,Flight Deck,Air Carrier,First Officer; Pilot Not Flying,Flight Crew Instrument; Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP),Flight Crew Last 90 Days 135; Flight Crew Total 475; Flight Crew Type 475,,,,,1885088,Aircraft Equipment Problem Less Severe; Deviation - Speed All Types; Deviation - Track / Heading All Types; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Clearance,,N,Automation Aircraft Other Automation; Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Flight Crew Requested ATC Assistance / Clarification; Flight Crew Took Evasive Action; Flight Crew Diverted; General Maintenance Action; General Flight Cancelled / Delayed,Aircraft,Aircraft,"On initial descent into ZZZ; descending out of FL290 we noticed a flashing green oil qty indication at 4 qts on the right #2 engine. Our initial thought was to continue to ZZZ which was 130NM away if the oil qty stayed at 4; however the oil qty continued to drop at a rate which required action on our part to avoid a possible engine failure. I then became Pilot Monitoring; and after [requesting priority handling] with ATC we asked for vectors to ZZZ1. I spoke to Dispatch on the radio to tell them our issue and planned divert. We continued our accelerated descent into ZZZ1 as oil qty continued to drop. The pilot-to-pilot interaction was busy and communication to one another was adequate. The First Officer then asked for a 360 turn around 10;000-15;000 ft. to give us extra time. I did not think a 360 was a good idea as we were [a priority] aircraft and I felt getting closer to the airport was a better course of action. A potential error was the pilot-to-pilot communication together on the best way to get to the airport the fastest; but it was quickly agreed on to go direct.I then assumed PF (Pilot Flying) duties and asked the FO (First Officer) to discontinue the 360 and get vectors for a right downwind for Runway XX and selected an airspeed above 250 kts. to get down to altitude for the FAF. Going above 250 kts. surprised the First Officer; but I indicated we were [a priority] aircraft and getting down to altitude was a priority by going above 250 kts. We did not let ATC know of our increased airspeed; but things were busy and they were giving us vectors to get established on course at our request. Our vectors took us to right base and then final where we marginally overshot the Runway XX final approach course by 1-2NM as I was trying to get a little more time to slow and configure; almost an S-type maneuvering; and we were cleared for the visual approach. Configuration on final was properly done with no over speeds and good aircraft control; at this time we still had good oil pressure; but oil qty was now indicating 0.0. We were stable at all-gates on short final and we landed successfully. On taxi-in we decided to shut engine #2 down to prevent possible damage. We had no ECAMs during the flight; we thankfully maintained oil pressure during the flight; but on the post flight aircraft inspection there was noticeable oil loss as seen by oil leaking out of the right engine cowl.",,"We were either in the descent to 24;000 ft. or already there; when the Captain noticed that the number 2 engine oil quantity was around 4 quarts. Analyzing the situation; we noticed that the number was getting smaller. After a brief discussion we decided to [request priority handling] and that ZZZ1 was our best option; since ZZZ was still approximately still 170 NM away. The Captain landed the plane without further incident. Services were very helpful and had us park at a remote location on the airfield.",,"A319 flight crew reported low engine oil quantity on descent. The flight crew elected to divert and make a precautionary landing.",
1885130,202203,,,,,,0,,,,,,,,,,Air Carrier,Commercial Fixed Wing,,2,Part 121,IFR,Passenger,,Taxi,,,,,,,,,,,,,,,,,,,,,,,,,,Brake System,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gate / Ramp / Line,,Air Carrier,Ramp,,,,Communication Breakdown; Situational Awareness,Party1 Ground Personnel; Party2 Flight Crew,,1885130,,,,,,,,,,,,Deviation / Discrepancy - Procedural Published Material / Policy; Ground Event / Encounter Loss Of Aircraft Control,,,Person Ground Personnel,Pre-flight,Flight Crew Took Evasive Action,Human Factors,Human Factors,"For my final flight of the day I felt very overwhelmed without any assistance. All day I was bounced around to cover other gates and at one time felt very under the weather. I tried to do too many tasks to get the flight ready for pushback; but it seemed like my Lead was walking away for other stuff. I got very stressed once my headset wasn't working so I had to wait for my Lead to bring another. After realizing it worked I proceeded to get ready for push; but once again my Lead had walked away unannounced. I became more stressed and pressured since the Captain made it clear he was ready to leave. I then told the Captain he could release brakes and after doing so I noticed the plane moving; but I was not. In an immediate panic I jumped out and threw a chock behind the wheel. We properly connected the towbar after the incident and called for Maintenance as a precautionary measure.",,,,"Air carrier Ground Personnel reported the towbar was not properly connected for pushback; resulting in unexpected aircraft movement after brake release. Ground personnel placed a wheel chock to stop movement.",
1885170,202203,0001-0600,PHL.Airport,PA,,,,,,,,,,,,TRACON PHL,Air Carrier,Medium Large Transport; Low Wing; 2 Turbojet Eng,,2,Part 121,IFR,Passenger,,Initial Climb,,Class B PHL,,,,,,,,,,,,,,,,,,,,,,,,Radio Altimeter,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Pilot Flying; Captain,Flight Crew Instrument; Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP),,,Human-Machine Interface; Troubleshooting; Distraction; Confusion,,,1885170,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Crew,In-flight,Flight Crew Overcame Equipment Problem,Environment - Non Weather Related; Software and Automation; Aircraft; ATC Equipment / Nav Facility / Buildings,Ambiguous,"Cleared for takeoff [Runway] 27L and assigned a left turn heading 230. When First Officer (FO) called 'Positive Rate'; I noticed radio altimeter was reading -4. Cross checked FO's radio altimeter and appeared to be operating normally.  When I called heading selected 230 the flight director only commanded a 8 degree turn. Above acceleration height; I asked the FO to reference my radio altimeter. The FO observed -4 and then a blank alternating on Captain (CA) radio altimeter; while FO's appeared to be ops normal. All the while the flight director CA was not commanding a lower pitch for flap retraction. Crew ran QRH checklist for Radio Altimeter Failure and reported possible 5G issue to ATC. We suspected 5G interference because; although FO's RA appeared normal; the 8 degrees AOB and wrong pitch attitude commanded by flight director appears to correspond to the additional info note from QRH procedure. Ops normal approach and landing ZZZ. Suggestions.  Need more information on 5G affects on Commercial Aircraft.",,,,"Air carrier Captain reported during initial climb the Captain's side radio altimeter displayed a negative value and the flight director did not indicate correct bank angle or pitch attitude. Captain cited 5G interference as possibly contributing to the event.",
1885171,202203,0001-0600,ZZZ.Airport,US,,,0,,,VMC,,,Night,,,,Air Carrier,B737-800,,2,Part 121,IFR,Passenger,,Parked,,,,,,,,,,,,,,,,,,,,,,,,,,Turbine Engine,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain; Pilot Flying,Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument; Flight Crew Multiengine,,,Communication Breakdown,Party1 Flight Crew; Party2 Maintenance,,1885171,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Maintenance,,N,Person Flight Crew,Aircraft In Service At Gate,General Release Refused / Aircraft Not Accepted,MEL; Procedure; Aircraft; Human Factors,Aircraft,"Previewed aircraft X for morning flight while still at hotel. Contacted Maintenance due to lack of details on previous flight return to Gate - maintenance write up. Found aircraft had history of candle lighting (fires in tailpipe) - most recent event had Airport Rescue and Firefighting (ARFF) intervention during taxi out when fire was identified by preceding aircraft. This engine had also been written up for having Teflon contamination and had been identified for expedited engine swap. (Within 5 days). After conferring with Maintenance; Dispatch; Duty Pilot; and eventually the local ZZZ Maintenance Supervisor; I felt that the tailpipe fire issue; although addressed; didn't give me adequate assurance that the situation was unlikely to occur again. This; coupled with the impending engine swap; led me to believe this aircraft did not provide the safety margin I thought was adequate for revenue passenger travel; and refused the aircraft.Aircraft refusal was result of an engine due for maintenance and a previous event on that engine. I have expanded some thoughts in the Suggestions sections of this form below.Although seemingly unrelated; I would assume most aircrew are reluctant to depart on revenue flights with aircraft that have multiple engine anomalies. Especially those that have experienced repeat events. I was also not convinced that the leaking oil issue that was causing the tailpipe located fires was accurately and completely addressed. The optics of the situation; (where the aircraft was subject to an engine swap within five days); may lead one to infer (correctly or not) there may be reluctance to perform major maintenance on an engine that is due to be removed shortly; and lead to increased aircrew refusals of aircraft.",,,,"Captain reported refusing the aircraft due to disagreement on maintenance actions.",
1885203,202203,0001-0600,ZZZ.Airport,US,,,0,,,,,,,,,Ground ZZZ,Air Carrier,Light Transport; Low Wing; 2 Turbojet Eng,,2,Part 121,IFR,Passenger,,Parked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain,Flight Crew Air Transport Pilot (ATP),,,Situational Awareness,,,1885203,,,,,,,,,,,,Ground Event / Encounter Vehicle,,,Person Flight Crew,Aircraft In Service At Gate,Aircraft Aircraft Damaged,Human Factors,Human Factors,"While boarding passengers parked at gate in ZZZ; plane was struck in the right winglet by a local base company de-ice truck. Truck was backing up while de-icing the plane at gate. Passenger boarding was stopped and all passengers were asked and reported to be okay at the time of the incident. Passenger were then deplaned and incident reported to company. No fluid leaks or potential hazards were identified at the time.",,,,"Air carrier Captain reported a de-ice truck struck the right winglet while the aircraft was parked at the gate.",
1885216,202203,0601-1200,ZZZ.Airport,US,,,0,,,VMC,,,Daylight,,,,Air Carrier,Medium Transport,,2,Part 121,IFR,Passenger,,Descent,,,,,,,,,High,,,,,,,,,,,,,,,,,Parking Brake,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Pilot Flying; Captain,Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Air Transport Pilot (ATP),,,Troubleshooting; Workload,,,1885216,,Cabin Jumpseat,Air Carrier,Flight Attendant In Charge; Flight Attendant (On Duty),Flight Attendant Current,,,Workload,,,1885249,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Clearance,,Y,Automation Aircraft Other Automation; Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Flight Crew Returned To Departure Airport; Flight Crew Requested ATC Assistance / Clarification; Flight Crew Landed in Emergency Condition; General Flight Cancelled / Delayed,Aircraft,Aircraft,"In cruise to ZZZ1; Parking Brake Not Release EICAS message was displayed. The parking brake light was going on and off constantly. QRH didn't solve the issue. We couldn't determine the actual status of the parking brake. We elected to [request priority handling] and return to ZZZ. Flight Attendants (FA) were informed and given 40 minutes to prepare the Cabin. A brace command was also issued. Flight landed without incident. Fire and Rescue was called for a precautionary visual inspection. After the all clear we taxied to the gate and deplaned. Crew handled the situation perfectly. Company procedures document was good for delivering effective communication to Flight Attendants. We slowed down to give FAs enough time to finish their checklists.",,"Had just completed compliance check and picking up remaining services items in preparation for descent. I was standing in back galley with Flight Attendant (FA) B when the red lights came on. I picked up the phone and asked what is the nature of situation and held the phone close enough to FA-B's ear so we could both hear since we were standing close together as we were getting ready to put trash in the trash bin. Captain stated we will be taking precautionary measures and going back to ZZZ due to the aircraft's brakes wouldn't release. We had 40 minutes to prepare the Cabin for a precautionary landing. We confirmed our time and started the procedure. All passengers where very cooperative and demonstrated the brace position and clearly understood what was going to take place and what they needed to do. I moved some passengers so that we had 'one adult to one child and moved a mother next to her daughter. All where briefed and confirmed they understood their rolls and how to disarm doors if we were unable too. They also understood they need to stay at the bottom and help people off. Everyone was seated with either seat belts fasten as we all waited to hear 'Evacuate ' from the Captain. Once the Captain stated 'evacuate' FA B and I started shouting commands and continued; until we heard from the Captain that we were safe and did not need to deploy slides and get out. Everyone was safe and relieved.",,"Flight Crew reported a Parking Brake Not Released EICAS message after gear retraction. The Flight Crew returned to landing at departure airport.",
1885255,202203,,ZZZ.Airport,US,,,0,,,,,,,,,,Air Carrier,B737 MAX 9,,,Part 121,IFR,Passenger,,,,,N,Y,Y,Y,Unscheduled Maintenance,Inspection; Installation,,,,,,,,,,,,,,,,,,Wheels/Tires/Brakes,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gate / Ramp / Line,,Air Carrier,Technician,Maintenance Powerplant; Maintenance Airframe,,,Troubleshooting; Communication Breakdown; Situational Awareness,Party1 Maintenance; Party2 Maintenance,,1885255,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Maintenance,,N,Person Maintenance,Aircraft In Service At Gate,Aircraft Aircraft Damaged; General Flight Cancelled / Delayed; General Maintenance Action,Aircraft,Aircraft,"Aircraft X landed at ZZZ and #3 brake assembly was found damaged and parts of the brake were found on the ramp and the brake was seized to tire and wheel assembly when trying to replace the brake. Upon further investigation [Name] and I accomplished a quick search on the 737 MAX aircraft and found that there is a history of damaged and seized brake assemblies on the 737 MAX Fleet. For example [similar problems affecting five other B737 MAX aircraft] were found during a quick history search. Someone needs to look into this matter more deeply and further investigate why the 737 MAX brake assemblies are being found seized and damaged to the point where they are breaking apart and debris found on the ramp.We need a deeper investigation on the brake assemblies that are being installed on the 737 MAX Aircraft as we are finding these brake assemblies breaking apart and/or damaged during aircraft arrival. It could either be a bad batch of brakes; brake failure or a systemic issue with these carbon brakes on the 737 MAX Aircraft. This needs to be investigated as soon as possible to avoid a possible accident.",,,,"Technician reported the B737 MAX main wheel brake assembly had failed and was seized into the main wheel assembly; and parts were found on the ramp.",
1885256,202203,,,,,,0,,,,,,,,,,Air Carrier,B787 Dreamliner Undifferentiated or Other Model,,,Part 121,,,,Parked,,,N,Y,Y,Y,Scheduled Maintenance,Inspection; Testing; Work Cards,,,,,,,,,,,,,,,,,,Powerplant Fuel Control,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Technician,Maintenance Airframe; Maintenance Powerplant,,,Troubleshooting; Workload; Communication Breakdown; Situational Awareness; Time Pressure,Party1 Maintenance; Party2 Maintenance,,1885256,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Maintenance,,N,Person Maintenance,Aircraft In Service At Gate; Routine Inspection,General Maintenance Action,Aircraft; Human Factors; MEL,Human Factors,"I was working with Avionics Tech Name; we accomplished both Task Cards. XX-XXXX-X-XXXX and XX-XXXX-XXXY. This was a quick turn back to terminal. I signed off both job cards on my IPAD and realized that I made the mistake of signing for both EEC (Electronic Engine Control) 1 and 2 existing fault checks that were ETOPS issued work. I should have Read and understand task card.",,,,"Technician reported signing for identical work on both engines of an ETOPS aircraft.",
1885259,202203,1201-1800,,,,,0,,,,,,,,,,Air Carrier,B777-200,,,Part 121,,Passenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Other Aircraft Tug,Air Carrier,Ramp; Vehicle Driver,,,,Communication Breakdown; Confusion; Situational Awareness,Party1 Ground Personnel; Party2 Ground Personnel,,1885259,,,,,,,,,,,,Deviation / Discrepancy - Procedural Published Material / Policy; Ground Event / Encounter Ground Equipment Issue; Ground Event / Encounter Loss Of Aircraft Control,,,Person Ground Personnel,Aircraft In Service At Gate,,Human Factors; Procedure,Human Factors,"I was the brake rider on [gate] XX; Aircraft X. We were having some problems with the headset so we switched headsets twice. After that; I called for reposition to the Tower; thinking we ready. The Tower gave me the ok after I called; but in the process of calling my foot was on the brake pedals and somehow I took the brakes off. I realized the plane was rolling back and my coworkers gave the sign to put the brakes and I did. By the time we went back to tow team room our Manager call us [and] ask us what happening.",,,,"Tug Driver reported a loss of aircraft control when releasing the tug brakes; allowing the aircraft to move. The Tug Driver applied the vehicle brakes when directed to by co-workers.",
1885334,202201,0001-0600,ZZZ.Airport,US,,,,2250,,,Cloudy; Snow; 0.5,,,,,,Air Carrier,Large Transport,,2,Part 121,IFR,Cargo / Freight / Delivery,FMS Or FMC,Taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,First Officer; Pilot Not Flying,Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument; Flight Crew Multiengine,Flight Crew Last 90 Days 120,,Situational Awareness,,,1885334,,,,,,,,,,,,Deviation / Discrepancy - Procedural Published Material / Policy; Ground Event / Encounter Weather / Turbulence; Ground Event / Encounter Loss Of Aircraft Control,,,Person Flight Crew,Taxi,Flight Crew Regained Aircraft Control; Flight Crew Took Evasive Action,Airport; Weather; Procedure,Weather,"Flight XXX; Weather: 050/16G26 1/2 -SN BR FG BLSN OVC09 -4/-1 A3013 RXX RCAM 3/3/3 TYPE II & TYPE IV Application (Holdover: XA:05-XB:00) Began Type IV XA38 (Holdover: XR43-XU38). After receiving Type II & Type IV; the Captain (CA) determined that the winds (a tailwind added to the already less than desirable weather conditions) did not favor a Runway XX departure therefore; we requested Runway XY. While taxiing (from Taxiway 1-2-Runway XY at approximately XS50); I remember thinking to myself; 'Okay; we are going nice and slow; this is not too bad; the tires are gripping nicely'. As we approached the departure end of Runway XY; the Tower cleared us for departure and the CA asked me to respond that we needed a minute and wanted to know the winds again. The CA then came to a stop and made another assessment and told me to let Tower know that we were ready. The CA started to make the left 90 degree turn to line up onto the runway; but; because we were moving so slowly; I did not realize that the CA was trying to keep the aircraft from sliding until; in fact; it was sliding and we were moving towards the right edge of Runway XY and the runway sign was at our nose. At that time; the CA deployed reverse thrust and we both applied full brake pressure. The aircraft came to a full stop at a 45 degree angle to Runway XY and approximately 2 ft. from the runway edge with the aircraft nose just shy of the runway sign. We did not depart the runway pavement and the aircraft did not make contact with any lights/markers/signs. The CA's slow taxi to line up and his quick response and reaction to the situation; averted what could have been a more serious situation. The RCAM condition reported (3/3/3) was nowhere near the actual conditions of that runway; it was a sheet of ice which; with the BLSN; was not detected until we attempted to taxi onto it.",,,,"Air carrier First Officer reported while taxiing onto the runway; the aircraft slid on the icy surface. The Captain used reverse thrust and braking to stop the aircraft and it did not depart the runway. Reporter stated the RCAM values were incorrect and runway surface was a sheet of ice.",
1885347,202202,1801-2400,SDF.Tower,KY,,,,,,,,,,,,TRACON SDF; Tower SDF,Air Carrier,Commercial Fixed Wing,,2,Part 121,IFR,,FMS Or FMC,Initial Climb,SID APALO6,Class C SDF,,,,,,,,,,,,,,,,,,,,,,,,Navigational Equipment and Processing,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain; Pilot Flying,Flight Crew Instrument; Flight Crew Air Transport Pilot (ATP); Flight Crew Multiengine,Flight Crew Last 90 Days 158; Flight Crew Total 15000,,Workload; Troubleshooting; Human-Machine Interface,,,1885347,Aircraft X,Flight Deck,Air Carrier,First Officer; Pilot Not Flying,Flight Crew Instrument; Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP),Flight Crew Last 90 Days 150; Flight Crew Total 3000,,Troubleshooting; Workload; Human-Machine Interface,,,1885675,Aircraft Equipment Problem Less Severe; Deviation - Track / Heading All Types; Deviation / Discrepancy - Procedural Clearance,,,Person Flight Crew,In-flight,Air Traffic Control Issued Advisory / Alert; Flight Crew Became Reoriented; Flight Crew Overrode Automation,Environment - Non Weather Related; Airspace Structure; Aircraft; ATC Equipment / Nav Facility / Buildings; Software and Automation,Ambiguous,"During departure on 17R via the APALO6; NAV didn't capture the SID but remained in the ARM mode. Disengaged the autopilot and commenced a turn to the right at the same time ATC queried if we were on the SID. We replied that we were in a right hand turn at which time ATC cleared us to APALO and gave us a # to call once on the deck in ZZZ. Reading the latest 5G interference bulletins; this could have been a cause and effect on the lateral guidance mode.",,"During departure on 17R; via the APALO6; NAV did not capture the SID but remained in the ARM mode. Disengaged the autopilot and commenced a turn to the right at the same time ATC queried if we were on the SID. We replied that we were in a right hand turn at which time ATC cleared us to APALO and gave us a number to call once on the ground in ZZZ. Upon reading the latest 5G bulletin; it appears that 5G could affect various autopilot modes.",,"Air Carrier pilot crew reported the aircraft's navigational automation failed to follow the RNAV APALO6 departure. The pilots intervened and corrected the course. The pilots cited possible 5G interference as contributing to the event.",
1885348,202201,1801-2400,,,,,0,,,,,,,,,,Air Carrier,B747-800 Advanced,,3,Part 121,IFR,Cargo / Freight / Delivery,FMS Or FMC,Parked,Other Controlled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain; Pilot Flying,Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Air Transport Pilot (ATP),,,Workload; Physiological - Other; Communication Breakdown; Other / Unknown,Party1 Flight Crew; Party2 Ground Personnel,,1885348,,,,,,,,,,,,Deviation / Discrepancy - Procedural Hazardous Material Violation; Deviation / Discrepancy - Procedural Published Material / Policy; Flight Deck / Cabin / Aircraft Event Illness / Injury; Flight Deck / Cabin / Aircraft Event Smoke / Fire / Fumes / Odor; Ground Event / Encounter Ground Equipment Issue,,,Person Flight Crew,Routine Inspection; Pre-flight; Aircraft In Service At Gate,Flight Crew Overcame Equipment Problem; General Work Refused,Human Factors,Human Factors,"Electronic Load Manifest versions 1; 2; and 3 stated NO Dangerous Goods Form. Per AOM procedure; after closing the L1 door and walking the deck; the Relief Pilot noted a strong chemical-like smell coming from one of the containers near position L18. I confirmed that I too smelled something toxic; such as acetone; and requested the Load Supervisor remove and inspect the container. Instead of removing the container; loaders opened it inside the airplane (further exposing ramp personnel and crew to the noxious fumes). With the main cargo door open and the front of the container open; the noxious smell was now almost overpowering (While wearing my N95 mask; I could still smell the fumes and started to experience a physiological responses - my eyes started to tear). The Ramp Supervisor showed me the boxes in the front of the container and said they were ink cartridges. He said since the front row looked okay; the container should stay onboard. Some of the boxes in front were deformed; and we were unable to see the boxes in the back of the container to see if any had broken. I declined to take the container on my airplane without identifying the cause of the fumes. All operating crew members could smell the strong odor. The Mechanic concurred he could smell it too. As the last line of defense - for safety of flight reasons; the strong presence of odor; the lack of willingness to comply with my request to remove the container and determine the cause of the fumes; the attempt to bully and intimidate me and my crew into taking this suspect container; I insisted; for a second time; on the removal of the container from the airplane. I also requested with Operations; the Load Supervisor; the Mechanic and the Assistant Chief Pilot that the container needed to be unloaded to find the cause before further transport on an aircraft (I don't know if that occurred). (I would not drive my car with a smell that strong; much less consider taking an airplane across the ocean for 9 hours with limited divert options).Once the container was removed; the odor completely dissipated; and we departed soon after. The rest of the flight was fume free and uneventful. This delay could have been decreased exponentially had the Load Supervisor immediately complied with my request to remove the suspect container and inspect it outside the airplane after we departed. Additionally; no safety (hazmat/dangerous goods) procedures were followed once I informed the ground personnel of noxious fumes and a strong odor coming from a container. For further information; please refer to the HAZMAT CREW PROCEDURES; and one will see that that a strong odor is an indicator of DG incident. The most likely indications of a DG incident in flight would be the detection of a strong odor; or by the illumination of the cargo fire/smoke warning.The Captain (or B747 qualified designee) walks down the side of the main deck to check for unusual/suspicious packages; smoke; fumes; heat or obvious damage; and that the load is secure. First; when a crew member states there are noxious fumes coming from a container and need it removed; this request should be complied with immediately for the safety of all concerned. Opening a container inside the airplane that reeks of chemicals is not the proper protocol. Second; develop some type of checklist for when a crewmember identifies a suspect container. Third; do not try to bully and intimidate a Captain to take an item that is unsafe. Respect her authority as the Captain of the airplane. Fourth; regardless of what item are in the container (ink cartridges or even 'bamboo cartridges') if the container reeks of toxic fumes; it should be removed.",,,,"Air Carrier Captain reported a strong toxic odor emanating from a container prior to gate departure. Since no Hazmat was listed on the Load Manifest the Captain requested the container be removed. After discussing with the Load Supervisor the container was unloaded and aircraft departed safely.",
