 ,Time,Time,Place,Place,Place,Place,Place,Place,Place,Environment,Environment,Environment,Environment,Environment,Environment,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Component,Component,Component,Component,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Events,Events,Events,Events,Events,Events,Assessments,Assessments,Report 1,Report 1,Report 2,Report 2,Report 1,
1906201,202206,,,,,,0,,,,,,,,,,Air Carrier,Commercial Fixed Wing,,2,Part 121,IFR,Passenger,,Taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hangar / Base,,Air Carrier,Dispatcher,Dispatch Dispatcher,,,Communication Breakdown,Party1 Dispatch; Party2 Ground Personnel,,1906201,,,,,,,,,,,,Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Hazardous Material Violation; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Weight And Balance,,,Person Dispatch; Person Ground Personnel,Taxi,Flight Crew Returned To Gate; General Flight Cancelled / Delayed,Human Factors,Human Factors,"Aircraft was on taxi out when I received a call from the load planner that the aircraft had an unsecured DG (Dangerous Goods) load onboard. The load planner had informed me that the flight needed to return to the gate to have this rectified. There was no indication of DG aboard the aircraft; as the load was a conditionally accepted dangerous goods shipment.Prior to the phone call; the load planner had sent an ACARS message to the flight as follows:"PLEASE RETURN TO THE . GATE. YOUR HAVE AN. UNSECURE LOAD."I had also sent an ACARS to this flight advising for the need to return to the gate; as load planning does not have the authority to dictate a gate return.The flight returned to the gate; had the load secured; and pushed back out without incident.",,,,"Air Carrier Dispatcher reported being notified of unsecured Hazmat cargo during aircraft taxi. Aircraft was summoned to return to the gate where the issue was corrected and aircraft departed.",
1906204,202206,,,,,,0,,,,,,,,,Center ZZZ,Air Carrier,Commercial Fixed Wing,,4,Part 121,IFR,Passenger,,Cruise,Vectors,,,,,,,,,,,,,,,,,,,,,,,,,Other Documentation,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hangar / Base,,Air Carrier,Dispatcher,Dispatch Dispatcher,,,Communication Breakdown,Party1 Dispatch; Party2 Dispatch,,1906204,,Flight Deck,Air Carrier,Dispatcher; Pilot Not Flying,Dispatch Dispatcher; Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument; Flight Crew Multiengine,,,Situational Awareness; Human-Machine Interface; Communication Breakdown,,,1906209,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Weight And Balance; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Published Material / Policy,,N,Person Flight Crew,In-flight,General None Reported / Taken,Aircraft; Human Factors; Procedure,Procedure,"Flight dispatch notified of receiving ACARS communication advising of a passenger count discrepancy based on current passenger finals disclosed on the weight manifest. Dispatch Personnel stated all seats were full of passengers per flight attendants statement on the ACARS communication. A request was made to verify total passengers and the crew confirmed all seats were occupied with 10 kids on board.After revising weights; a weight change of 21;266 pounds was generated placing the aircraft over structural limitations and unable to generate a legal weight manifest. This weight adjustment represented 3.97% change from the original takeoff weight.  PERCENT adjusted -3.8. Due to the extra passenger weight the Dispatcher and flight crew discussed diversion options due to [remaining fuel]. Crew opted to continue on to final destination.XA:06z - Passenger hand off into AWBS (Automated Weight and Balance System). Total passengers - 150.XA:13z - Weights sent.XA:31z - Wheels up.XA:51z - Passenger totals updated; Passengers onboard.Unable to generate weights for being over structural limitations by 1;803 lbs. This is a third occurrence involving a programmatic anomaly with passenger count discrepancies between SHARES passenger hand off into the AWBS. (issue first reported on DATE). This is a third occurrence being reported with incorrect passenger counts received by the AWBS triggering significant weight changes after takeoff; Aircraft X; 6;464 lbs weight change and Aircraft X; 4;444 lbs weight change.",,"Approximately 3 hours into the flight I received an ACARS from the crew stating that they were over burning.  A few minutes later another ACARS saying their final weights showed 162 souls on board; (150 passenger 12 crew) but the FA said that it was a completely full flight.  I took this information to the Load Planning Manager on duty.  We proceeded to dig for further information about how this could be.  Somehow the final weight manifest reflected an erroneous passenger count of 107 fewer passengers than actuality.  The system also did not alert the load planner or dispatcher of a weight change before automatically sending the incorrect final weight manifest to the crew.  This extra weight of 107 passengers increased the actual ZFW above structural maximum ZFW.  Upon discovering this I informed the [Dispatch Supervisor] of the situation and updated the crew to our findings and discussed the possibility of diverting to ZZZ1 for more fuel or continuing on to ZZZ.  Even though we would be burning into reserves; due to the extra weight; we determined that we had enough fuel to safely continue to ZZZ with the option to divert to ZZZ2 if a need arose.",,"Dispatcher reported miscalculations in passenger court resulted in the aircraft operating in revenue service over it's maximum structural gross weight. The flight crew reviewed their fuel on board and determined that continued flight to destination airport was still acceptable.",
1906205,202206,,ZZZ.Airport,US,,,0,,,,,,,,,Ground ZZZ,Air Carrier,Commercial Fixed Wing,,2,Part 121,IFR,,,Taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Company,,Air Carrier,Dispatcher,Dispatch Dispatcher,,,Other / Unknown; Communication Breakdown; Confusion,Party1 Dispatch; Party2 Other,,1906205,,,,,,,,,,,,Conflict Ground Conflict; Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Security; Deviation / Discrepancy - Procedural FAR,,N,Person Dispatch,,General None Reported / Taken,Airport; Human Factors,Ambiguous,"Aircraft X from Gate ZZZ-ZZZ1 was pushed and taxied on [to the] line and was holding abeam Gate X for Gate Y pushing back. Controller coordinate to use [secondary] line to go around Gate Y pushing back. Instructions were given to the aircraft and read back was good as well. A few seconds after the readback; Controller noticed someone drive up to Aircraft X and park their car in front of the plane just underneath the cockpit and walked up to left wing along the fuselage. Controller immediately told Aircraft X to hold position and that someone had walked up to plane. Aircraft X had noticed that as well but had no information nor did anyone let them know about this. Once the person had gotten back in the car and drove up; Controller gave instructions to continue.",,,,"Dispatcher reported a vehicle stopped in front of an aircraft waiting for taxi instructions where a person exited the vehicle; approached the aircraft; and walked along the left wing and fuselage with unknown intentions. After the vehicle left the controller gave instructions to continue.",
1906217,202206,,,,,,0,,,,,,,,,,Air Carrier,Commercial Fixed Wing,,,Part 121,IFR,Passenger,,Taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gate / Ramp / Line,,Air Carrier,Gate Agent / CSR,,,,Human-Machine Interface; Confusion; Situational Awareness; Troubleshooting,,,1906217,,,,,,,,,,,,Conflict Ground Conflict; Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Ground Event / Encounter Ground Equipment Issue,,N,Person Gate Agent / CSR,Aircraft In Service At Gate,General None Reported / Taken,Equipment / Tooling; Human Factors,Ambiguous,"I was approaching the aircraft. This time it did stop on a dime for my 2 safety stops but when I stopped about a foot from the aircraft it kept rolling and it stopped suddenly. I was convinced I hit the aircraft because the aircraft moved; this is after multiple reports I have made today to Management. My Supervisor was on the jetbridge observing and she said I did not hit it. Still not sure but if damage is found then for sure I hit it because there was no damage when I approached.",,,,"Ground Agent reported the jet bridge did not stop when commanded. The bridge may have made contact with the aircraft.",
1906231,202206,,ZZZ.Airport,US,,,0,,,,,,,,,,Air Carrier,Commercial Fixed Wing,,2,Part 121,IFR,Passenger,,Parked; Taxi,,,,,,,,,,,,,,,,,,,,,,,,,,Parking Brake,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gate / Ramp / Line,,Air Carrier,Ramp,,,,Communication Breakdown; Situational Awareness,Party1 Ground Personnel; Party2 Flight Crew,,1906231,,,,,,,,,,,,Deviation / Discrepancy - Procedural Published Material / Policy; Ground Event / Encounter Other / Unknown,,,Person Ground Personnel,Aircraft In Service At Gate,General None Reported / Taken,Human Factors; Procedure,Procedure,"The pilots of Flight ABBC released brakes while we were still loading the aircraft. The power stow was inside pit 3 with 1 ramp agent loading; 2 ramp agents placing bags on the belt. I began to do my walk around when I noticed the aircraft move a little bit. This is incredibly unsafe. I could have been removing chocks while the crew released brakes without notifying us. Had this happened; my fingers could get caught between the chocks and tires. This has to stop. Someone will get seriously injured at some point. Unfortunately; with the new and improved push back language; this has been happening more often. Clearly operational performance outweighs safety. That's the message being sent.",,,,"Ramp agent reported the pilots released the brakes while the aircraft was being loaded; resulting in aircraft movement. Reporter cited new language for pushback communications as a contributing factor.",
1906233,202206,,,,,,0,,,,,,,,,,Air Carrier,B737-800,,2,Part 121,IFR,Passenger,,Parked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Other A/C Cargo door,Air Carrier,Ramp,,,,Troubleshooting,,,1906233,,,,,,,,,,,,Deviation / Discrepancy - Procedural Hazardous Material Violation; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Ground Personnel,Aircraft In Service At Gate,Aircraft Equipment Problem Dissipated,Human Factors,Human Factors,"Company Team Lead working ZZZ flight was notified by passenger that she forgot to remove her lithium power pack in her checked bag. Team Lead called for Ramp Lead working the gate. When I arrived at gate (as a company upgraded supervisor); I called again for below the wing Ramp Lead. The Lead came to the gate and we explained that the bag needs to be pulled. He stated that we don't pull domestic bags. I shared with him that this is a safety issue and the bag must be pulled. He walked away without collecting bag information. I proceeded to call for the below the wing supervisor via radio and he had to come up to collect the information to pull the bag. This could have ended in a dangerous situation if we didn't get the support of the supervisor to prevent a possible hazard. Bag was pulled before flight departure. No smoke or fire present.",,,,"Air Carrier ramp personnel reported passenger checked bag contained Lithium powered pack. Ramp personnel successfully removed the bag before flight departure.",
1906250,202206,0601-1200,LRBB.ARTCC,FO,,,,,,VMC,,,Daylight,,,Center LRBB,Air Carrier,Commercial Fixed Wing,,3,Part 121,IFR,Passenger,,Cruise,,,,,,,,,,,,,,,,,,,,,,,,,,GPS & Other Satellite Navigation,,X,Malfunctioning; Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,First Officer; Pilot Not Flying,Flight Crew Instrument; Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP),,,Workload; Troubleshooting,,,1906250,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Crew,In-flight,Aircraft Equipment Problem Dissipated,Aircraft; Software and Automation; ATC Equipment / Nav Facility / Buildings; Environment - Non Weather Related,Ambiguous,"During a flight of a Commercial Fixed Wing from ZZZZ to OKBK at 39000 ft.; Approximately 200 miles from ARTAT in the vicinity of LROP (Bucharest) with a clearance of direct to ARTAT parallel with the P975 airway ATC fault Engine Indicating and Crew Alerting System message illuminated. Non-normal checklists we're completed. It was discovered that both GPS signals were inoperative. ATC was notified. Problem continued intermittently for approximately 15 minutes until the GPS signal was continuously lost and was absent from the vicinity of the Black Sea; across Turkey and part of Iraq; approximately 2 hours; INS/IRUS operated normally and position was independently verified via radial and distance; especially since the flight planned route was within approximately 10 miles of the Iranian border at the closest point. Normal function returned between SOBIL and VAXEN on the UM688 airway. Cause unknown; whether of military interference with GPS or intermittent dual equipment failure. Navigation route and position verified with alternate means. Log book/discrepancy entry made at destination. Monitor and issue warnings to crews if this is a persistent problem in this geographical region.",,,,"Air carrier pilot reported a loss of GPS signal for approximately 2 hours while in cruise over Turkey and Iraq.",
1906293,202206,0601-1200,ZZZ.Airport,US,,,0,,,,,,,,,Tower ZZZ,Air Carrier,B737-800,,2,Part 121,IFR,Passenger,,Takeoff / Launch,,,,,,,,,,,,,,,,,,,,,,,,,,Exterior Pax/Crew Door,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,First Officer; Pilot Flying,Flight Crew Instrument; Flight Crew Air Transport Pilot (ATP); Flight Crew Multiengine,,,Situational Awareness,,,1906293,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Crew,,Flight Crew Rejected Takeoff; Flight Crew Overcame Equipment Problem,Aircraft; Human Factors,Human Factors,"Up until takeoff roll; no abnormal indications noted. Cleared for takeoff on Runway XXL; I was Pilot Flying. Around 35-40 kts.; master caution light illuminated; with a DOORS indication. Captain took the aircraft and performed abort; low speed; normal braking. The AFT ENTRY DOOR light was illuminated. I told Tower we aborted takeoff due to a door annunciation; and turned off the runway. Tower asked if we needed to return to gate or were planning to takeoff again; we said we needed a few minutes; but likely would take off. After parking; we spoke to cabin crew; Flight Attendant in aft said that the door handle showed slightly up. She made sure handle was pushed down; and our indications showed door was closed again. After rerunning checklists; we proceeded to takeoff again; with no further abnormalities noted.Possible failure to recheck aft door after catering came to aircraft; bumps in taxiway and runway may have jarred door handle loose.We felt that this highlights the importance of briefing each Flight Attendant about the need to check each door handle is fully down and closed.",,,,"B737-800 First Officer reported rejecting the takeoff at 35 kts due to a cabin door light. After positioning the door handle full down the light went out and the flight departed.",
1906299,202206,1201-1800,ZZZ.Airport,US,,,0,,,,,,,,,Tower ZZZ,Air Carrier,A320,,2,Part 121,IFR,Passenger,FMS Or FMC; GPS,Takeoff / Launch,,,,,,,,,,,,,,,,,,,,,,,,,,Flight Director,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain; Pilot Flying,Flight Crew Instrument; Flight Crew Air Transport Pilot (ATP); Flight Crew Multiengine,,,Workload; Communication Breakdown; Distraction; Human-Machine Interface; Other / Unknown; Time Pressure,Party1 Flight Crew; Party2 Flight Crew,,1906299,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Published Material / Policy; Flight Deck / Cabin / Aircraft Event Other / Unknown; No Specific Anomaly Occurred Unwanted Situation,,N,Automation Aircraft Other Automation; Person Flight Crew,,Air Traffic Control Provided Assistance; Flight Crew Returned To Gate; Flight Crew Rejected Takeoff; Flight Crew Requested ATC Assistance / Clarification; General Maintenance Action,Aircraft; Human Factors,Human Factors,"First flight of a 3-leg day on a planned 6-leg 3-day sequence. Conducted thorough briefings with all Flight Attendants and the First Officer. Must have glanced right over the Flight Director lights on preflight. During the Before Takeoff Checklist 'Flight Instruments and Bugs' Challenge; I could have sworn I saw a pink over blue bugs on the dim basic screens amidst the bright direct sunlight; and now realize I had dropped the 1 Flight Director 2 from my habitual cross check for that item; even though that isn't in the AOM. Cleared for takeoff; lined up on centerline and advanced the throttles to the second detent for a rolling flex takeoff. Did not see 'FLEX' on the FMA; and selected Takeoff Go Around to see if that would help. After seeing that did not result in 'Takeoff Go Around' either; I called 'Reject; My Aircraft' at what I thought was just shy of 80 KIAS. Max auto-braking commenced; which I attempted unsuccessfully to override with manual braking for a couple seconds. As the aircraft came to a rocking stop; I pressed the PA button and stated ' This is the Captain; remain seated; remain seated; remain seated' and the First Officer advised ATC. We taxied off the runway on X; and followed Ground's instructions to turn left on Y and hold short of XY. I made another PA stating we had an unsafe cockpit indication after applying takeoff thrust; and would need to turn to the gate for maintenance. The First Officer was first to realize the Flight Directors were off as we taxied clear of the runway; and quickly concluded my preflight oversight led to our situation. I called Dispatch connect to the Maintenance Center; who informed us a maintenance inspection would be required for any reject at or above 80 KIAS. We returned to the same departure gate where I coordinated with the #1 and Gate Agent before making the FOM DOT Extended Delay (opportunity to deplane) PA; and sent an ACARS message to Dispatch with the PA time XA:13.1. Missed Flight Director lights on preflight.2. Distracted by limited time to prepare for an impromptu vacation; devised after losing scheduled vacation to COVID illness.3. Had been trying to drop this trip for over a week; but with Chiefs only authorized to must-have Employee Off days for family emergencies; I ended up preparing as much as I could for a 7 day vacation day prior to the sequence; knowing I had a list of things to accomplish in the eight hours between the conclusion of my sequence and departing with my family for the airport. That wouldn't have been necessary if our system allowed the same credit as actual pay for SA days; a systemic problem that creates an 18-day work month. Another solution commonly available to most corporate employees in the U.S. would be converting vacation lost to COVID to sick days; and permitting the employee to convert later work days to the vacation lost. Vacation best maintains employee mental health and job satisfaction when it is dedicated to quality family time; not to quarantining at home with active COVID.1. Consider adding a 1 Flight Director 2 check to the Takeoff Data and Speeds item of the Before Takeoff Checklist.2. Make sick time credit equal to pay.3. Allow pilots who can document sick during vacation to convert days to sick and gain back vacation time balance 4. Permit must-have Employee Off days on a case by case basis without overly constraining the evaluation criteria.",,,,"Air carrier Captain reported the Flight Directors were not turned on which resulted in no airspeed bugs displaying during the takeoff roll. After the takeoff roll started the takeoff was rejected by the Captain and the flight returned to the gate.",
1906302,202206,1801-2400,ZZZ.ARTCC,US,,,,,,VMC,,,Night,,,Center ZZZ,Air Carrier,A319,,2,Part 121,IFR,Passenger,,Climb,Vectors,Class A ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Hydraulic Main System,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Pilot Flying; First Officer,Flight Crew Air Transport Pilot (ATP); Flight Crew Multiengine; Flight Crew Instrument,,,Troubleshooting,,,1906302,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Weight And Balance; Deviation / Discrepancy - Procedural Clearance,,N,Automation Aircraft Other Automation; Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Flight Crew Requested ATC Assistance / Clarification; Flight Crew Landed in Emergency Condition; Flight Crew Returned To Departure Airport; General Maintenance Action; General Flight Cancelled / Delayed,Human Factors; Aircraft,Aircraft,"Yellow hydraulic system failure climbing through apps FL200. Total loss of fluid resulting yellow hydraulic system failure. Performed Quick Reference Handbook; [requested priority handling]; and returned to ZZZ overweight landing.",,,,"First Officer reported Yellow Hydraulic system failure with loss of all fluid. The flight crew conducted an air turn back and precautionary landing at departure airport.",
1906312,202206,0601-1200,EIDW.Tower,FO,,,,,,,,,,,,Tower EIDW,Air Carrier,Commercial Fixed Wing,,2,Part 121,IFR,Passenger,,Final Approach,,,,,,,,,,,,,,,,,,,,,,,,,,Autoflight System,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Pilot Flying; First Officer,Flight Crew Air Transport Pilot (ATP); Flight Crew Multiengine; Flight Crew Instrument,,,Situational Awareness,,,1906312,Aircraft X,Flight Deck,Air Carrier,Pilot Not Flying; Captain,Flight Crew Instrument; Flight Crew Air Transport Pilot (ATP); Flight Crew Multiengine,,,Fatigue,,,1906657,Aircraft Equipment Problem Less Severe,,,Person Flight Crew,In-flight,General None Reported / Taken,Aircraft; Environment - Non Weather Related; Human Factors,Ambiguous,"On approach ILS 10R DUB; around 300 ft.; possible 5G event. Heads-up Display info disappeared; Flight Director disappeared; Autothrottle disengage with aural caution warning. Landed 10R. Should have entered it in the logbook.",,"Possible 5G interference event; but as a crew we did not recognize it until the following day. The First Officer was flying the leg and the event occurred on very short final and flare to landing. Approach was stable at 1000 ft. and 500 ft. and the landing was safe; but quite firm. First Officer and Captain perceived quite different series of events. From my perspective; the approach and landing were all normal. I did not see any Flight Director anomalies via the Heads-up Display; nor did I hear or see any warning and caution lights. The Relief Pilot; however did corroborate the First Officer's perspective. The First Officer did not say anything about the event until the next day when we started to compare perspectives about the possibility of a 5G interference event. Because we did not discuss this until the following day; it was too late to write up the airplane in the AML.Due to lack of recent flying and having never flown into this airport; and having flown all night; I might have been too focused on the landing and missed the indications reported by the First Officer. We discussed the event in some detail during the return flight next day and the First Officer suggested filing a report. The following day she also indicated an intention to file an ASRS report; thus my report. I don't believe we could have prevented this 5G event (if that was the cause); I do believe the First Officer could have been more direct and proximate in communicating a possible airplane system malfunction. I truly did not observe any abnormalities; but am perfectly willing to accept the possibility that I missed them. Those dealing with 5G may want to place this airport on observation.",,"Air carrier flight crew reported loss of some auto flight equipment; including Heads-up Display; Flight Director; and Autothrottle on short final at EIDW; citing possible 5G interference.",
1906320,202206,1801-2400,ZZZZ.Airport,FO,,,,,,VMC,,,Night,,,Center ZZZZ,Air Carrier,MD-11,,2,Part 121,IFR,Cargo / Freight / Delivery,,Descent; Initial Approach,Vectors,,,,,,,,,,,,,,,,,,,,,,,,,Fuel Quantity-Pressure Indication,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain,Flight Crew Instrument; Flight Crew Air Transport Pilot (ATP); Flight Crew Multiengine,,,Communication Breakdown; Situational Awareness; Troubleshooting,Party1 Flight Crew; Party2 Ground Personnel,,1906320,Aircraft X,Flight Deck,Air Carrier,First Officer,Flight Crew Instrument; Flight Crew Air Transport Pilot (ATP); Flight Crew Multiengine,,,Troubleshooting; Situational Awareness,,,1906666,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural MEL / CDL; Deviation / Discrepancy - Procedural Weight And Balance; Deviation / Discrepancy - Procedural Published Material / Policy; Ground Event / Encounter Fuel Issue; Inflight Event / Encounter Fuel Issue,,N,Automation Aircraft Other Automation; Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Flight Crew Landed in Emergency Condition; Flight Crew Requested ATC Assistance / Clarification; Flight Crew Overcame Equipment Problem; General Flight Cancelled / Delayed; General Maintenance Action,Aircraft; Human Factors; Procedure,Human Factors,"Dispatched with #2 Tank Fuel Quantity Indication Inop. (MEL-XX-XX-XX-XX) At FL110 descending into ZZZZ received a Level Two TANK 1 Fuel QTY LO alert.The tank one quantity indicated 4;000 lbs and tank three indicated 4;200 lbs. Referring to the QRH alert conferred that the quantities were valid even though the fuel burned thus far indicated a total fuel amount on board of about the planned FOD of about 20;300 lbs.As a result of the QRH consultation a [request for priority handling] due to the alert and with ATC priority handling an uneventful landing was performed. The fuel uploaded at ZZZZ1 was a total of 127;000 lbs.I reviewed the Fuel Manual Procedures and based on the total amount determined this was an even split (by three) tank to engine quantity situation and there were no normal checklist manual procedures to be performed other than fuel pumps on before start and off after shutdown.I was incorrect #1-36.7 #2-53.5 #3-36.7 was the load in ZZZZ1 (not equal quantities)As we checked the fuel quantity enroute we referenced the UFOB amount on the MCDU Progress page and every check indicated an above amount compared to the FPLAN.A possible rewrite of the MEL to alert the pilots to a possible unequal tank load and the greater need to attention of the pilots and Maintenance efforts to transfer fuel on the ground to rectify the unequal amounts before takeoff.EFOB at shutdown was 20;500 lbs.#1-2;900#2-XXX--14;600 Estimated#3-3;000",,"While on approach into ZZZZ we received a Level 1 TNK3 FUEL QTY LOW alert. I ran the QRH checklist from the jump seat which states that the fuel quantity in tank 3 inboard compartment is less than 3;500 lbs. When we switched back to the fuel synoptic I noted that the fuel in tank 3 was 3;200 lbs. and fuel in tank 1 was more; I think 4;000 lbs. at that time. I did a quick fuel calculation based on fuel burned and total fuel we started with and determined that our total fuel was over 21;000 lbs. The NOTE in the QRH says that the alert is based on a mechanical float switch and should be considered valid. I showed this to the Captain (who was PM (Pilot Monitoring)) and told him I thought it was an accurate alert and we had less than 3;500 lbs. in tank 3. He [requested priority handling] for possible low fuel state to ensure we received landing priority. The fuel in tanks 1 and 3 continued to decrease as would be expected and we landed with approximately 2;700 lbs. in tank 1 and 3;700 lbs. in tank 1. One of the important factors in the situation is that we were operating with an MEL for the #2 Main Tank Fuel Quantity Indication Inoperative. This MEL requires several steps which we followed; however when I did the required fuel checks in flight I did not check the fuel in each tank individually against the fuel burned from each tank individually. I totaled the fuel burned and compared it to our initial fuel. The MEL (now that I have re-read it) directs us to compute each tank individually. Had I done this I would have realized we did not distribute fuel from the #2 tank (which had more fuel than #1 and #3 at takeoff) to tanks #1 and #3; and the problem would have been averted.The cause was crew induced by not properly transferring fuel from the #2 tank to tanks 1 and 3; and by not following the MEL steps properly to check fuel in each individual tank during the fuel checks. In my opinion the MEL; flying without a fuel totalizer and main tank fuel indication; sets up crews (and sometimes Maintenance) for failure because the issue of a missed step like in this case is not obvious until later in flight. If we continue to fly with this MEL I would suggest an emphasis on the need to ensure the tanks are balanced during the after takeoff checklist or upon reaching cruise FL.",,"Flight crew reported a fuel imbalance in flight which resulted from incorrectly following MEL instructions.",
1906322,202206,0601-1200,ZZZ.Tower,US,,,,,,VMC,,,Daylight,,,Tower ZZZ,Air Carrier,A300,,2,Part 121,IFR,Cargo / Freight / Delivery,,Climb; Initial Climb,Vectors,Class C ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Hydraulic Main System,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain; Pilot Not Flying,Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument; Flight Crew Multiengine,,,Troubleshooting; Situational Awareness,,,1906322,Hangar / Base,,Air Carrier,Dispatcher; First Officer; Pilot Flying,Dispatch Dispatcher; Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Air Transport Pilot (ATP),,,,,,1906324,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural Published Material / Policy,,N,Automation Aircraft Other Automation; Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Flight Crew Landed in Emergency Condition; Flight Crew Overcame Equipment Problem; Flight Crew Requested ATC Assistance / Clarification; General Flight Cancelled / Delayed; General Maintenance Action,Aircraft,Aircraft,"Shortly after raising the gear; we got an ECAM warning for Yellow hydraulic system pressure low. I followed the ECAM and turned off the Yellow pump. Once we were in a stable position; I referenced and followed the QRH procedure. I used the ACARS to message Dispatch to confirm they wanted us to continue to ZZZ1 vice return to ZZZ. They confirmed continuing to ZZZ1. With the activation of the power transfer unit; all yellow hydraulic indications went back to normal. Landing and taxi in were uneventful. [Priority handling] was requested with ZZZ Approach. Failure in the yellow hydraulic system. Maintenance will have to fill in the details of what failed.",,"Received ACARS msg YELLOW HYD FAIL. Still go ZZZ1. Loss of Yellow HYD SYS [priority handling] requested upon arrival ZZZ1.",,"Flight Crew reported the loss of Yellow Hydraulic System on climb out. The Flight Crew ran the QRH procedures and was directed to continue to destination airport by Operations Control.",
