 ,Time,Time,Place,Place,Place,Place,Place,Place,Place,Environment,Environment,Environment,Environment,Environment,Environment,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Component,Component,Component,Component,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Events,Events,Events,Events,Events,Events,Assessments,Assessments,Report 1,Report 1,Report 2,Report 2,Report 1,
1616067,201902,0001-0600,ZZZ.Airport,US,,,,5000,,IMC,Icing,,,,,TRACON ZZZ,Air Carrier,B767-300 and 300 ER,,2,Part 121,IFR,,,Climb,,Class B ZZZ,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,First Officer; Pilot Not Flying,Flight Crew Instrument; Flight Crew Commercial; Flight Crew Air Transport Pilot (ATP); Flight Crew Multiengine,,,Troubleshooting,,,1616067,Aircraft X,Flight Deck,Air Carrier,Pilot Flying; Captain,Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Commercial; Flight Crew Air Transport Pilot (ATP),,,Troubleshooting,,,1616068,Aircraft Equipment Problem Less Severe; Deviation - Altitude Undershoot; Deviation - Speed All Types; Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Crew,In-flight,Flight Crew Overcame Equipment Problem; Flight Crew Regained Aircraft Control,Aircraft,Aircraft,"On initial climb leveling at 5;000 feet then cleared to 13;000 feet. Autopilot was engaged. Autopilot was in VNAV ALT. When cleared to 13;000; aircraft was stuck in ALT HOLD. Speed began to increase rapidly. Captain was pilot flying. I called airspeed out. Nothing he did would bring the autopilot out of ALT HOLD. He disconnected the autopilot. Speed was about 285 knots. He increased pitch and corrected airspeed. I noticed that speed window was open and indicating 148 knots. I suggested cycling flight director switches to reset MCP. This was successful and we re-automated. Flight was normal following this correction.",,"Speed greater than 250 knots (285 knots observed) below 10;000. On climbout with autopilot engaged; VNAV went into VNAV ALT approaching 5;000 feet (initial level off altitude on departure); 250 knots. ATC then cleared to 13;000 feet. Spun 13;000 in the ALT window and hit the button; with no effect. Meanwhile; aircraft was leveling off at 5;000 feet and accelerating! Multiple pushes of the ALT button would not get the aircraft to climb to new selected altitude. First Officer observed we were in ALT Hold with the speed window open and set to 148 knots. Autopilot was disconnected and climb initiated. In the recovery; airspeed was observed as high as 285 knots. First Officer reset both flight directors and after speed stabilized in a climb; autopilot was re-engaged. No further issues.Still cannot understand why the aircraft accelerated past 250 knots in VNAV ALT. Flight Director reset cleared the problem though. While all of this happened in a span of less than 5 seconds; I still should have disconnected the autopilot sooner.",,"B767-300 flight crew reported that during initial climb autopilot stuck in Altitude Hold Mode. After troubleshooting flight crew was able to regain control and flight resumed uneventfully.",
1616078,201902,0001-0600,ZZZ.Airport,US,,,0,,,IMC,Icing,,,,,,Air Carrier,A300,,2,Part 121,IFR,,,Taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain; Pilot Flying,Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument; Flight Crew Multiengine,,,Situational Awareness,,,1616078,Aircraft X,Flight Deck,Air Carrier,First Officer; Pilot Not Flying,Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Air Transport Pilot (ATP),,,,,,1616075,Aircraft Equipment Problem Less Severe; Flight Deck / Cabin / Aircraft Event Smoke / Fire / Fumes / Odor,,,Automation Aircraft Other Automation,Taxi,Flight Crew Returned To Gate; General Maintenance Action,Procedure; Human Factors; Aircraft,Procedure,"After extensive deicing to remove ice buildup from the airplane we waited three minutes to open the bleed air supply. As we were about to start the number two motor we got an aft cargo smoke warning.  I asked the FO (First Officer) to check and see if there was evidence of smoke in the rear of the aircraft. He stated there was a fog/mist in the air in the fuselage of the aircraft. We ask the tug driver to tow us back into the chocks and asked ground control to send [ground personnel] to check out the smoke.    The APU was running when we deiced and I believe the requirement for extensive deicing caused an accumulation of the deice fluid in the APU intake. Training the deice crew to avoid the APU intake. Knowing the amount of deice fluid applied to the airplane we could've waited longer than 3 minutes to open the bleed valves.",,"I am unsure how the fluid exactly entered the conditioning system. The required time limits post de-icing were inadequate in this case.Due to the extensive de-icing of the AC a longer wait time in these circumstances might be prudent.",,"A300 flight crew reported receiving a cargo smoke indication during pushback possibly due to deice fluid in the APU intake.",
1616108,201902,,,,,,,,,,,,,,,,Air Carrier,B777 Undifferentiated or Other Model,,2,Part 121,IFR,Passenger,,Cruise,,,,,,,,,,,,,,,,,,,,,,,,,,Interior Door,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,General Seating Area,Air Carrier,Flight Attendant (On Duty),Flight Attendant Current,,,Communication Breakdown; Situational Awareness,Party1 Flight Attendant; Party2 Flight Crew,,1616108,,,,,,,,,,,,Deviation / Discrepancy - Procedural Security; Deviation / Discrepancy - Procedural Published Material / Policy; Flight Deck / Cabin / Aircraft Event Other / Unknown,,,Person Flight Attendant,In-flight,General None Reported / Taken,Procedure; Human Factors,Human Factors,"The security section of the Flight Attendant clearly states the lavatories are to be unoccupied and locked for cockpit entry/exit procedures. In training we are told to open the lavatory; visually inspect; close the lavatory; and then lock it. The flight operations manual section states that the flight attendants will ensure the surrounding area is secure including all lavatories. B777 pilots are being verbally told to lock the lavatories doors open; language which is not in the flight operations manual. This concerns me as it is contradicting to what our security section/training calls for. Most of the time during pilot/Purser briefing I am acknowledged and the pilots comply with the proper security procedures. While working [a recent flight] I briefed the Captain as to what is required by our training. He refused to acknowledge the procedures outlined in our manual and I was forced to leave the lavatory doors open during cockpit entry/exit. This action compromised the integrity of security and left the cockpit vulnerable; however; because he was the Pilot in Command I was forced to comply.",,,,"Air carrier Flight Attendant reported some pilots are requiring cockpit entry/exit procedures that are contrary to Flight Attendant training.",
1616111,201902,,,,,,0,,,,,,,,,,Air Carrier,B737 Undifferentiated or Other Model,,,Part 121,,Passenger,,Parked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Galley,Air Carrier,Flight Attendant (On Duty),Flight Attendant Current,,Service,Training / Qualification,,,1616111,,,,,,,,,,,,Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Attendant,Aircraft In Service At Gate,,Company Policy; Procedure,Company Policy,"While the catering people were changing the aft galley on a 737; I noticed the caterers open the small compartments at 2L. I asked what he was looking for. He said he needed to clean it out and put water bottles here. I reminded him the compartments are not storage areas for the water; these compartments are placard for 10LBS only. They were shoving up to 8 bottles; at 1.5 liters each. I said these items need to go in a carrier or cart; he said no that [company] has instructed them to board the water in this location. On multiple flights on the 737 aircraft; I'm finding 8 to 10 bottles of water each flight; and have to remove them as these compartments are right across from our jumpseat and pose a huge safety hazard. Why is [company] instructing the caterers to blatantly violate the placard weight limit on the compartments; and store galley items in non-approved galley locations?",,,,"B737 Flight Attendant reported catering was loading items into locations with weight limitations that were being exceeded.",
1616112,201902,,,,,,,,,,,,,,,,Air Carrier,B787 Dreamliner Undifferentiated or Other Model,,,Part 121,IFR,Passenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,General Seating Area,Air Carrier,Flight Attendant (On Duty),Flight Attendant Current,,,Workload,,,1616112,,,,,,,,,,,,Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Attendant,,,Company Policy,Company Policy,"[Company] has reduced our staffing on the B787 to the point we are compromising safety. Carts are left unattended. Galleys are not being thoroughly checked. Passengers are left alone for too long with no one in attendance. When accessing the cockpit during break times there are not enough FA's on duty to serve; protect the cockpit and monitor the passenger cabins.",,,,"B787 flight attendant reported reduced staffing in the cabin creating an unsafe situation.",
1616191,201902,1801-2400,ZOA.ARTCC,CA,,,,38000,,,,,Dusk,,,Center ZOA,Air Carrier,B737-800,,2,Part 121,IFR,Passenger,FMS Or FMC; GPS,Descent,STAR SERFR,Class A ZOA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Facility ZOA.ARTCC,Flight Deck,Air Carrier,Pilot Flying; First Officer,Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Air Transport Pilot (ATP),Flight Crew Last 90 Days 150,,Situational Awareness; Confusion,,,1616191,Aircraft X,Flight Deck,Air Carrier,Pilot Not Flying; Captain,Flight Crew Multiengine; Flight Crew Instrument,Flight Crew Last 90 Days 417,,Confusion; Situational Awareness,,,1616193,ATC Issue All Types; Deviation - Track / Heading All Types; Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Air Traffic Control,In-flight,Air Traffic Control Issued New Clearance; Flight Crew Became Reoriented; Flight Crew Requested ATC Assistance / Clarification,Manuals; Human Factors; Company Policy; Chart Or Publication; Procedure,Chart Or Publication,"We were cleared to NRRLI and cleared to descend via the SERFR 3. I selected NARWL in the FMC and then Captain verified the fix but we both missed the error. I then selected 6;000 feet in the altitude selector. After three or four minutes; Center called and said '(Call sign)?' We replied and then he said we were off course and sent us to WWAVS intersection and told us to descend to 20;000 feet and contact another Center. We did have the new Controller pass on our error.",,"The Controller cleared us direct NRRLI with an altitude assignment and the SERFR3 Arrival. We programmed the FMC and thought we had done it correctly. A few minutes later; he cleared us to WWAVS and gave an altitude and a new frequency. He said it would have been easier if we had just gone to NRRLI. After investigation; we saw that we were going direct NARWL instead of NRRLI.Need to change one of those names on the SERFR Arrival. Until then; controllers and pilots both need to overemphasize the correct fix to reduce confusion (similar to what we do when similar call signs are on the frequency).",,"B737-800 flight crew reported similar named fixes NARWL and NRRLI on the same RNAV arrival caused confusion and led to course deviation.",
1616221,201902,,TUS.Airport,AZ,,,,10000,,VMC,Windshear,,,,,TRACON U90,Air Carrier,A320,,2,Part 121,IFR,Passenger,,Final Approach,,Class C TUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,First Officer; Pilot Flying,Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument; Flight Crew Multiengine,Flight Crew Last 90 Days 171; Flight Crew Type 575,,Situational Awareness,,,1616221,,,,,,,,,,,,ATC Issue All Types; Aircraft Equipment Problem Less Severe; Deviation - Track / Heading All Types; Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter CFTT / CFIT,,,Person Air Traffic Control,In-flight,Air Traffic Control Issued Advisory / Alert; Air Traffic Control Issued New Clearance; Flight Crew Became Reoriented; Flight Crew Took Evasive Action,Human Factors; Procedure,Human Factors,"With strong and gusty winds gusting to 29 knots; we planned on Runway 21 and set up for the RNAV 21 at TUS. We were not assigned a VIA segment and therefore; did not include that in the FMGC and anticipated radar vectors to final approach course. Upon checking in with the Approach Controller; I realized it was very congested airspace and the controller advised us to expect direct RAINA and to get set up for it. The Captain attempted to insert the vias with the associated RNAV 21. The Controller gave us an initial heading and then maybe a minute later came back and asked us if we were set up for RAINA. The Captain manually input it into the direct to since he could not get it to load in the Via. I acknowledged the fix and proceeded direct to it. Immediately; we realized there was a problem and I reverted back to last assigned heading [while] the Captain re-inserted the correct spelling of RAINA in the direct to function. However; because of this delay; we ended up navigating a right 270 that took us towards terrain to reach the fix. We were [queried] by the Controller and then assigned 1000 foot climb in altitude to 11;000 feet. The rest of the approach was uneventful. We debriefed the event as a crew.",,,,"A320 First Officer reported a track deviation and CFTT occurred on arrival into TUS following a late clearance change.",
1616230,201902,,,,,,,30000,,VMC,,,,,,Center KZAK,Air Carrier,Commercial Fixed Wing,,2,Part 121,IFR,Passenger,,Cruise,Oceanic,Class A KZAK,,,,,,,,,,,,,,,,,,,,,,,,HF SSB,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain; Pilot Flying,Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument; Flight Crew Multiengine,Flight Crew Last 90 Days 113; Flight Crew Total 9388; Flight Crew Type 105,,Communication Breakdown,Party1 Flight Crew; Party2 ATC,,1616230,Aircraft X,Flight Deck,Air Carrier,First Officer; Pilot Not Flying,Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument,Flight Crew Last 90 Days 200; Flight Crew Type 933,,Communication Breakdown,Party1 Flight Crew; Party2 ATC,,1616219,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Crew,In-flight,Aircraft Equipment Problem Dissipated; Flight Crew Overcame Equipment Problem; Flight Crew Returned To Clearance,Aircraft,Aircraft,"We had a very difficult time communicating on our HF radios during our Hawaii crossing. Not only was it frustrating but very distracting. Being new to the aircraft it got me thinking what it would have been like to communicate anything in an emergency situation in the middle of the Pacific. The radios worked but we just spent a lot of time changing frequencies and trying to hear what OAK and HNL Radio was trying to say. The frustrating part is the technology is out there in CPDLC and we don't have it. Just hope we never have a major problem in this airplane out over the pacific.",,"Prior to DUSAC unable to transmit or receive on HF for position report. [Another airliner] was able to share our position with Honolulu. We were able to eventually establish contact using VHF at DRAYK. Unable to respond to SELCAL.",,"Air carrier flight crew reported the inability to transmit or receive via HF communications during an oceanic crossing.",
1616257,201902,,KZAK.ARTCC,HI,,,,38000,,,,,,,,Center KZAK,Air Carrier,Commercial Fixed Wing,,2,Part 121,IFR,Passenger,,Cruise,Oceanic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,First Officer; Pilot Not Flying,Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Air Transport Pilot (ATP),Flight Crew Last 90 Days 166; Flight Crew Total 3604; Flight Crew Type 258,,Confusion; Communication Breakdown,Party1 Flight Crew; Party2 Dispatch; Party2 ATC,,1616257,,,,,,,,,,,,ATC Issue All Types; Airspace Violation All Types; Deviation - Track / Heading All Types; Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Crew; Person Air Traffic Control,In-flight,Air Traffic Control Provided Assistance; Flight Crew Returned To Clearance,Human Factors; Procedure,Procedure,"Due to NOTAM A0XXX/XX for military airspace; Dispatch filed us off R465 between CORTT and CUNDU. However; the PDC looked identical to standard R465 routing; because not all intermediate fixes are listed on the PDC. Pilots mistakenly interpreted this to be a removal of the non-standard latitude longitude; and contacted both Dispatch and Honolulu Center to verify the removal of [latitude/longitude] from route; and therefore standard routing on R465; CORTT to CUNDU. Both Dispatch and Honolulu Center indicated military space was not hot; and routing was back to normal on R465.Immediately after CORTT; via CPDLC; Oakland Center questioned our routing and then instructed us to offset right of course 25 miles between CORTT and CUNDU to avoid military airspace; and we complied. After parking [at destination]; pilots phoned Oakland Center and discussed the incident. Oakland said they had reviewed it with Honolulu Center; and they could understand how Honolulu misunderstood our verbal requests for route clarification. Thanks to Oakland's quick action at CORTT; we never entered military airspace.Considering the hundreds of lines of information delivered to the cockpit printer every flight; the routing instructions on the PDC should never be abbreviated. We thought we had clarified the routing ambiguity with Dispatch and ATC; but we were wrong. In hindsight; we should have requested a full route read back from ATC at anytime from the receipt of the PDC until approaching CORTT; and recovered from this miscommunication without incident.",,,,"Air carrier First Officer reported erroneous clearance provided to flight crew by Dispatch and ATC was corrected by Oceanic ATC sector.",
1616260,201902,1201-1800,ZZZZ.ARTCC,FO,,,,36000,,VMC,,,,,,,Air Carrier,B777-200,,2,Part 121,IFR,Passenger,,Cruise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain; Pilot Not Flying,Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Air Transport Pilot (ATP),Flight Crew Last 90 Days 236.03; Flight Crew Total 12997.73; Flight Crew Type 3880.58,,Communication Breakdown,Party1 Flight Crew; Party2 ATC,,1616260,,,,,,,,,,,,ATC Issue All Types; Deviation / Discrepancy - Procedural Clearance,,,Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Flight Crew Overcame Equipment Problem; Flight Crew Requested ATC Assistance / Clarification; Flight Crew Returned To Clearance,Human Factors; Procedure,Procedure,"Briefed relief crew (shift change) that we received Oceanic CPDLC [Controller-pilot data link communication] to cross ZZZZZ at FL360. [ATC] would not let us climb to FL360 to comply with Oceanic. Sent message to Oceanic and they said no worries; that they would climb us after ZZZZZ. I left cockpit to go on break; upon returning from break; First Officers told me that they received a CPDLC message to climb to FL360 but called Oceanic to confirm and they said to maintain FL320. First Officers then contacted Oceanic because he was the one generating the CPDLC messages and he said to maintain FL320.",,,,"B-777 Captain reported clearance error between CPDLC Data Link Clearance and sector ATC clearance during Oceanic crossing.",
1616261,201902,0601-1200,ZZZZ.Airport,FO,,,0,,,VMC,,,,,,,Air Carrier,B777-200,,2,Part 121,IFR,Passenger,,Parked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain; Pilot Flying,Flight Crew Air Transport Pilot (ATP); Flight Crew Multiengine; Flight Crew Instrument,Flight Crew Last 90 Days 125; Flight Crew Total 12756; Flight Crew Type 1323,,Communication Breakdown,Party1 Flight Crew; Party2 Ground Personnel,,1616261,Aircraft X,Flight Deck,Air Carrier,First Officer; Pilot Not Flying,Flight Crew Air Transport Pilot (ATP); Flight Crew Multiengine; Flight Crew Instrument,,,Communication Breakdown,Party1 Flight Crew; Party2 Ground Personnel,,1616252,Deviation / Discrepancy - Procedural Hazardous Material Violation; Deviation / Discrepancy - Procedural Weight And Balance; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Crew,Pre-flight,General Work Refused,Human Factors; Procedure,Procedure,"During cargo loading; the ZZZZ ramp loaded a pallet that contain Hazmat. When we received the planned ACARS Hazmat form; it showed the code of '12'. According to the Flight Operations Manual (FOM) there is only 11 Hazmat categories listed; so I call the [Chief Pilot] to clarify what is a code 12. He stated that there was no code 12 and he would conferred with [Operations Control] load planning. [Operations Control] load planning later said that it was a lithium battery. So here; I have a known highly flammable; high voltage; possible uncontrollable discharging lithium battery buried inside other flammable materials on a pallet in my cargo hold. Its code is not the FOM; which I interpret to mean that the company has not authorized shipment of such material AND my aircraft's fire suppression system cannot extinguish this burning item if it ignites AND we are on an 11 hour flight over water flight with any possible divert fields hours away from my route. This decision was simple; remove the battery from the pallet. But ZZZZ Ramp stated that they could not remove the battery from the pallet because it was not assessable - it was buried deep within the pallet stack.This was definitely a safety of flight issue; so I requested to ZZZZ Operations that they remove the pallet and we had an on-time departure.",,"While preflighting; we received a planned Dangerous Goods (DG) ACARS message for lithium batteries with an ICAO Drill Code 12FZ. However; the IATA Aircraft Emergency Response Drill Code Table found in FOM (Flight Operation Manual) only goes to Drill Code 11. There is no Drill Code 12. I advised the Captain of this; he called Station Operations and asked the DG/loading supervisor to come to the cockpit. He also called the Chief Pilot.The loading supervisor showed up immediately and told the Captain that the DG was loaded at the bottom of a 5000-pound pallet of cargo. The Chief Pilot then called us; he agreed that Drill Code 12 was not there and contacted the Dangerous Goods specialist. The DG specialist told the Captain that the lithium batteries were good to go; it was a very small amount; and that they were approved; even allowed in the cabin. He referenced FOM; under Lithium Battery-Powered Electronic Devices.FOM states that those lithium batteries are permitted in; or as; carry-on baggage. The unspoken implication was that if they were safe enough for the cabin; then they were safe enough for being loaded as cargo. Personally; I would rather have a small lithium battery torch off in the cabin where I can see it and fight it; rather than in the pit (where our fire suppression won't work on lithium) at the bottom of a 5000-pound pallet of combustible cargo.The Captain pointed out that the Drill Code and Drill Letters tell the pilots what actions to take to stabilize the situation and prevent aircraft damage or loss of life. Without the FOM information for Drill Code 12; we would have no guidance available in a Hazmat event involving the lithium batteries.The Captain declined to carry the DG. The station removed the pallet and we departed on time.Additional comments: Obviously; there is a Drill Code 12. It is relatively new; as of January 2019. A cursory search online will find references to Drill Code 12 and lithium batteries. From the IATA Dangerous Good Regulations; 60th Edition (2019); Significant Changes*; this is a change showing that the inherent hazard for lithium batteries is not - 'No General inherent risk' and a new drill number '12-Fire; heat; smoke; toxic and flammable vapor' was adopted. There are even apps showing the IATA Emergency Response Drill Codes - including Drill Code 12FZ - and the appropriate cockpit actions. It's appalling that [the web] has this information available but the Flight Operations Manual doesn't. There is absolutely no excuse for having out-of-date DG information when aircrew and passenger lives are at stake. The Drill Codes give pilots guidance in case of an inflight Hazmat emergency. Not having correct and current information on how to handle a Hazmat emergency - especially one involving lithium batteries - could result in a catastrophic hull loss and the loss of all souls on board.",,"B-777 flight crew reported refusing cargo due to Lithium Ion Hazmat and the documentation referenced a Hazmat code that not listed in the Flight Operations Manual.",
1616489,201902,1801-2400,CVG.Airport,KY,,,0,,,IMC,.5,Poor Lighting,Night,300,,Tower CVG,Air Carrier,Commercial Fixed Wing,,2,Part 121,IFR,Passenger,,Taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,First Officer; Pilot Not Flying,Flight Crew Air Transport Pilot (ATP),Flight Crew Last 90 Days 374; Flight Crew Type 3300,,Situational Awareness,,,1616489,,,,,,,,,,,,Deviation / Discrepancy - Procedural Clearance; Ground Event / Encounter Other / Unknown; Ground Incursion Taxiway,,,Person Flight Crew,Taxi,Flight Crew Became Reoriented,Airport; Human Factors,Airport,"Upon arrival to CVG [we were] directed to taxi north on taxiway Foxtrot to enter ramp via Taxilane 2N. Ramp was damp and taxi lines were not visible from the flight deck. Captain and I were both outside the aircraft looking to join Taxilane 2N and were unable to discern the lines at night on damp pavement with a fairly dim taxi light. As we moved north; we noted what looked like 18 inch fiberglass small markers sticking up from the concrete and found them right and left of the aircraft. We believed we had passed the taxilane so maneuvered back to the right to proceed east; only to find the aircraft was now over these unlit markers. There was no depiction of these on the taxi diagrams nor was there any note in [company] guidance as to their existence. We were able to return to Taxilane 2N and continued without further incident. Upon arrival at the hotel; we were made aware of a similar issue with crew that landed after our flight. Unlit markers need to be removed or lighted. Reflective blue tape is not sufficient for night visibility. Suggest a comment that these be placed in [company] guidance if not going to be removed.",,,,"Air carrier First Officer reported CVG ramp markings in vicinity of Taxilane N2 are poorly lit and difficult to discern in wet conditions.",
1616535,201902,1201-1800,ZZZ.ARTCC,US,,,,40000,,VMC,,,,,,Center ZZZ,Air Carrier,B737 Undifferentiated or Other Model,,2,Part 121,IFR,Passenger,,Cruise,,,,,,,,,,,,,,,,,,,,,,,,,,Indicating and Warning - Fuel System,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain,Flight Crew Instrument; Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP),Flight Crew Last 90 Days 141.28; Flight Crew Total 24250; Flight Crew Type 5898.78,,Confusion; Troubleshooting,,,1616535,Aircraft X,Flight Deck,Air Carrier,First Officer; Pilot Flying,Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Air Transport Pilot (ATP),Flight Crew Total 19904.0; Flight Crew Type 13311.88,,,,,1616689,Aircraft Equipment Problem Critical; Inflight Event / Encounter Fuel Issue,,,Person Flight Crew,In-flight,Flight Crew Landed As Precaution; Flight Crew Diverted; General Maintenance Action,Aircraft; Human Factors,Aircraft,"The cockpit fuel gauges showed the required fuel load for our flight during our pre-departure setup. Approximately 2 hours into the flight; the fuel tanks abruptly showed an imbalance in exceedance of the maximum amount. A cross feed of fuel was made to bring the tanks back into balance. It was about this time that our FMC fuel began to show that we were below the amount required for our point in time of the flight. We notified Line Maintenance of the problem and began doing a series of checks related to fuel burned and noticed nothing unusual. Our total fuel for arrival into ZZZ was beginning to show a steady trend of depletion so that when it reached the point that the FMC was showing us with an arrival fuel of 3700 lbs. (approximately FAR minimums); we decided to land at ZZZ1 which at that time was about 80 NM ahead of us. The gauges on final approach at ZZZ1 were showing a total of 6000 lbs. and balanced but after landing during taxi in they jumped up to a total of 7200 lbs. and showed an out of limits balance again. Upon a thorough maintenance inspection by [Company] mechanics who were brought in from ZZZ overnight; we were told that we actually had 3400 lbs. of fuel on board at shutdown in ZZZ1.Needless to say; had we continued on to ZZZ; it would have probably not been a good ending. The right quantity indicator was deferred inop; fuel was metered on by the truck and we ferried the aircraft to ZZZ the next morning. It is my opinion that the improper fuel was loaded and no cross checks were done to ensure that the gauges were in fact functioning properly.",,"Captain and I were operating flight to ZZZ and a couple of hours into the flight we had a fuel imbalance. The right tank showed out of balance so we took corrective action; rebalanced from left to right and continued as normal with no other issues. We turned the plane in ZZZ and operated back to ZZZ1. We climbed up to our final cruise altitude of 40;000 and proceeded as normal on our filed flight plan.About an hour into the flight we noticed our Fuel over Destination (FOD) was about 1500 pounds lower than it should be. It was showing landing ZZZ1 with ~4.7. As the flight proceeded the FOD kept dropping. About 2 hours into the flight we got another fuel imbalance on the right tank. We corrected by rebalancing from left to right. All other indications were normal. Fuel flows were evenly matched; the left motor was actually burning about 50 pounds per hour more than the right. After roughly another hour our FOD had dropped to 3.7 over ZZZ1 and it was at this time that we decided neither of us were comfortable with the remaining FOD. We diverted into ZZZ2 and when we touched down the total fuel on board showed 6.0 with an imbalance now in the left tank. We parked and shutdown and our fuel sitting on the ramp now showed a total of 7.0 with ~2.5 in the left and ~4.5 in the right. The next morning talking with the mechanics who had worked on the aircraft that night; they had stuck the tanks and found we only had a total of 3400 pounds of fuel on board the aircraft; even with the gauges showing 7.0. 3400 pounds would not have been enough fuel to complete the flight to ZZZ1.",,"B737 flight crew reported inaccurate fuel indication led to a diversion.",
