c5	c1	c2	c3	c4	c6	c7	c8	c9	c10	c75	c132	c134	c136	c138	c139	c140	c141	c144	c145	c147	c149	c151	c152	c153	c155	c157	c160	c162	c203	c204	c214	c233	c234	c790	c22	c23	c24	c25	c26	c27	c30	c31	c32	c33	c34	c35	c36	c37	c38	c39	c11	c12	c13	c14	c15	c16	c17	c18	c19	c20	c21	c102	c104	c106	c108	c110	c112	c113	c114	c115	c117	c118	c143	c240	c241	c242	c243	c61	c62	c63	c64	c65	c66	c67	c68	c69	c70	c71	c72	c73	c74	c76	c250	c205	c206	c207	c208	c210	c41	c43	c45	c47	c49	c50	c52	c53	c54	c55	c56	c57	c58	c59	c119	c120	c121	c122	c126	c127	c128	c129	c130	c78	c80	c82	c84	c86	c88	c90	c92	c94	c96	c98	c100	c111	c123	c124	c125	c184	c192	c244	c40	c44	c46	c48	c51	c77	c79	c81	c83	c85	c87	c89	c91	c93	c95	c97	c99	c101	c103	c105	c107	c109	c131	c133	c135	c137	c146	c148	c150	c154	c156	c158	c161	c163	c183	c191	c229	c230	end_of_record
20161102024689I	I	091	   	 	2016	11	02	20161102	1735	9	 	 	 	 	 	 	   	1L71	1	L	7	1 	3O  	 	 	TR	  	  	218345	02468	 	 	 	 	9093Q	BEECH 	A36         	      	        	  	STRD	4627 	* 	  	CONT M	IO 520 SERIES	      	        	  	     	SW	SW17	TX	VICTORIA       			VCT 																VCT 					2  	0  	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20180509			20161122	20220201	F3	N						40   		100  	4500 				N9093Q, BEECHCRAFT A36, LANDED ON AT VICTORIA TX AIRPORT (KVCT) WITH GEAR UP ON WEDNESDAY NOVEMBER 02, 2016. PILOT 	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	LT	M	 	   	 	 	 	 	 	 	COMM PILOT FLIGHT IN	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Landing: Touchdown  	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	UNDER 12501 LBS               	MONOPLANE-LOW WING            	POWERED                       	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    			 
20161210024699A	A	091	   	 	2016	12	10	20161210	1030	9	 	 	 	 	 	 	   	    	 	 	 		    	 	 	SD	  	  	218346	02469	 	 	 	 	5776 	HILLER	OH-23B      	      	        	  	STRD	4647 	* 	  	AMA/EX	UNKNOWN ENG  	      	        	  	     	SW	SW17	TX	TYNAN          																								1  	0  	0 	0 	1 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0  	1  	20180509				20220201	03	N						18   		4    	1659 				DURING FIRST SOLO FLIGHT, PILOT ATTEMPTED TO PRACTICE AUTO-ROTATION AND FLARED TO LOW. TAIL BOOM CONTACTED GROUND A	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	OT	D	 	   	 	 	 	 	 	 	COMMERCIAL PILOT    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Other, Specify      	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                              	                              	                              	                              	                              	Skids                         	                    	                    	                    	                    			 
20161110024829A	A	091	   	 	2016	11	10	20161110	1430	9	 	 	 	 	 	 	   	    	 	 	 		    	 	 	CV	  	  	218417	02482	 	 	 	 	591SB	MAULE 	MX-7-180B   	      	        	  	STRD	281  	* 	  	LYCOMI	O-360-C1F    	O-360 	        	  	     	SW	SW17	TX	PORT ARANSAS   	MUSTANG BEACH                 	30C 	RAS 			27 48N	97 5 W										DRY		RAS 					1  	0  	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20180521			20170303	20220201	01	N						91   		30   	1010 				PILOT LANDED AT (RAS) AIRPORT AND UPON ROLLOUT, A CROSS GUST OF WIND CAUGHT THE AIRCRAFT. PILOT STATED HE WAS NOT P	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	LR	S	 	   	 	 	 	 	 	 	PRIVATE PILOT       	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Landing: Rollout    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                              	                              	                              	                              	                              	Wheeled-Conventional          	                    	                    	                    	                    			 
20160926024819A	A	091	   	 	2016	09	26	20160926	1334	9	 	 	 	 	 	 	   	    	 	 	 		    	 	 	CV	  	  	218416	02481	 	 	 	 	6324V	HELIO 	H-250       	      	        	  	STRD		* 	  	LYCOMI	0-540 SERIES 	      	        	  	     	AL	AL07	AK	ANCHORAGE      	LHD STRIP                     		LHD 			61 11N	14957W												LHD 					1  	0  	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20180521			20180507	20180521	03	N						10000		180  	15300				THE PIC LANDED AT THE LAKE HOOD STRIP. HE STATED HE MADE A NORMAL WHEEL LANDING, LET THE TAIL COME DOWN AND AS SOON	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	LR	S	 	   	 	 	 	 	 	 	COMMERCIAL PILOT    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Landing: Rollout    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                              	                              	                              	                              	                              	Wheeled-Conventional          	                    	                    	                    	                    	19470615		 
20161022024889A	A	091	   	 	2016	10	22	20161022	1804	9	 	 	 	 	 	 	   	1L71	1	L	7	1 	3O  	 	 	TR	  	  	218434	02488	 	 	 	 	201EU	MOONEY	M20J        	      	        	  	STRD	3506 	* 	  	LYCOMI	I0360 SER    	A3B6D 	        	  	     	WP	WP17	CA	COALINGA       	HARRIS RANCH                  		3O8 			36 14N	12013W												3O8 					2  	1  	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20180522			20180522	20220201	03	N						42   		80   	1000 				AT APPROXIMATELY 1800 PST (DUSK), OCTOBER 22, 2016, N201EU WAS REPORTED BY THE PIC TO BE JUST BEGINNING A VFR DECEN	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	EX	S	 	   	 	 	 	 	 	 	COMMERCIAL PILOT    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Descent             	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	UNDER 12501 LBS               	MONOPLANE-LOW WING            	POWERED                       	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    			 
20161028024899A	A	091	   	 	2016	10	28	20161028	1000	9	 	 	 	 	 	 	   	    	 	 	 		    	 	 	SD	  	  	218436	02489	 	 	 	 	522KC	ROBINS	R22 BETA    	      	        	  	STRD	1600 	* 	  	LYCOMI	O-360 SERIES 	      	        	  	     	SW	SW17	TX	ASHERTON       						28 26N	09946W																	2  	1  	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20180522			20170321	20180522	03	N						10000		200  	10500				WHILE MANEUVERING AT LOW LEVEL THE HELICOPTER EXPERIENCED A REDUCTION OF ROTOR RPM.  AIRCRAFT IMPACTED THE GROUND R	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	OT	S	 	   	 	 	 	 	 	 	COMMERCIAL PILOT    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Other, Specify      	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                              	                              	                              	                              	                              	Skids                         	                    	                    	                    	                    	19530605		 
20161021024959I	I	091	   	 	2016	10	21	20161021	1455	9	 	 	 	 	 	 	   	1G71	1	G	7	1 	3O  	 	 	SD	  	  	218442	02495	 	 	 	 	9285 	ENSTRO	280C        	      	        	  	STRD	2081 	* 	  	LYCOMI	HI0-360 SER  	      	        	  	     	WP	WP05	CA	LONG BEACH     	LONG BEACH /DAUGHERTY FIELD/  		LGB 																LGB 					1  	0  	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20180523				20220201	01	N						172  		11   	274  				ON OCTOBER 21, 2016, AT ABOUT 1455 PACIFIC DAYLIGHT TIME (PDT) A ENSTROM MODEL 280C, U.S. REGISTRATION NUMBER N9285	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	LT	M	 	   	 	 	 	 	 	 	PRIVATE PILOT       	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Landing: Touchdown  	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	UNDER 12501 LBS               	ROTARY WING-HELI/GYROCOPTER   	POWERED                       	                              	                              	Skids                         	                    	                    	                    	                    			 
20161015024949I	I	091	   	 	2016	10	15	20161015	1530	9	 	 	 	 	 	 	   	    	 	 	 		    	 	 	TR	  	  	218441	02494	 	 	 	 	7716C	PIPER 	PA-28R-200  	      	        	  	STRD			  	LYCOMI	I0360 SER    	      	        	  	     	SW	SW09	TX	PEARLAND       		14  	LVJ 			29 31N	95 14W										DRY		LVJ 					2  	0  	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20180523				20220201	F9	N						74   		40   	7000 				A HELICOPTER (R-22) WAS PRACTICING STEEP APPROACHES AND MAXIMUM PERFORMANCE TAKEOFFS IN THE TRAFFIC PATTERN . HELIC	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	LA	N	 	   	 	 	 	 	 	 	A/LINE TRANSPORT PLT	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Landing: Approach   	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                              	                              	                              	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    			 
20161126024969I	I	091	   	 	2016	11	26	20161126	1030	9	 	 	 	 	 	 	   	2L72	2	L	7	2 	4F  	 	 	TR	  	  	218443	02496	 	 	 	 	380PK	CESSNA	560XL       	      	        	  	STRD		* 	  	P&W CA	JT15D 5 SER  	      	        	  	     	WP	WP05	CA	SANTA ANA      	ORANGE COUNTY                 		KSNA																KSNA					3  	1  	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20180523				20220201	09	N													THE PILOT STATED THAT AS SOON AS SHE BEGAN THE TURN FROM FORWARD MOTION OUT OF THE CHOCKS, SHE REALIZED THAT THE DI	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	GR	M	 	   	 	 	 	 	 	 	AIRLINE TRANSPORT   	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Ground/Ramp/Ma      	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	OVER 12500 LBS                	MONOPLANE-LOW WING            	POWERED                       	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    			 
20161213025049I	I	091	   	 	2016	12	13	20161213	1215	9	 	 	 	 	 	 	   	1L71	1	L	7	1 	3O  	 	 	TR	  	  	218485	02504	 	 	 	 	6831V	MOONEY	M20C        	      	        	  	STRD	2788 	* 	  	LYCOMI	O&VO-360 SER 	      	        	  	     	NM	NM11	OR	LAGRANDE       			LGD 																LGD 					2  	1  	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20180604			20180604	20180604	01	N						360  		15   	932  				THE FLIGHT ORIGINATED IN PRINEVILLE, OR. THE PILOT WAS ON APPROACH TO LAND IN LAGRANDE, OR. HE SELECTED GEAR DOWN. 	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	LT	M	 	   	 	 	 	 	 	 	PRIVATE PILOT       	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Landing: Touchdown  	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	UNDER 12501 LBS               	MONOPLANE-LOW WING            	POWERED                       	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    	19481111		 
20161108025039A	A	135	   	 	2016	11	08	20161108	1500	9	 	 	 	 	 	 	   	1H71	1	H	7	1 	3O  	 	 	TR	  	  	218484	02503	 	 	 	 	737MY	CESSNA	172N        	      	        	  	STRD		* 	  	LYCOMI	0-320 SERIES 	      	        	  	     	NM	NM11	ID	SALMON         	SOLDIER BAR                   		85U 			45 06N	11448W										OTH		85U 					1  	0  	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20180604			20180523	20220201	03	N						782  		130  	1447 				PILOT STATED: HE DEPARTED MCCALL AIRPORT FOR 85U TO PICK UP CARGO FROM A HUNTING CAMP.  AFTER LOADING THE CARGO HE 	MCCALL AVIATION INC.          	  	M2LA	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	TR	S	 	   	 	 	 	 	 	 	COMMERCIAL PILOT    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Takeoff: Rotation   	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	UNDER 12501 LBS               	MONOPLANE-HIGH WING/PARA WING 	POWERED                       	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    			 
20161125024229I	I	091	   	 	2016	11	25	20161125	1520	9	 	 	 	 	 	 	   	    	 	 	 		    	 	 	TR	  	  	217965	02422	 	 	 	 	3091T	PIPER 	PA-28R-200  	      	        	  	STRD		* 	  	      	             	      	        	  	     	AL	AL03	AK	ANCHORAGE      	MERRILL FIELD                 		MRI 			61 13N	14950W												MRI 					2  	0  	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20180301				20180301		N													PIC STATED THAT N3091T LANDED AT MRI ON RUNWAY 25, EXITED AT TAXIWAY D, AND PROCEEDED ON TAXIWAY A. ONCE ON TAXIWAY	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	LR	N	 	   	 	 	 	 	 	 	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Landing: Rollout    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                              	                              	                              	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    			 
20161207024239A	A	091	   	 	2016	12	07	20161207	1030	9	 	 	 	 	 	 	   	    	 	 	 		    	 	 	TR	  	  	217966	02423	 	 	 	 	8648N	PIPER 	PA-28-180   	      	        	  	STRD	2176 	* 	  	      	             	      	        	  	     	AL	AL03	AK	PORT ALSWORTH  	PORT ALSWORTH                 		TPO 			60 17N	15403W												TPO 					4  	3  	3 	0 	1 	1 	0 	0 	0 	0 	0 	0 	0 	0 	4  	0  	20180301				20220201	01	N									123  				UNOFFICIAL WEATHER CONDITIONS REPORTED BY A PILOT THAT LANDED APPROXIMATELY 09:30 AM LOCAL (AKST) AT PORT ALSWORTH?	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	CL	D	 	   	 	 	 	 	 	 	PRIVATE PILOT       	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Climb               	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                              	                              	                              	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    			 
20161110025099A	A	137	   	 	2016	11	10	20161110	2345	9	 	 	 	 	 	 	   	1G71	1	G	7	1 	3U  	 	 	SD	  	  	218695	02509	 	 	 	 	914HH	BELL  	206B        	      	        	  	MULT	13108	* 	  	ALLISO	250 SER 250HP	      	        	  	     	WP	WP07	AZ	YUMA           						32 41N	11432W										OTH							1  	0  	0 	0 	1 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0  	1  	20180711			20180625	20220201	03	N						3000 		200  	35000				ON NOVEMBER 10, 2016, A BELL 206B, N914HH WAS PERFORMING NIGHT AERIAL APPLICATION OPERATIONS. THE AIRCRAFT SUSTAINE	MORRIS AG AIR                 	  	7MIG	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	OT	S	 	   	 	 	 	 	 	 	COMMERCIAL PILOT    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Other, Specify      	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	UNDER 12501 LBS               	ROTARY WING-HELI/GYROCOPTER   	POWERED                       	                              	                              	Skids                         	                    	                    	                    	                    			 
20161108024599A	A	091	   	 	2016	11	08	20161108	1600	9	 	 	 	 	 	 	   	1H71	1	H	7	1 	3O  	 	 	TR	  	  	218283	02459	 	 	 	 	30703	CESSNA	177B        	      	        	  	STRD	4465 	* 	  	      	             	      	        	  	     	EA	EA61	RI	HOPKINTON      						41 32N	71 45W																	1  	0  	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20180503			20180305	20220201	01	N						37   		14   	1517 				ON NOVEMBER 08, 2016, ABOUT 1415 EASTERN STANDARD TIME, A CESSNA 177B, N30703, MADE A FORCED LANDING AFTER A TOTAL 	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	CR	S	 	   	 	 	 	 	 	 	PRIVATE PILOT       	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Cruise/Level Flight 	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	UNDER 12501 LBS               	MONOPLANE-HIGH WING/PARA WING 	POWERED                       	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    			 
20161016024589A	A	091	   	 	2016	10	16	20161016	1654	9	 	 	 	 	 	 	   	1L71	1	L	7	1 	3O  	 	 	TR	  	  	218282	02458	 	 	 	 	5446N	CESSNA	182R        	      	        	  	STRD		* 	  	CONT M	O-470 SERIES 	      	        	  	     	EA	EA27	VA	LEESBURG       			JYO 																JYO 					4  	3  	0 	0 	1 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0  	1  	20180503			20180406	20220201	01	N													DESCRIPTION: PILOT'S APPROACH WAS LOW ON FINAL.  HE THEN FLEW THRU THE GLIDESLOPE.  AT THIS POINT HE WAS ABOVE THE 	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	LT	S	 	   	 	 	 	 	 	 	PRIVATE PILOT       	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Landing: Touchdown  	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	UNDER 12501 LBS               	MONOPLANE-LOW WING            	POWERED                       	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    			 
20161212024609I	I	091	   	 	2016	12	12	20161212	1035	9	 	 	 	 	 	 	   	1H71	1	H	7	1 	3O  	 	 	TR	  	  	218284	02460	 	 	 	 	117SV	CESSNA	172S        	      	        	  	STRD	5993 	* 	  	LYCOMI	IO-360-L2A   	      	        	  	     	WP	WP07			PHOENIX-MESA GATEWAY          		IWA 																IWA 					2  	0  	0 	0 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0  	0  	20180503			20180404	20180503	01	N						140  		70   	200  				AIRCRAFT SUFFERED INTERMITTENT LOSS OF ENGINE POWER DURING INITIAL CLIMB OUT.  CFI ABOARD FELT THE ENGINE WAS NOT R	N/A                           	  	    	           	  	    	      	                    	73	 	 	 	  	 	 	 	  	TC	N	 	   	 	 	 	 	 	 	PRIVATE PILOT       	                    	                    	                    	                    	7310                	                    	                    	                    	                    	                    	                    	                    	                    	Takeoff: Climb Out  	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	UNDER 12501 LBS               	MONOPLANE-HIGH WING/PARA WING 	POWERED                       	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    	19760306		 
20161228024619I	I	091	   	 	2016	12	28	20161228	1018	9	 	 	 	 	 	 	   	    	 	 	 		    	 	 	SD	  	  	218285	02461	 	 	 	 	52PD 	ENSTRO	F-28F       	      	        	  	STRD	6121 	* 	  	LYCOMI	HIO-360 SER  	      	        	  	     	WP	WP07			GLENDALE MUNI                 		GEU 																GEU 					2  	0  	0 	0 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0  	0  	20180503			20180404	20180503	F3	N						1396 		47   	2306 				AIRCRAFT WAS CONDUCTING CROSS- COUNTRY FLIGHT INSTRUCTION. AFTER TAKE-OFF THE CFI NOTED THERE WAS A SMELL OF SMOKE.	AIRWEST FLIGHT SCHOOL         	  	XW9S	           	  	    	      	                    	24	 	 	 	  	 	 	 	  	TC	N	 	   	 	 	 	 	 	 	COMM PILOT FLIGHT IN	                    	                    	                    	                    	2497                	                    	                    	                    	                    	                    	                    	                    	                    	Takeoff: Climb Out  	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                              	                              	                              	                              	                              	Skids                         	                    	                    	                    	                    	19720624		 
20161015024729A	A	091	   	 	2016	10	15	20161015	1700	9	 	 	 	 	 	 	   	1H71	1	H	7	1 	3O  	 	 	TR	  	  	218369	02472	 	 	 	 	3701M	HATCHE	CH701       	      	        	  	EXPT		* 	  	JABIRU	3300         	      	        	  	     	EA	EA05	PA	ALBRGHTSVILLE  																								2  	1  	0 	0 	1 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0  	1  	20180514			20180507	20220201	01	N						56   		11   	530  				DURING CRUISE FLIGHT AIRCRAFT ENGINE BEGAN TO LOOSE POWER AND EVENTUALLY LOST POWER COMPLETELY. AIRCRAFT LANDED IN 	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	CR	S	 	   	 	 	 	 	 	 	PRIVATE PILOT       	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Cruise/Level Flight 	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	UNDER 12501 LBS               	MONOPLANE-HIGH WING/PARA WING 	POWERED                       	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    			 
20161010024739I	I	091	   	 	2016	10	10	20161010	2130	9	 	 	 	 	 	 	   	1H71	1	H	7	1 	3O  	 	 	TR	  	  	218372	02473	 	 	 	 	61326	CESSNA	150J        	      	        	  	STRD	6532 	* 	  	      	             	      	        	  	     	SW	SW19	TX	GREENVILLE     			GVL 																GVL 					2  	0  	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20180514				20220201	F3	N						7557 		65   	13320				STUDENT PILOT AND CFI WERE RETURNING FROM A CROSS COUNTRY FLIGHT ON 10/10/16. DURING TAXI OPERATIONS IT WAS NOTED T	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	TX	M	 	   	 	 	 	 	 	 	COMM PILOT FLIGHT IN	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Taxi                	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	UNDER 12501 LBS               	MONOPLANE-HIGH WING/PARA WING 	POWERED                       	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    			 
20160925024749I	I	121	   	 	2016	09	25	20160925	1620	9	 	 	 	 	 	 	   	    	 	 	 		    	 	 	TR	  	  	218374	02474	 	 	 	 	200NN	EMBRAE	ERJ 170-200 	      	        	  	STRD	4479 	* 	  	      	             	      	        	  	     	GL	GL15	CA	LOS ANGELES    	LOS ANGELES INTERNATIONAL     		LAX 																LAX 					72 	68 	0 	1 	2 	0 	0 	2 	0 	0 	0 	0 	0 	0 	0  	1  	20180514			20170914	20180514		N													FLIGHT ATTENDANT FAILED TO LATCH CART INTO GALLEY POSITION PRIOR TO LANDING.  UPON LANDING ROLLOUT, THE CART DEPART	COMPASS AIRLINE               	  	C77A	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	LR	M	 	   	 	 	 	 	 	 	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Landing: Rollout    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                              	                              	                              	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    			 
20161118024759I	I	091	   	 	2016	11	18	20161118	1540	9	 	 	 	 	 	 	   	1L71	1	L	7	1 	3O  	 	 	TR	  	  	218375	02475	 	 	 	 	4985 	BEECH 	A45         	      	        	  	STRD	5440 	* 	  	CONT M	O-470 SERIES 	      	        	  	     	SW	SW01	NM	GALLUP         	GALLUP MUNICIPAL AIRPORT      		GUP 																GUP 					1  	0  	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20180514			20180508	20220201	01	N						474  		12   	1607 				ON NOVEMBER 18, 2017, AT 1540 MST, A BEECHCRAFT A-45, N4985, LANDED WITH THE LANDING GEAR UP AT GALLUP MUNICIPAL AI	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	LT	M	 	   	 	 	 	 	 	 	PRIVATE PILOT       	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Landing: Touchdown  	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	UNDER 12501 LBS               	MONOPLANE-LOW WING            	POWERED                       	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    			 
20161207024701A	A	141	   	 	2016	12	07	20161207	1230	G	 	 	 	 	 	 	   	    	 	 	 		    	 	 	TR	  	  	218362	02470	 	 	 	 	2844T	PIPER 	PA-34-200   	      	        	  	STRD	10742	* 	  	LYCOMI	I0360 SER    	      	        	  	     	SW	SW19	TX	DENTON         	DENTON AIRPORT                		DTO 														DRY		DTO 					2  	1  	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20180510			20170411	20220201	F1	N						10   		10   	225  				ON DECEMBER 7, 2016, AT 1230 CST, A PIPER PA-34-200, N2844T, S/N 34-7250174, OWNED BY US AVIATION GROUP LLC, 4850 S	US AVIATION GROUP             	  	U9FS	           	  	    	      	                    	32	 	 	 	  	 	 	 	  	TX	S	 	   	 	 	 	 	 	 	PRIVATE PILOT FLT IN	                    	                    	                    	                    	3242                	                    	                    	                    	                    	                    	                    	                    	                    	Taxi                	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                              	                              	                              	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    			 
20161012024711I	I	135	   	 	2016	10	12	20161012	2034	G	 	 	 	 	 	 	   	1H71	1	H	7	1 	3T  	 	 	TR	  	  	218367	02471	 	 	 	 	279PM	CESSNA	208B        	      	        	  	STRD		* 	  	P&W CA	PT6A-60A     	      	        	  	     	CE	CE07	KS	WICHITA        			KICT																KICT					1  	0  	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20180510			20180507	20220201	F3	N						104  		90   	5750 				ON WEDNESDAY, OCTOBER 12, 2016, AT APPROXIMATELY 2034 CENTRAL DAYLIGHT TIME (0134 UNIVERSAL COORDINATED TIME), THE 	PLANEMASTERS, LTD             	  	DPUA	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	GR	M	 	   	 	 	 	 	 	 	COMM PILOT FLIGHT IN	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Ground/Ramp/Ma      	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	UNDER 12501 LBS               	MONOPLANE-HIGH WING/PARA WING 	POWERED                       	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    			 
