 ,Time,Time,Place,Place,Place,Place,Place,Place,Place,Environment,Environment,Environment,Environment,Environment,Environment,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Component,Component,Component,Component,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Events,Events,Events,Events,Events,Events,Assessments,Assessments,Report 1,Report 1,Report 2,Report 2,Report 1,
1167380,201404,1801-2400,ZZZ.Airport,US,,,0,,,,,,Daylight,,,Ramp ZZZ,Air Carrier,B737-800,,2,Part 121,IFR,Passenger,,Parked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain; Pilot Flying,Flight Crew Air Transport Pilot (ATP),,,Troubleshooting; Workload,,,1167380,,,,,,,,,,,,Deviation / Discrepancy - Procedural Other / Unknown; Flight Deck / Cabin / Aircraft Event Smoke / Fire / Fumes / Odor,,,Person Ground Personnel,Aircraft In Service At Gate,Flight Crew Took Evasive Action; General Police / Security Involved; General Maintenance Action,Human Factors; Procedure,Human Factors,"I was the Captain of flight. Late afternoon I was informed by the crew chief that a bag being loaded in the forward cargo hold had caught fire. At this point I went down to the ramp area to assess the situation. What I found was that a bag; while it was being loaded; had smoke observed coming out of it. The bag loader at that point threw the bag out onto the ramp. There were no visible flames and the amount of smoke was minor. Speaking with the loader and the Supervisor; I would estimate that the bag was in the cargo hold for only a few seconds before it was thrown out on the ramp. The crew chief and the one of the ramp supervisors opened the bag to determine the source. They found six boxes of 'strike anywhere' matches and one pack of burnt 'safety type' matches. Apparently the burnt packet of matches had the cover folded back exposing the matches and they had rubbed on the striker plate of one of the boxes of matches. The packet of 'safety type' matches is what caught fire; and only that packet of matches. The fire extinguished itself and did not cause the other matches to ignite. Some minor damage was observed in the bag where the matches were found. After speaking with a Supervisor; we contacted Maintenance to do an inspection of the cargo area to ensure no damage was done to the aircraft. Maintenance personnel along with a Maintenance Supervisor showed up to conduct the inspection. A logbook entry was made and indicated that while bags were being loaded one of the bags had caught fire. The balancing write up indicated no damage to the aircraft. The passenger was identified and brought forward for additional interviewing in the jet bridge area by both myself and several Company Operation's supervisors. After confirming that all his bags were accounted for; and being informed that TSA wanted to interview the passenger; the passenger left with station personnel. I then reviewed the logbook entries; received concurrence from all supervisors still on scene that they had completed their jobs; and decided it was safe to continue the flight. We departed 22 minutes late. The flight was uneventful.",,,,"As a passenger's bag was loaded in a B737-800 baggage compartment a small fire ignited within the bag. Ground crewmembers removed the bag and found a safety match packet had ignited and extinguished next to six unignited strike any where matches. The bag's owner was removed for TSA questioning.",
1167384,201404,1801-2400,ZZZ.Airport,US,,,0,,,,,,Night,,,,Air Carrier,B767-300 and 300 ER,,3,Part 121,IFR,Passenger,,Parked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain,,,,Confusion; Situational Awareness,,,1167384,,,,,,,,,,,,No Specific Anomaly Occurred All Types,,,Person Flight Crew,Aircraft In Service At Gate,Flight Crew Returned To Gate; General Flight Cancelled / Delayed; General Work Refused,Airport; Manuals; Human Factors; Environment - Non Weather Related,Ambiguous,"This report concerns acceptance of extensions to FAR 117 duty time limits. On a recent flight; as a crew we decided that we would hold to the FAR 117 limit as found in Table C. Since this flight was a window of circadian low (WOCL) flight; we believed it not in the interest of safety to extend our duty day beyond the normal limit. After we were unable to make it off the ground before our Max Off Time had expired; we returned to the gate. Dispatch was notified of our reason for returning. On my drive home; I received what can only be described as an irate call from Crew Tracking; scolding me for not calling them with my 'Fatigue Notice.' I explained to the Crew Tracker that I was NOT fatigued nor making a declaration of fatigue; but simply illegal to continue the flight duty period under FAR 117 limits without an extension. She told me that if I did not negotiate an extension that I was in fact declaring myself fatigued. I again told her that I was not fatigued; but at this point decided to take it up with my Base Chief Pilot in the morning. It appears that the cart and the horse have been reversed here by my air carrier concerning extensions to FAR 117 Duty Time limits. Instead of using the Table C limits as the default; they are claiming that the two hour extension is the default; and that any pilot who does not approve the extension is tagged with a 'fatigue event.' Clearly this is faulty logic; as disapproval of the extension by any one member of the crew can result in all members of the crew receiving a fatigue event. I believe this also to be direct 'pilot pushing;' whereby crews are made to feel that simply sticking to the true default FAR limits will result in negative consequences. This not so subtle pressure could result in a pilot yielding to the company's desire to complete the flight at all costs; instead of heeding the pilot's own objective evaluation as to whether they are fit to continue.",,,,"A B767 Captain returned to the gate and removed himself because the flight could not reach the destination without exceeding the FAR 117 Table C limit and since the flight was oceanic during the window of circadian low he would not exend the duty day for safety reasons.",
1167431,201404,0001-0600,ZZZ.Airport,US,,,0,,,,,,Night,,,Ramp ZZZ,Air Carrier,A319,,2,Part 121,IFR,Passenger,,Taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain; Pilot Flying,,Flight Crew Total 335,,Communication Breakdown; Confusion; Distraction; Situational Awareness,Party1 Flight Crew; Party2 Ground Personnel,,1167431,Aircraft X,Flight Deck,Air Carrier,Pilot Not Flying; First Officer,Flight Crew Air Transport Pilot (ATP),,,Situational Awareness; Confusion; Communication Breakdown; Distraction,Party1 Flight Crew; Party2 Ground Personnel,,1167767,Conflict Ground Conflict; Less Severe; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Gate Agent / CSR,Taxi,Flight Crew Became Reoriented; Flight Crew Took Evasive Action,Company Policy; Procedure; Human Factors,Human Factors,"First of all; I want to note that the First Officer and I later commented that the cadence of guide man gave us the impression that he was experienced and professional when we were approaching the gate. As I lined up on lead in line; right engine was secured; and all equipment and jet bridge were behind red lines. Approaching normal stop point; jet bridge still in peripheral view of my left eye; I noticed bridge moving back quickly. At the same time the momentum of aircraft slowed and I stopped the aircraft as the guide man started pointing in different directions. At that point I decided to set brakes and secure left engine. I immediately left cockpit to find the agent. It was at that time that I realized that the Agent was screaming at the guide man to stop as she was quickly repositioning the bridge. After going to the ramp I then saw that I was marshaled way past the A319 stop bar. The Agent's awareness and actions in all likelihood saved the aircraft from impacting the jet bridge the left nacelle and impacting the GPU on the right nacelle. I certainly hope that here decisive actions will be recognized. I suggest more emphasis on stop bar training for A319!",,"I do not know at this time if the Marshaller mis-ID'd the aircraft as a B737 or an A321; or some other factor caused the confusion. However; there have several incidents now of A319's being marshaled to the wrong stop point. We need to ensure training includes methods to properly identify the correct aircraft type. This will likely become more important as we combine fleets to include a variety of A319/320/321 aircraft. According to the gate agent; they are trained not to move the jet bridge when the aircraft is moving. However; they are part of 'the team.' They need to be ready to get the Marshaller's attention and move the jet bridge immediately; if necessary; to avoid a conflict. The Gate agent did exactly the right thing and likely prevented a serious ground collision.",,"An A319 was marshaled into a gate but not stopped at the correct line; so as the engine nacelle approached the jetway; an Agent moved it back and avoided a collision. This aircraft model is new to the company.",
1167439,201404,1201-1800,ZZZ.Airport,US,,,,1800,,,,,Daylight,,,Tower ZZZ,Air Carrier,MD-82,,2,Part 121,IFR,Passenger,,Final Approach,,Class B ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Horizontal Stabilizer Trim Motor,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Other / Unknown,,,,Other / Unknown,,,1167439,,,,,,,,,,,,Aircraft Equipment Problem Critical,,,Person Flight Crew,In-flight,Flight Crew Landed in Emergency Condition; Flight Crew Executed Go Around / Missed Approach; Flight Crew FLC complied w / Automation / Advisory; Flight Crew Took Evasive Action; General Declared Emergency,Human Factors; Aircraft,Aircraft,"I was the jumpseat rider on the flight. Uneventful flight until visual approach; we had a runaway stabilizer full nose down on approximately 10-15 mile final. Captain executed a go-around and flew another approach to a visual landing. Due to excessive forward stick pressures; I assisted by pulling back on the Captain's yolk during the go-around; pattern and approach and landing to allow the Captain to maintain aircraft control. I also assisted with QRH checklist items and with briefing the flight attendants.",,,,"On final at 1;800 FT a MD-80 Horizontal Stabilizer motor ran full nose down; so a jumpseat rider assisted the Captain pulling the yoke during the go-around and to another approach and landing. An emergency was declared and the QRH completed.",
1167442,201404,0601-1200,DFW.Airport,TX,,,0,,,,,,Daylight,,,Ground DFW; Tower DFW,Air Carrier,Commercial Fixed Wing,,2,Part 121,IFR,Passenger,,Landing; Taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Pilot Flying; First Officer,,,,Time Pressure; Training / Qualification; Distraction; Confusion; Communication Breakdown,Party1 ATC; Party2 Flight Crew,,1167442,,,,,,,,,,,,ATC Issue All Types; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Crew,In-flight; Taxi,General None Reported / Taken,Company Policy; Environment - Non Weather Related; Procedure,Ambiguous,"DFW Tower is issuing runway crossing clearances to runways with aircraft on short final. The landing aircraft are issued a LAHSO clearance.This has happened to me several times; both as the crossing and landing aircraft. In all cases; I have been uncomfortable; and several times; the Captain has expressed some surprise/discomfort. Great emphasis has been placed on runway incursions. It is negative training to teach crews to use caution when entering/landing on a runway; then to issue a LAHSO and show them the visual setup for an incursion. What might be the expected outcome if in the above setup an aircraft; other than the lander and the one on the runway protected by the LAHSO; wanders on the runway? The landing aircraft might not detect that it is not supposed to be there and how much runway remains between the two is now left to chance. I understand the need to move the planes; but setting crews up to accept a visual picture that says incursion is removing a level of safety (the crews) and now all that is left is ATC or a sharp crew. Is the amount of time saved really worth the chance somebody mistakenly accepts an airplane of the runway/short final as 'this is DFW and they do that here?'",,,,"DFW issues LASHO landing clearances so that taxiing aircraft may be crossed down field during approach a process which may establish negative training for both taxiing and landing pilots as well as controllers.",
1167448,201404,1801-2400,ZZZ.Airport,US,,,0,,,VMC,,,Night,,,,Air Carrier,B737-800,,,Part 121,,,,Parked,,,N,,Y,,Unscheduled Maintenance,Inspection; Installation,,,,,,,,,,,,,,,,,,Main Gear,Boeing,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gate / Ramp / Line,,Air Carrier,Captain; Pilot Flying,Flight Crew Air Transport Pilot (ATP),Flight Crew Total 12000,,Communication Breakdown; Situational Awareness,Party1 Flight Crew; Party2 Maintenance,,1167448,Gate / Ramp / Line,,Air Carrier,Pilot Flying; First Officer,Flight Crew Air Transport Pilot (ATP),,,Communication Breakdown; Situational Awareness,Party1 Flight Crew; Party2 Maintenance,,1167457,Aircraft Equipment Problem Critical,,N,Person Flight Crew,Aircraft In Service At Gate; Pre-flight,Aircraft Aircraft Damaged; General Flight Cancelled / Delayed; General Maintenance Action,Aircraft; Human Factors; Staffing,Aircraft,"First Officer (F/O) did walk around last night in ZZZ; Gate X; Flight ZZZ-ZZZ1.  Push time scheduled late evening.  Called Maintenance with gripe concerning #1 Main Landing Gear (MLG) Tire Brake pins being below flush. Aircraft a B737-800.  Waited 30-minutes.  Single Maintenance Technician comes out and tells us the pins are above flush. F/O and I point out to him that two are; two are not.  We want the Brake System fixed.  He departs. (My assessment: he just wanted to get away so he could go home.)  About 30-minutes later (and after ZZZ Operations deplaned the passengers); two COMPETENT technicians arrive and diagnose the problem. They claim the delay in arriving was due to a Shift change.  The real problem is that two of the brake pucks are fused to the Brake and Wheel Assembly with associated metal damage and fragmentation.  Some parts are the diameter and length of my thumb.  No mention of whether the [tire] Fuse plugs had melted.  Solution:  Change the entire MLG tire; wheel; axle and brake assembly.    Maintenance technicians comment that damage was so bad that the Wheel Assembly could have catastrophically failed upon next Takeoff or Landing.  The previous inbound crew [into ZZZ] had taxied to the gate with no apparent problems or issues.  We departed ZZZ about 2.5-hours late. Everything worked fine thereafter. Recommend sending competent Maintenance technician to aircraft the first time. ZZZ Maintenance took a long time to respond to my request for service. Equipment malfunction.","Reporter stated he had talked with the previous inbound flight crew and they did not have any indications of a faulty brake or tire. The left Main Landing Gear (MLG) Outboard (O/B) tire fuse plug did not blow and the left O/B brake did not appear to be overheated.  But two of the four Brake Wear pins on the damaged brake were below flush. He doesn't remember whether the forward or aft wear pins were below flush. The other two wear pins were in serviceable range for wear; but may have been stuck. The O/B brake started falling apart; parts falling off; when technicians began removing the tire and brake. Classic B737s have a total of two Brake Wear pins for each brake; one forward and one aft compared to the NexGen aircraft that have four wear pins per brake.","I did walk around last night in ZZZ.  Push time scheduled late evening. Called Maintenance with gripe concerning # 1 Main Landing Gear (MLG) Tire Brake pins being below flush. Aircraft a B737-800.  The real problem is that two of the brake pucks are fused to the Brake and Wheel Assembly with associated metal damage and fragmentation.  Some parts are the diameter and length of my thumb.  No mention of whether the [tire] Fuse plugs had melted.  Solution:  Change the entire MLG tire; wheel; and brake assembly.  Maintenance technicians commentedthat damage was so bad that the wheel assembly could have catastrophically failed upon next takeoff or landing.",,"A Captain and First Officer report Number 1 Tire Brake wear pins on the left Main Landing Gear (MLG) were found below flush during a walkaround on a B737-800 aircraft. Two of the brake pucks were fused to the Brake and Wheel Assembly with associated metal damage and fragmentation. Maintenance Technician noted Wheel Assembly could have catastrophically failed upon next takeoff or landing.",
1167465,201404,0601-1200,LAX.Airport,CA,,,,,,,,,Daylight,,,TRACON SCT,Air Carrier,B757-200,,2,Part 121,IFR,Passenger,FMS Or FMC,Takeoff / Launch,SID HOLTZ9,Class B LAX,,,,,,,,,,,,,,,,,,,,,,,,GPS & Other Satellite Navigation,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain; Pilot Not Flying,,,,Training / Qualification; Communication Breakdown; Workload,Party1 Dispatch; Party2 Flight Crew,,1167465,Aircraft X,Flight Deck,Air Carrier,Pilot Flying; First Officer,Flight Crew Air Transport Pilot (ATP),,,,,,1167344,Aircraft Equipment Problem Less Severe; Deviation - Track / Heading All Types; Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Crew; Person Air Traffic Control,In-flight,Air Traffic Control Issued Advisory / Alert; Air Traffic Control Issued New Clearance; Flight Crew FLC complied w / Automation / Advisory; Flight Crew Became Reoriented,Aircraft; Company Policy; Procedure,Ambiguous,"Flight plan had us filed for the LAXX6 non-RNAV departure. Arrived at plane and were dealing with MEL Complete thrust management system inoperative and no clearance on file. Called company to re-file clearance; while plane was being closed up for departure; First Officer obtained clearance over radio; and the departure had been changed to the HOLTZ9. Still discussing the MEL item; we accepted an RNAV departure in a non-Pegasus airplane out of LAX. On departure; Tower informed us that we had drifted 1/2 mile north of runway and gave us a 220 heading. At point I realized that a crew briefing note said not to accept an RNAV departure out of LAX in a non-Pegasus aircraft. Called LAX Tower and they concurred there have been past problems with the departure depending on aircraft avionic installed.I have several suggestion: 1. Aircraft should not be dispatched from a major Maintenance Base with an inoperative thrust management system. 2. Dispatch should be aware of aircraft limitations and not file an unacceptable departure. 3. Many new First Officers on the property take the time to review with them all revised clearances and crew briefing pages each time a revised clearance is assigned. Possibly add note in preflight paperwork concerning non-Pegasus aircraft departing out of LAX as an extra layer to remind Captains not to accept RNAV departures.",,"The Captain and I were busy trying to research compliance procedures for auto-throttles inoperative. PDC was not available and had to call Dispatch to re-file clearance. After receiving clearance through ATC we did not notice that they changed our filed SID to an RNAV SID. After takeoff ATC asked us to turn to a heading in order to join back up on the SID. After trying to determine why this occurred we realized that we accepted an RNAV departure in a non-Pegasus.",,"A non-Pegasus B757 departed on the LAX HOLTZ9 RNAV Departure and had a track deviation detected by ATC; which also alerted to the crew to the Dispatch filing error.",
1167481,201404,0001-0600,TTZP.ARTCC,FO,,,,34000,,VMC,,,Night,,,Center TTZP,Air Carrier,Commercial Fixed Wing,,3,Part 121,,,,Cruise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,First Officer; Pilot Flying,,Flight Crew Total 9,,Confusion; Situational Awareness; Communication Breakdown,Party1 Flight Crew; Party2 ATC,,1167481,Aircraft X,Flight Deck,Air Carrier,Pilot Not Flying; First Officer,Flight Crew Air Transport Pilot (ATP),,,Confusion; Communication Breakdown; Situational Awareness,,,1167488,ATC Issue All Types; Conflict Airborne Conflict; Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Crew,In-flight,Flight Crew Took Evasive Action; Flight Crew Requested ATC Assistance / Clarification; Flight Crew Became Reoriented; Flight Crew Exited Penetrated Airspace,Human Factors; Procedure,Procedure,"Over waypoint PERGA we requested climb from FL340 to FL360. PIARCO Control cleared us direct ANADA and to climb to FL360. Clearance was read back slowly and clearly and PIARCO said nothing. As aircraft climbed through FL350; another aircraft with a similar sounding call sign at FL360 several miles behind us called PIARCO and noted our converging altitudes. We began an immediate descent back to FL340 without further incident. PIARCO claimed he had not cleared us to climb; but we emphatically stated otherwise. Poor radio reception; poor controller English; and similar sounding callsigns were contributing factors. Closer attention to call signs and clearly understood clearance (by controller after readback by aircraft) must be maintained.",,"At FL355; both pilots noted the close proximity of the trailing aircraft and the climb was stopped. A descent was immediately made down to FL340 after clarification with ATC.Controller didn't respond after our clearance to climb was read back. If the Controller had responded; there would have been no confusion as to clearance or to whom it was issued (the climb clearance). Poor radio reception; poor radio quality and the lack of Controller acknowledgment was not helpful. Callsign similarity also led to clearance confusion.",,"Piarco Control granted the crew's climb request from FL340 to FL360. Another aircraft with a similar sounding call sign behind the climbing aircraft called Piarco to remind ATC their aircraft were converging at FL360 so the climbing crew descended to FL340.",
1167498,201404,,ZZZ.Airport,US,,,0,,,,,,Daylight,,,,Air Carrier,Large Transport; Low Wing; 2 Turbojet Eng,,2,Part 121,,Passenger,,Parked,,,N,,Y,,Unscheduled Maintenance,,High,,,,,,,,,,,,,,,,,Oxygen System/General,Boeing,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Cabin Jumpseat,Air Carrier,Flight Attendant (On Duty),Flight Attendant Current,Flight Attendant Total 10,Safety Related Duties,Communication Breakdown,Party1 Flight Attendant; Party2 Flight Crew,,1167498,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Published Material / Policy; Flight Deck / Cabin / Aircraft Event Other / Unknown,,N,Person Flight Attendant,Pre-flight,General Flight Cancelled / Delayed; General Maintenance Action,Chart Or Publication; Human Factors,Human Factors,"During pre-boarding; I noticed that the cabin crew oxygen mask compartment above the forward jumpseat was sealed shut with a security seal; and as a result would not deploy with the rest of the oxygen masks in a decompression. I called the Aft Flight Attendant in the aft galley and asked her if her crew oxygen compartment was sealed as well (it was). I brought the issue to the attention of the Captain and told him about my concerns and that I did not believe the seals should be there. After a brief discussion; he said he would make a call and let me know. A few minutes later; the Captain told me that he spoke to Dispatch and they told him to tell me to look in my [Flight Attendant] Manual; that a list of approved locations for security seals would be in there. I told him I didn't think such a list was in the Flight Attendant Binder and asked him if Dispatch mentioned where in my binder it might be. He just repeated his prior statement of 'look in your Manual'.I did as instructed; but after several minutes of searching was unable to locate the list that the Captain had mentioned. It was clear that I was not going to get an answer from the Captain on this issue and that I was 'chasing my own tail' looking in the Manual (for something that's not in there) so I called the (city) Inflight Office and spoke with a Supervisor. I explained the situation; however he did not know the answer; but said that he would call Maintenance and call me back ASAP. I told the Captain that I was unable to locate the list in my Manual and I had called Inflight and told him what the Supervisor was doing. The Captain then proceeded to 'chew me out' saying that any call to Maintenance had to go through him first and that I should not have done it the way I did it. I explained to him that I had in fact brought the issue to his attention first and that he essentially blew me off by telling me to find the answer myself. He kept telling me in an accusatory tone that I should not have called Maintenance without speaking to him first; I repeatedly told him that I did not call them; I only called my Supervisor for an answer because I wasn't getting one from him. The conversation was going nowhere; he was just accusing me; and I felt the need to defend myself; so I just stated one last time '(city) Inflight is calling Maintenance' and left the flight deck. A short time later; the Inflight Supervisor called me back and told me that after speaking with Maintenance he determined that the crew oxygen compartments should NOT be sealed. With the Supervisor on the phone; I relayed that information to the Captain. The Captain then asked to speak with my Supervisor; so I handed him the phone. They spoke briefly; and then he hung up. The Captain then told me that the seals should not be there. I asked him; 'Is Maintenance going to come out and remove them; or should I remove them?' He told me to remove the seals; so I did and brought the seals back to him. He then told me that the 'list' he was referring to was not in my Flight Attendant Manual; and again chastised me for 'not consulting him before calling Maintenance'. At that point; I just wanted to be done with the situation; I was tired of his accusations; so I just said 'ok' and left. Several minutes after we closed the [main] entry door; the Captain called back and told me to re-open the forward entry door. Maintenance came onboard to write something in the logbook. As a result of this situation the flight was delayed by 16-minutes. Maintenance needs to pay very close attention to where they are putting those security seals; they must follow all procedures; and also use some common sense and good judgment when performing tasks. If anyone should have a clear understanding of why those compartments should not be sealed shut; it would be a mechanic. Also pilots in general; and this pilot specifically; need to trust and listen to the concerns of their flight attendants. Crewmember's safety related concerns should NEVER be blown off like mine were; no matter how busy you might be.","Reporter stated that when he came onboard a large transport aircraft; the forward and aft flight attendant jumpseat overhead oxygen masks compartments were taped over with company security seals. As far as he knows; the aircraft had flown all day with the O2 mask compartments sealed up. But taping over and restricting automatic deployment of flight attendant oxygen mask compartments at the forward and aft jumpseat locations would result in all three flight attendants not having oxygen available to them; especially during a sudden cabin depressurization. He did not believe there would be enough time for any of the flight attendants to get to a Personal Oxygen Bottle (POB).Not only was there a serious potential for all three flight attendants to become incapacitated; but assisting with any passenger emergency or implementing cabin procedures could also be impacted.",,,"A Flight Attendant reports having conflict with a Captain over the cabin crew oxygen mask compartments at the forward and aft flight attendant jumpseat positions on their large transport aircraft having been taped over with security seals.",
1167507,201404,,ZZZ.ARTCC,US,,,,,,,,,Daylight,,,Center ZZZ,Air Carrier,EMB ERJ 145 ER/LR,,2,Part 121,IFR,Passenger,,Cruise,,Class A ZZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Flight Attendant (On Duty),Flight Attendant Current,,Safety Related Duties; Service,Communication Breakdown; Confusion; Training / Qualification; Time Pressure; Distraction,Party1 Flight Crew; Party2 Flight Attendant,,1167507,,,,,,,,,,,,Deviation / Discrepancy - Procedural Published Material / Policy; Flight Deck / Cabin / Aircraft Event Smoke / Fire / Fumes / Odor,,,Person Flight Attendant; Person Flight Crew,In-flight,Flight Crew Landed in Emergency Condition; Flight Crew FLC complied w / Automation / Advisory; Flight Crew Diverted; Flight Crew Took Evasive Action; General Declared Emergency,Aircraft; Human Factors; Manuals; Procedure,Ambiguous,"[We] had an emergency landing due to a loud noise then smoke in the cabin. Captain informed only had 5-6 minutes to land; we were diverted. While in my jumpseat reading planned emergency card when I got to the part of Flight Attendant will collect sharp objects; I stopped and realized that I was reading the CRJ emergency tab. I immediately changed to the EMB planned emergency with less then 10 minutes tab card and continued my planned emergency with less than 10 minutes. Due to the cockpit crew had their O2 masked on it was very hard for me hear them as static interference was very loud. I kept reading until I heard the words from cockpit computer 'Minimums; Minimums.' If the pilots said Flight Attendant prepare for landing I didn't hear it; maybe because of the static interference. I requested passengers to brace; which many did and we landed safely. No evacuation and opening of the doors was needed. The noise that was heard and smoke in the cabin was the cause. I should have taken a moment to realize that I had read the wrong plan emergency tab; but as stated I caught myself and read the correct one.",,,,"An EMB-145 Flight Attendant describes her confusion and hurried actions while incorrectly reading a CRJ Emergency Cabin Checklist during a diversion after smoke developed in the cabin. There was also lack of communications with the flight station because of the oxygen masks and static.",
