make,year,defects_per_tail,rel_rate,bracket
FOKKER,2002,8.796296296296296,2.199074074074074,high
FOKKER,2003,2.156862745098039,0.5392156862745098,low
FOKKER,2004,3.0869565217391304,0.7717391304347826,low
FOKKER,2005,14.125,3.53125,high
FOKKER,2006,2.75,0.6875,low
FOKKER,2007,4.0,1.0,medium
FOKKER,2008,3.5,0.875,medium
FRCHLD,2000,14.5,5.4375,high
FRCHLD,2001,2.6666666666666665,1.0,medium
FRCHLD,2002,1.5,0.5625,low
FRCHLD,2003,4.375,1.640625,high
FRCHLD,2004,1.5555555555555556,0.5833333333333334,low
FRCHLD,2005,1.5,0.5625,low
FRCHLD,2006,3.25,1.21875,high
FRCHLD,2007,4.5,1.6875,high
FRCHLD,2010,2.75,1.03125,medium
FRCHLD,2011,7.666666666666667,2.8750000000000004,high
FRCHLD,2012,3.25,1.21875,high
FRCHLD,2013,3.2857142857142856,1.2321428571428572,high
FRCHLD,2015,3.0,1.125,high
FRCHLD,2019,1.0,0.375,low
FRCHLD,2020,1.1428571428571428,0.42857142857142855,low
FRCHLD,2021,1.25,0.46875,low
FRCHLD,2022,1.0,0.375,low
FRCHLD,2024,1.6666666666666667,0.6250000000000001,low
FRCHLD,2025,1.6666666666666667,0.6250000000000001,low
GULSTM,2000,1.9821428571428572,1.2173790776152982,high
GULSTM,2001,1.7636363636363637,1.083178239083751,medium
GULSTM,2002,1.6037735849056605,0.9849948001782797,medium
GULSTM,2003,2.0,1.2283464566929134,high
GULSTM,2004,1.4788732394366197,0.9082843517799712,medium
GULSTM,2005,1.951219512195122,1.1983867870174765,high
GULSTM,2006,1.8125,1.1131889763779528,medium
GULSTM,2007,1.7816091954022988,1.094216671191963,medium
GULSTM,2008,2.037974683544304,1.2516694906807537,high
GULSTM,2009,1.9428571428571428,1.1932508436445444,high
GULSTM,2010,1.608695652173913,0.9880178021225609,medium
GULSTM,2011,1.6704545454545454,1.025948460987831,medium
GULSTM,2012,1.7261904761904763,1.0601799775028122,medium
GULSTM,2013,1.6282051282051282,1.0,medium
GULSTM,2014,1.3768115942028984,0.8456008216364258,low
GULSTM,2015,1.3548387096774193,0.8321056642113284,low
GULSTM,2016,2.3773584905660377,1.4601099390878027,high
GULSTM,2017,2.4893617021276597,1.5288993131177753,high
GULSTM,2018,1.8837209302325582,1.1569309650247208,high
GULSTM,2019,1.4,0.8598425196850393,medium
GULSTM,2020,1.2439024390243902,0.7639715767236412,low
GULSTM,2021,1.4473684210526316,0.8889349357646084,medium
GULSTM,2022,1.2054794520547945,0.7403732067738108,low
GULSTM,2023,1.0925925925925926,0.6710411198600175,low
GULSTM,2024,1.1590909090909092,0.711882605583393,low
GULSTM,2025,1.186046511627907,0.7284380150155649,low
GULSTM,2026,1.0769230769230769,0.6614173228346456,low
JETAIR,2000,5.407407407407407,1.1450980392156862,high
JETAIR,2001,4.592592592592593,0.9725490196078431,medium
JETAIR,2002,4.722222222222222,1.0,medium
JETAIR,2003,5.25,1.111764705882353,medium
JETAIR,2004,4.204545454545454,0.890374331550802,medium
JETAIR,2005,5.37037037037037,1.1372549019607843,high
JETAIR,2006,3.272727272727273,0.693048128342246,low
LEAR,2000,1.5342465753424657,0.9834913944502984,medium
LEAR,2001,1.35,0.8653846153846154,medium
LEAR,2002,1.8617021276595744,1.1933987997817785,high
LEAR,2003,1.6494845360824741,1.0573618821041502,medium
LEAR,2004,2.09,1.3397435897435896,high
LEAR,2005,1.9555555555555555,1.2535612535612535,high
LEAR,2006,1.6274509803921569,1.0432378079436904,medium
LEAR,2007,1.56,1.0,medium
LEAR,2008,1.6779661016949152,1.0756192959582789,medium
LEAR,2009,1.5857142857142856,1.0164835164835164,medium
LEAR,2010,1.4210526315789473,0.9109311740890688,medium
LEAR,2011,1.876923076923077,1.2031558185404339,high
LEAR,2012,1.5822784810126582,1.0142810775722169,medium
LEAR,2013,1.65,1.0576923076923077,medium
LEAR,2014,1.8833333333333333,1.2072649572649572,high
LEAR,2015,1.7619047619047619,1.1294261294261294,high
LEAR,2016,1.2820512820512822,0.821827744904668,low
LEAR,2017,1.375,0.8814102564102564,medium
LEAR,2018,1.5272727272727273,0.9790209790209791,medium
LEAR,2019,1.8604651162790697,1.1926058437686344,high
LEAR,2020,1.1896551724137931,0.7625994694960212,low
LEAR,2021,1.543859649122807,0.9896536212325685,medium
LEAR,2022,1.4181818181818182,0.9090909090909091,medium
LEAR,2023,1.1081081081081081,0.7103257103257103,low
LEAR,2024,1.15625,0.7411858974358974,low
LEAR,2025,1.28,0.8205128205128205,low
LEAR,2026,1.2272727272727273,0.7867132867132867,low
LKHEED,2000,8.225806451612904,0.5423608649415101,low
LKHEED,2001,9.392857142857142,0.619309262166405,low
LKHEED,2002,8.515151515151516,0.5614385614385615,low
LKHEED,2003,8.533333333333333,0.5626373626373626,low
LKHEED,2004,10.4375,0.6881868131868132,low
LKHEED,2005,15.1875,1.0013736263736264,medium
LKHEED,2006,22.5,1.4835164835164836,high
LKHEED,2007,16.76923076923077,1.1056635672020287,medium
LKHEED,2008,11.25,0.7417582417582418,low
LKHEED,2009,18.0,1.1868131868131868,high
LKHEED,2010,13.214285714285714,0.8712715855572998,medium
LKHEED,2011,7.75,0.5109890109890111,low
LKHEED,2012,15.166666666666666,1.0,medium
LKHEED,2013,45.666666666666664,3.010989010989011,high
LKHEED,2014,6.0,0.39560439560439564,low
LKHEED,2015,18.833333333333332,1.2417582417582418,high
LKHEED,2016,19.09090909090909,1.2587412587412588,high
LKHEED,2017,12.923076923076923,0.8520710059171598,medium
LKHEED,2018,21.125,1.392857142857143,high
