ev_id,severity_class,invest_type_binary,visual_condition,light_conditions,sky_conditions,person_involved,pilot_hours_bracket,year,month,combined_text,acft_make,acft_model,crew_age_mean,finding_description_agg,occurrence_description_agg,employment_qoq_pct,fuel_cost_qoq_pct,operating_revenue_qoq_pct,load_factor_qoq_pct,employment_bracket,fuel_bracket,revenue_bracket,loadfactor_bracket,_source
20080118X00073,2,0,VMC,Night,UNK,PIC,5000+,2008,1,"On January 13, 2008, approximately 1929 Pacific standard time, a Boeing 757-222, N508UA, operated by United Airlines (UAL) was being towed by company maintenance personnel and collided with a Bombardier Inc. CL-600-2C10, N705SK, that was being operated by SkyWest Inc. doing business as United Express at San Francisco International Airport (SFO), San Francisco, California . The Bombardier Inc. CL-600-2C10 was being operated as flight 6398 under the provisions of Title 14 Code of Federal Regulations (CFR) Part 121 scheduled passenger service. There were no injuries to the two airline transport pilots, two flight attendants, and the 55 passengers onboard the Bombardier Inc. CL-600-2C10, or to the one maintenance personnel on board the Boeing 757.  Both airplanes were substantially damaged.  Night visual meteorological conditions prevailed and an instrument flight rules (IFR) flight plan was filed for the Bombardier Inc. CL-600-2C10 with the intended destination of Boise Air Terminal/Gowen Field, Boise, Idaho.  

Three witnesses located adjacent to terminal 3, gates 79 and 80 reported observing a Boeing 757 pushback from gate 80 and subsequently collide with a Bombardier Inc. CL-600-2C10 that was stationary and in the final stages of disconnecting the tug from the airplane.  The witnesses stated that prior to the collision, they observed the ground crew from the Bombardier Inc. CL-600-2C10 attempt to stop the tug operator of the Boeing 757.  Two witnesses added that they did not observe anyone acting as a wing walker for the Boeing 757.

The captain of the Bombardier Inc. CL-600-2C10 reported in a written statement after being cleared to pushback onto taxiway alpha from gate 79 by ground control, the ground crew proceeded to push back the airplane with wing walkers on the left and right side.  During the final stages of pushback, both engines were running with the brakes set and the ground crew was cleared to disconnect the tug from the airplane.  A few seconds later, the tug driver expressed concern to the captain about another aircraft pushing back from an adjacent gate.  The captain stated that due to the angle the airplane was positioned, he could see the other aircraft pushing back and asked the first officer to verify the clearance with the Boeing 757.  The first officer informed the captain that if the other aircraft pushing back would stop, ""it would not be an issue.""  Subsequently, the captain observed the ground crew of the Bombardier Inc. CL-600-2C10 running in the direction of the Boeing 757 just prior to the collision.  

The first officer of the Bombardier Inc. CL-600-2C10 reported in a written statement that after being pushed back onto the taxiway, they were in the process of setting the parking brake and preparing for the ground crew to disconnect the tug when the ground crew notified them of the Boeing 757 pushing back from an adjacent gate.  The first officer stated that the ground crew started running towards the Boeing 757 just prior to the collision.  The first officer added that he didn't see anyone acting as wing walkers escorting the Boeing 757.  

Written statements provided by the ground crew for the Bombardier Inc. CL-600-2C10 revealed that the left and right wing walkers were in the process of disconnecting the tug from the airplane as they observed the Boeing 757 being pushed back towards their position and started running towards the tug operator prior to the collision.  The ground crew added that the Boeing 757 had no wing walkers during their pushback sequence.
 
In a written statement, the UAL tug operator reported that he was cleared to pushback from gate 80 onto taxiway alpha.  During the pushback process, a UAL employee positioned in the Boeing 757 flight deck asked the tug operator if the tow bar had broke.  The tug operator stopped the tug to see what happened and saw United Express ramp workers running in towards his location.  He added that during the pushback, he was ""continuously monitoring ground frequency"" and did not hear any references to Tug 80.  The UAL tug operator reported to SFO Airport Authority shortly after the collision that during the pushback process, he was looking over his shoulder and didn't see the other aircraft pushback from Gate 79.

The UAL employee positioned in the flight deck of the Boeing 757 reported he was operating the brakes of the aircraft during the pushback process.  As the airplane approached the centerline of taxiway Alpha, he felt ""several bumps"" and asked the UAL tug operator ""if he had broken the tow bar or if we had hit something.""  

Examination of both airplanes by a Federal Aviation Administration (FAA) inspector revealed that the Bombardier Inc. CL-600-2C10 exhibited damage to the vertical stabilizer, rudder, and elevator.  The Boeing 757 sustained damage to the rudder and elevator.  SFO Airport Authority reported that the tug that was pushing back the Boeing 757 remained connected by the tow bar and was facing away from the airplane.

Review of communication recordings between the San Francisco Air Traffic Control Tower (ATCT) facility and both aircraft revealed that the UAL maintenance crew initially transmitted to ATCT at 1927:54, ""San Francisco Ground, this is United tug eighty requesting pushback on alpha.""  The controller issued a clearance to tug eighty to pushback onto taxiway alpha.  The UAL maintenance crew acknowledged the clearance stating ""pushing back on alpha, tug eighty.""  At 1928:35, the Bombardier Inc. CL-600-2C10 flight crew contacted ground requesting pushback from gate 79 with Yankee and was subsequently cleared to pushback onto taxiway alpha.  The recordings revealed the controller did not advise either aircraft of pushback from the adjacent gates.

According to the SFO Air Traffic Control Tower (ATCT) Quality Assurance Review report, the ground controller believed there was room for both aircraft to push back and did not foresee a traffic conflict. 

According to the letter of agreement (LOA) between the San Francisco Tower and San Francisco Airport Commission, the controllers are required to ensure the safe and efficient movement and separation of aircraft and vehicles operating on any portion of the airport movement area. The movement areas are defined as the runways, taxiways and other areas of an airport, which are utilized for taxiing, takeoff and landing of aircraft exclusive of loading ramps and parking areas as depicted in the current LOA between San Francisco International Airport (SFIA) and SFO ATCT. The LOA required ground controllers to provide advisory service as practicable to aircraft and vehicles on non-movement areas of the airport. The ground controller has jurisdiction over all airport movement areas, except runway(s) designated active. The inactive runways shall be released to ground control. 

SFO ATCT Order 7220.2G, ""Standard Operating Procedures (SOP),"" paragraph 2-3-5, Non-Movement/Movement Area Operating Procedures states, in part:

a. All aircraft that push back onto taxiway Alpha shall be instructed ""push back onto taxiway Alpha approved."" 

b. All aircraft that push back onto taxiway Alpha but need to be held short of Alpha shall be instructed, ""Push back your discretion, hold short of taxiway Alpha."" When aircraft can be pushed back onto taxiway Alpha, the aircraft shall be instructed, ""Push back onto taxiway Alpha approved."" 

c. All aircraft that do not push back onto the movement area shall be instructed, ""Push back your discretion."" 

f. Work load permitting, traffic advisories in the non-movement area will be given. Do not issue control instructions to aircraft in the non-movement area. Use only advisory phrases in exchange of traffic information. 

Review of company procedure manuals revealed that within the UAL Maintenance Operating Procedures Manual - NMOP  Handling, paragraph 8, subpart C,  it stated in part ""aircraft will be pushed back from the gate using standard verbiage, with the tractor facing the aircraft (nose to nose).""  The section further stated in part ""maintenance towing performed by maintenance personnel may be accomplished with the tractor connected tail to nose of the aircraft.  This procedure may only be accomplished by A&P licensed maintenance technicians who are properly trained."" 

In paragraph 8, Towing - Responsibilities, the manual stated in part ""when Signal or Guide Person(s) are used, they will be responsible for their respective assigned areas. Should the person on the tractor elect to move the airplane without assistance, they will be responsible for the operation.""
 
In paragraph 10, Towing - Close Quarters, the manual stated in part ""when towing in close quarters, the person on the tractor will have two assistants (in addition to the person in the Flight Deck), one positioned at each wing tip. These people are to assist the tow tractor operator with the use of approved hand signals. If the tail assembly is not visible to the Wing Walkers, a third person must be positioned at the tail.  

A. For clarification, only one person will relay signals to the person on the tractor. This person will be known as the SIGNAL PERSON. This person may also perform the function of a Guide Person if they are in a position to be seen by the person on the tractor.

B. The person located near the wing tips or tail section will be known as the GUIDE PERSON. The Guide Person will be responsible for the safe operation that pertains to their area, also to see that the signal person receives proper signals.""

Review of UAL company training records revealed that both the maintenance person onboard the Boeing 757 and the tug operator had complied with company training requirements for towing and repositioning the aircraft.;On January 13, 2008, approximately 1929 Pacific standard time, a Boeing 757-222, N508UA, operated by United Airlines (UAL) was being towed by company maintenance personnel and collided with a Bombardier Inc. CL-600-2C10, N705SK, that was being operated by SkyWest Inc. doing business as United Express at San Francisco International Airport (SFO), San Francisco, California . The Bombardier Inc. CL-600-2C10 was being operated as flight 6398 under the provisions of Title 14 Code of Federal Regulations (CFR) Part 121 scheduled passenger service. There were no injuries to the two airline transport pilots, two flight attendants, and the 55 passengers onboard the Bombardier Inc. CL-600-2C10, or to the one maintenance personnel on board the Boeing 757.  Both airplanes were substantially damaged.  Night visual meteorological conditions prevailed and an instrument flight rules (IFR) flight plan was filed for the Bombardier Inc. CL-600-2C10 with the intended destination of Boise Air Terminal/Gowen Field, Boise, Idaho.  

Three witnesses located adjacent to terminal 3, gates 79 and 80 reported observing a Boeing 757 pushback from gate 80 and subsequently collide with a Bombardier Inc. CL-600-2C10 that was stationary and in the final stages of disconnecting the tug from the airplane.  The witnesses stated that prior to the collision, they observed the ground crew from the Bombardier Inc. CL-600-2C10 attempt to stop the tug operator of the Boeing 757.  Two witnesses added that they did not observe anyone acting as a wing walker for the Boeing 757.

The captain of the Bombardier Inc. CL-600-2C10 reported in a written statement after being cleared to pushback onto taxiway alpha from gate 79 by ground control, the ground crew proceeded to push back the airplane with wing walkers on the left and right side.  During the final stages of pushback, both engines were running with the brakes set and the ground crew was cleared to disconnect the tug from the airplane.  A few seconds later, the tug driver expressed concern to the captain about another aircraft pushing back from an adjacent gate.  The captain stated that due to the angle the airplane was positioned, he could see the other aircraft pushing back and asked the first officer to verify the clearance with the Boeing 757.  The first officer informed the captain that if the other aircraft pushing back would stop, ""it would not be an issue.""  Subsequently, the captain observed the ground crew of the Bombardier Inc. CL-600-2C10 running in the direction of the Boeing 757 just prior to the collision.  

The first officer of the Bombardier Inc. CL-600-2C10 reported in a written statement that after being pushed back onto the taxiway, they were in the process of setting the parking brake and preparing for the ground crew to disconnect the tug when the ground crew notified them of the Boeing 757 pushing back from an adjacent gate.  The first officer stated that the ground crew started running towards the Boeing 757 just prior to the collision.  The first officer added that he didn't see anyone acting as wing walkers escorting the Boeing 757.  

Written statements provided by the ground crew for the Bombardier Inc. CL-600-2C10 revealed that the left and right wing walkers were in the process of disconnecting the tug from the airplane as they observed the Boeing 757 being pushed back towards their position and started running towards the tug operator prior to the collision.  The ground crew added that the Boeing 757 had no wing walkers during their pushback sequence.
 
In a written statement, the UAL tug operator reported that he was cleared to pushback from gate 80 onto taxiway alpha.  During the pushback process, a UAL employee positioned in the Boeing 757 flight deck asked the tug operator if the tow bar had broke.  The tug operator stopped the tug to see what happened and saw United Express ramp workers running in towards his location.  He added that during the pushback, he was ""continuously monitoring ground frequency"" and did not hear any references to Tug 80.  The UAL tug operator reported to SFO Airport Authority shortly after the collision that during the pushback process, he was looking over his shoulder and didn't see the other aircraft pushback from Gate 79.

The UAL employee positioned in the flight deck of the Boeing 757 reported he was operating the brakes of the aircraft during the pushback process.  As the airplane approached the centerline of taxiway Alpha, he felt ""several bumps"" and asked the UAL tug operator ""if he had broken the tow bar or if we had hit something.""  

Examination of both airplanes by a Federal Aviation Administration (FAA) inspector revealed that the Bombardier Inc. CL-600-2C10 exhibited damage to the vertical stabilizer, rudder, and elevator.  The Boeing 757 sustained damage to the rudder and elevator.  SFO Airport Authority reported that the tug that was pushing back the Boeing 757 remained connected by the tow bar and was facing away from the airplane.

Review of communication recordings between the San Francisco Air Traffic Control Tower (ATCT) facility and both aircraft revealed that the UAL maintenance crew initially transmitted to ATCT at 1927:54, ""San Francisco Ground, this is United tug eighty requesting pushback on alpha.""  The controller issued a clearance to tug eighty to pushback onto taxiway alpha.  The UAL maintenance crew acknowledged the clearance stating ""pushing back on alpha, tug eighty.""  At 1928:35, the Bombardier Inc. CL-600-2C10 flight crew contacted ground requesting pushback from gate 79 with Yankee and was subsequently cleared to pushback onto taxiway alpha.  The recordings revealed the controller did not advise either aircraft of pushback from the adjacent gates.

According to the SFO Air Traffic Control Tower (ATCT) Quality Assurance Review report, the ground controller believed there was room for both aircraft to push back and did not foresee a traffic conflict. 

According to the letter of agreement (LOA) between the San Francisco Tower and San Francisco Airport Commission, the controllers are required to ensure the safe and efficient movement and separation of aircraft and vehicles operating on any portion of the airport movement area. The movement areas are defined as the runways, taxiways and other areas of an airport, which are utilized for taxiing, takeoff and landing of aircraft exclusive of loading ramps and parking areas as depicted in the current LOA between San Francisco International Airport (SFIA) and SFO ATCT. The LOA required ground controllers to provide advisory service as practicable to aircraft and vehicles on non-movement areas of the airport. The ground controller has jurisdiction over all airport movement areas, except runway(s) designated active. The inactive runways shall be released to ground control. 

SFO ATCT Order 7220.2G, ""Standard Operating Procedures (SOP),"" paragraph 2-3-5, Non-Movement/Movement Area Operating Procedures states, in part:

a. All aircraft that push back onto taxiway Alpha shall be instructed ""push back onto taxiway Alpha approved."" 

b. All aircraft that push back onto taxiway Alpha but need to be held short of Alpha shall be instructed, ""Push back your discretion, hold short of taxiway Alpha."" When aircraft can be pushed back onto taxiway Alpha, the aircraft shall be instructed, ""Push back onto taxiway Alpha approved."" 

c. All aircraft that do not push back onto the movement area shall be instructed, ""Push back your discretion…."" 

f. Work load permitting, traffic advisories in the non-movement area will be given. Do not issue control instructions to aircraft in the non-movement area. Use only advisory phrases in exchange of traffic information. 

Review of company procedure manuals revealed that within the UAL Maintenance Operating Procedures Manual - NMOP  Handling, paragraph 8, subpart C,  it stated in part ""aircraft will be pushed back from the gate using standard verbiage, with the tractor facing the aircraft (nose to nose).""  The section further stated in part ""maintenance towing performed by maintenance personnel may be accomplished with the tractor connected tail to nose of the aircraft.  This procedure may only be accomplished by A&P licensed maintenance technicians who are properly trained."" 

In paragraph 8, Towing - Responsibilities, the manual stated in part ""when Signal or Guide Person(s) are used, they will be responsible for their respective assigned areas. Should the person on the tractor elect to move the airplane without assistance, they will be responsible for the operation.""
 
In paragraph 10, Towing - Close Quarters, the manual stated in part ""when towing in close quarters, the person on the tractor will have two assistants (in addition to the person in the Flight Deck), one positioned at each wing tip. These people are to assist the tow tractor operator with the use of approved hand signals. If the tail assembly is not visible to the Wing Walkers, a third person must be positioned at the tail.  

A. For clarification, only one person will relay signals to the person on the tractor. This person will be known as the SIGNAL PERSON. This person may also perform the function of a Guide Person if they are in a position to be seen by the person on the tractor.

B. The person located near the wing tips or tail section will be known as the GUIDE PERSON. The Guide Person will be responsible for the safe operation that pertains to their area, also to see that the signal person receives proper signals.""

Review of UAL company training records revealed that both the maintenance person onboard the Boeing 757 and the tug operator had complied with company training requirements for towing and repositioning the aircraft.

A Boeing 757-222 airplane and a Bombardier Inc. CL-600-2C10 were substantially damaged when the tails of both airplanes collided during the pushback process from two adjacent terminal gates during night visual meteorological conditions.  The flight crew of the CL-600-2C10 reported that during the final stages of pushback from gate 79, they were in a stopped position with both engines running while their ground crew was in the process of disconnecting the tug when the collision occurred.  Company maintenance personnel stated they were pushing the 757-222 back from gate 80 without the use of wing-walkers or tail walkers to relocate the airplane to another location on the airport and did not see the CL-600-2C10.  Review of Air Traffic Control (ATC) communication recordings between ground control and both airplanes revealed that the 757-222 was initially cleared for pushback onto taxiway alpha from gate 80.  About 41 seconds later, the ground controller cleared the CL-600-2C10 to push back onto taxiway alpha from gate 79.  The recordings revealed that the ground controller did not advise either aircraft of near simultaneous adjacent pushback operations.  The controller stated that he believed there was room for both aircraft to push back and did not foresee a traffic conflict.

The company tug operator of the other airplane's failure to maintain clearance with this aircraft during the pushback process.  Also causal was the ground controller's failure to alert the pilot of this aircraft and tug operator of the other airplane of the simultaneous pushback occurring from adjacent gates.  Contributing to the accident was the company's pushback operation without the use of wing/tail walkers.;The company tug operator's failure to maintain clearance with another aircraft during the pushback process.  Also causal was the ground controller's failure to alert the pilot of the other aircraft and tug operator of this airplane of the simultaneous pushback occurring from adjacent gates.  Contributing to the accident was the company's pushback operation without the use of wing/tail walkers.","Bombardier, Inc.",CL-600-2C10,43.333333333333336,Environmental issues-Conditions/weather/phenomena-Light condition-Dark-Not specified;Environmental issues-Physical environment-Object/animal/substance-Aircraft-Awareness of condition;Personnel issues-Action/decision-Info processing/decision-Identification/recognition-Maintenance personnel - C;Organizational issues-Management-Policy/procedure-Adequacy of policy/proc-Not specified;Personnel issues-Action/decision-Action-Incomplete action-Ground crew - F;Personnel issues-Task performance-Communication (personnel)-Lack of communication-ATC personnel - C,,-0.1349986387368718,17.040358744394624,0.3746351070109455,-6.049822064056942,stable,strong_growth,stable,strong_decline,NTSB
20080125X00103,2,0,VMC,Daylight,UNK,PIC,5000+,2008,1,"On January 9, 2008, at 0749 eastern standard time, an Airbus Industrie A319-114, N349NB, operated by Northwest Airlines as flight 853, experienced an engine fan cowling separation while on approach to land on runway 27R at the Detroit Metro Airport (DTW), Detroit, Michigan.  The pilot, co-pilot, 3 flight attendants, and 68 passengers on board were not injured.  The airplane received substantial damage.  The domestic passenger flight was being operated under 14 Code of Federal Regulations Part 121.  The  flight was operating in visual meteorological conditions and an instrument flight plan was filed.  The flight originated from LaGuardia Airport (LGA), New York, New York, at 0618.

The accident flight was the first one for the airplane after having maintenance performed on the number two (right) engine during the previous evening.  The first officer reported he used a flashlight when conducting his preflight inspection of the airplane as it was still dark outside.  He reported the engine cowlings were flush, and he did not see any ""hanging"" cowl latches when he looked underneath the engines.

The captain reported that the logbooks indicated the number two engine vibration monitor had been replaced during the previous night.  He reported the preflight, taxi, and takeoff were normal.  The captain reported that during climb out the cockpit received a call from the lead flight attendant who informed them that a passenger reported that the number two engine cowling was flapping after takeoff.  A pilot-passenger who was sitting behind this passenger reportedly did not see the cowling move, nor did the flight attendants when they looked out the window.  The captain reported he then began to monitor the N1 vibration indications on the number two engine.  He reported that the number two engine vibration was approximately double the indication from the number one engine, but the indicator was not flashing nor had it turned amber.  During cruise flight the number two engine vibration decreased to equal that of the number one engine.  The captain reported that about 20 minutes after they leveled off, the airplane shuddered as if flying through wake turbulence.  The captain reported he then reviewed the logbooks and noticed previous write-ups regarding engine vibration, so he sent an AIRINC Communications Addressing and reporting System (ACARS) maintenance message regarding the current vibration.  He reported the remainder of the flight was normal until they were taxiing after landing and the lead flight attendant called the cockpit stating that ""part of the right engine had come off.""  The first officer called ground control to warn them that there might be debris on the runway.  The crew then shut down the number two engine and taxied to the gate.  

The pilot of another airplane later reported seeing part of the engine cowling come off when flight 853 was on a 1-mile final.  The other half of the engine cowling was found on the runway and was contacted by an airplane that landed after the accident airplane.    

Contract maintenance personnel reported they changed the N1 sensor on the number two engine during the evening prior to the accident.  They reported they then shut the fan cowling, but did not latch it as they still needed to perform an engine run and check for leaks.  After the engine run was performed, one of the mechanics thought that the other had latched the fan cowling when in fact he had not.  While they were doing another task in the cockpit, another mechanic asked for help at another gate.  The mechanics left the accident airplane to assist the other mechanic.  Neither mechanic returned to the accident airplane to either latch or verify that the fan cowling had been latched.  

The maintenance log stated the N1 speed sensor was removed and replaced in accordance with aircraft maintenance manual (AMM) 77-11-10.  This section of the AMM states, ""Close the fan cowl doors (Ref. AMM TASK 71-13-00-410-040).""  According to the maintenance personnel, this task was not completed prior to the airplane being returned to service.   

The separated cowling contacted the right side of the horizontal stabilizer which resulted in substantial damage to the stabilizer.  In addition, the fan cowl doors, number two engine pylon, the number two engine reverser, and the right wing number one slat were damaged.

The accident flight was the first one for the airplane after having maintenance performed on the number two (right) engine during the previous evening.  The first officer reported the engine cowls were flush and he did not see any ""hanging"" cowl latches when he looked underneath the engine cowls during the preflight.  The captain reported the preflight, taxi, and takeoff were normal.  During climb out the lead flight attendant informed the pilots that a passenger reported that the number two engine cowling was flapping after takeoff.  The captain then began to monitor the N1 vibration indications on the number two engine.  He reported that the vibration was approximately double the indication from the number one engine, but the indicator was not flashing, nor had it turned amber.  The captain reported that during cruise flight the number two engine vibration decreased and about 20 minutes after they leveled off, the airplane shuddered.  He reported the remainder of the flight was normal until they were taxiing after landing and the lead flight attendant called the cockpit stating that ""part of the right engine had come off.""  Half of the engine cowl departed the airplane when it was on a one mile final.  The other half departed the airplane as it touched down.   Another airplane subsequently contacted this part of the cowling when it landed after the accident airplane.  Contract maintenance personnel reported they changed the N1 sensor on the number two engine.  They reported they shut the fan cowling, but did not latch it as they still needed to perform an engine run and check for leaks.  They performed the engine run and were in the cockpit when another mechanic asked for help on another airplane.  The mechanics left the accident airplane to assist the other mechanic.  Neither mechanic returned to the accident airplane to either latch or verify that the fan cowling had been latched.  The aircraft maintenance manual (AMM) instructions for replacing the N1 sensor states, ""Close the fan cowl doors (Ref. AMM TASK 71-13-00-410-040).""  This task was not completed prior to the airplane being returned to service.   The separated cowling contacted the right side of the horizontal stabilizer which resulted in substantial damage to the stabilizer.  In addition, the fan cowl doors, number two engine pylon, the number two engine reverser, and the right wing number one slat were damaged.

The separation of the engine cowling which resulted from maintenance personnel failing to follow maintenance procedures in that they did not latch the engine cowling following the maintenance inspection.  A factor associated with the accident was their attention was divereted from the task when another mechanic asked for assistance.",Airbus Industrie,A319-114,49.0,Personnel issues-Psychological-Attention/monitoring-Attention-Maintenance personnel - F;Aircraft-Aircraft power plant-Power plant-Engine cowling system-Failure - C;Personnel issues-Action/decision-Action-Forgotten action/omission-Maintenance personnel - C,,-0.1349986387368718,17.040358744394624,0.3746351070109455,-6.049822064056942,stable,strong_growth,stable,strong_decline,NTSB
