ev_id,severity_class,invest_type_binary,visual_condition,light_conditions,sky_conditions,person_involved,pilot_hours_bracket,year,month,combined_text,acft_make,acft_model,crew_age_mean,finding_description_agg,occurrence_description_agg,employment_qoq_pct,fuel_cost_qoq_pct,industry_total,fuel_cost_per_gallon,employment_bracket,fuel_bracket,operating_revenue_qoq_pct,load_factor_qoq_pct,revenue_bracket,loadfactor_bracket
20180906X30904,4,0,VMC,Daylight,UNK,PIC,<500,2018,9,"On September 1, 2018, about 1400 eastern daylight time, a Beech K35 airplane, N5321E, overran the runway during an aborted takeoff at Harrisville Airport (5Y0), Harrisville, Michigan. The private rated pilot sustained minor injuries and the three passengers were not injured. The airplane sustained substantial damage. The airplane was registered to and operated by the pilot under the provisions of Title 14 Code of Federal Regulations Part 91 as a personal flight. Visual meteorological conditions prevailed at the time of the accident and no flight plan was filed. The flight was departing at the time of the accident. 

A 32 second video of the takeoff attempt was reviewed and showed the following. As the video began the airplane was already in the takeoff roll on the grass runway that was defined by large yellow cones. At 14 seconds the airplane veered toward the left side of the runway until 22 seconds when a loud noise was heard from the end of the runway. The airplane made a sharp right turn then slid on the runway toward the trees where it came to rest (figure 1). 



 Figure 1  Accident site (Courtesy of FAA)The Sheriff's deputy who responded to the scene reported that he spoke to the pilot after the accident. The pilot stated that he could not get the airplane up to speed because of the tall grass on the runway. The pilot added that the data he had for the airport showed an additional 600 ft available runway. The pilot also stated that he knew he did not have the speed or altitude to make it over the trees at the end of the runway so he put the airplane back on the ground before going into the woods.

The deputy's photos from the accident site revealed several lopped tree limbs and tire marks in the grass beyond the left side of the runway. 

In a postaccident statement the pilot reported that he flew the same three passengers earlier that morning to an airport where he filled the left fuel tank with 25 gallons of fuel; the right fuel tank contained 2 to 3 gallons and the auxiliary fuel tank was empty. After fueling, the pilot proceeded to takeoff from a 2,952-ft-long asphalt runway and climbed to 50 ft above ground level before reaching 1,500 ft of runway distance. They landed at 5Y0, a 2,140 ft x 60 ft grass runway, without incident and consumed about 5 gallons of fuel during the flight. 

About 1400 they returned to the airplane and the pilot completed a preflight inspection and an engine run-up with no anomalies noted. He taxied to runway 21 and extended 10° of flaps. He started the takeoff roll and noted that the first 200 ft of the runway was soft and consisted of long grass, while the rest of the runway consisted of sand and patches of weeds. The pilot stated that during the takeoff roll he was able to lift the nose wheel off the runway around 300 ft and the main landing gear lifted off near mid-field where he kept the airplane in ground effect. About three-fourths of the way down the runway, while still in ground effect, the airplane would not gain altitude and the left wing contacted the trees on the left side. The pilot stated that it felt like the airplane was being pulled into the trees. The pilot aborted the takeoff, attempted to stop the airplane in the grass, but collided with trees at the end of the runway. 

The pilot reported that there were no mechanical malfunctions or anomalies with the engine or airframe that would have precluded normal operation.

The airplane's pilot operating handbook (POH) states that the maximum ramp weight is 2,960 lbs and the maximum takeoff weight is 2,950 lbs. The aft center of gravity (CG) limit at 2,950 lbs is 84.7 inches aft of datum. 

The pilot provided a completed weight and balance loading form for the accident flight, which noted that the ramp weight was 2,948 lbs (12 lbs under the limitation) and the takeoff weight was 2,938 lbs (12 lbs under the limitation). The calculated CG was 84.77 inches aft of datum (0.07 inches over the limitation). 

Usin

The private pilot reported that he completed a preflight inspection and an engine run-up with no anomalies noted. With about 20 gallons of fuel in the left tank, he taxied the airplane to the runway and extended the flaps to 10°. He started the takeoff roll and noted that the first 200 ft of the runway was soft and consisted of long grass, while the rest of the runway consisted of sand and weed patches. The pilot stated that during the takeoff roll, the nosewheel lifted off the runway around 300 ft and the main landing gear lifted off near midfield; he kept the airplane in ground effect. When the airplane was about 3/4 of the way down the runway, while still in ground effect, it would not gain altitude, and the left wing contacted trees. The pilot aborted the takeoff and attempted to stop the airplane in the grass but collided with trees at the end of the runway. The pilot reported that there were no mechanical malfunctions or anomalies with the engine or airplane that would have precluded normal operation. The pilot stated that he could not get the airplane up to speed because of the tall grass on the runway.

A 32-second video of the takeoff attempt revealed the beginning of the takeoff roll on the grass runway. At 14 seconds, the airplane veered toward the left side of the runway until 22 seconds, when a loud noise was heard, likely the airplane colliding with trees. The airplane made a sharp right turn, then slid on the runway where it came to rest in trees at the end of the runway. It is not clear from the video if the airplane became airborne as the pilot stated. 

The calculated takeoff weight was 12 lbs under the maximum takeoff weight of 2,950 lbs. The calculated center of gravity was 0.07 inch beyond the aft limit of 84.7 inches aft of datum. In addition, the pilot stated after the accident that the data he had for the airport showed an additional 600 ft of available runway.

Based on the available video evidence, the pilot's delayed decision to abort the takeoff did not leave enough runway length for the airplane to stop before colliding with trees at the end of the runway. It is likely that the airplane being loaded near the maximum gross weight and the airplane's center of gravity aft of the allowable limit contributed to its difficulty gaining adequate speed for takeoff. These factors, along with the pilot's incorrect runway length data, likely contributed to his delayed decision to abort the takeoff, as he expected the airplane to gain adequate speed for takeoff without difficulties.

The pilots delayed decision to abort the takeoff, which resulted in the loss of lateral control of the airplane and collision with trees at the end of the runway. Contributing to the accident was the pilots decision to depart with a center of gravity exceeding the aft limit and his inadequate preflight planning of the airplanes weight and balance calculations and runway length data.",Beech,35,50.0,Personnel issues-Action/decision-Info processing/decision-Decision making/judgment-Pilot - C,Takeoff Collision during takeoff/land,0.9707859034812305,0.452488687782826,725049.0,2.22,stable,stable,-0.03409300141038463,-7.797850445918131,stable,strong_decline
20130117X95034,3,0,VMC,Daylight,UNK,PIC,500-2000,2013,1,"HISTORY OF FLIGHTOn January 17, 2013, about 1245 eastern standard time, a Robinson R-22 Beta helicopter, N26NE, was substantially damaged following a loss of control during a practice autorotation at Ellington Airport (7B9), Ellington, Connecticut. The flight instructor (CFI) sustained minor injuries and the commercial-rated pilot receiving instruction was not injured. Visual meteorological conditions prevailed, and no flight plan was filed for the instructional flight that originated from 7B9 about 1240, and was conducted under the provisions of Title 14 Code of Federal Regulations Part 91.

According to the CFI, the helicopter remained at traffic pattern altitude in order to conduct a practice autorotation. The helicopter turned onto the final leg of the traffic pattern and the CFI and the pilot initiated a practice autorotation from about 950 feet above ground level by lowering the collective and reducing the throttle. Upon entry, the pilots observed an ""excessively high"" rotor RPM indication that continued to climb toward the top of the tachometer. Both pilots raised the collective control and pushed the cyclic control forward to decrease the rotor RPM, but the rotor RPM remained high and did not respond to control inputs.

As the helicopter approached the runway, the CFI elected to terminate the approach with power, and instructed the pilot to ""join"" the needles on the dual tachometer by restoring full engine power. Both the CFI and the pilot applied engine power simultaneously; however, the engine tachometer also indicated an overspeed condition. The CFI assumed sole control of the helicopter and initiated a deceleration, but the helicopter pitched up, rolled right, and impacted the ground on its side, which resulted in substantial damage to the main rotor and fuselage.

PERSONNEL INFORMATION

The CFI held a commercial pilot certificate with ratings for rotorcraft-helicopter and instrument helicopter. He also held a flight instructor certificate with ratings for rotorcraft-helicopter and instrument helicopter. His most recent Federal Aviation Administration (FAA) second class medical certificate was issued March 30, 2012. The pilot reported 1,326 total hours of flight experience, of which 1,033 were in the accident helicopter make and model.

The pilot held a commercial pilot certificate with ratings for rotorcraft-helicopter and instrument helicopter. Prior to the accident, his most recent FAA second class medical certificate was issued September 22, 2011. The pilot reported 196 total hours of flight experience, of which 170 were in the accident helicopter make and model.

AIRCRAFT INFORMATION

According to operator records, the helicopter was manufactured in 1993 and had accrued 11,974 total aircraft hours as of the date of the accident. Its most recent annual inspection was completed June 19, 2012 and the most recent 100 hour inspection was completed January 8, 2013.

The helicopter's most recent overhaul was completed by the operator June 6, 2011. Examination of maintenance records revealed that the overhaul was initiated December 2, 2010. When asked who participated in the overhaul, the operator stated that he, along with licensed and unlicensed mechanics worked on the helicopter under his supervision over the 6 months the helicopter was in overhaul.

METEOROLOGICAL INFORMATION

At 1251, the weather reported at Bradley International Airport (BDL), located 10 miles northwest of the accident site, included a broken ceiling at 3,700 feet, 10 miles visibility, and wind from 290 at 6 knots. The temperature was 4 degrees C, the dew point was minus 2 degrees C, and the altimeter setting was 30.00 inches of mercury.

WRECKAGE AND IMPACT INFORMATION

Examination of the wreckage by FAA inspectors revealed that the vertical collective control push-pull tube was disconnected from the collective jackshaft assembly. A search of the wreckage resulted in the recovery of the attachment bolt, its associated wa

According to the flight instructor, the helicopter remained at traffic pattern altitude in order to conduct a practice autorotation. As the helicopter turned onto the final leg of the traffic pattern, the instructor and the pilot receiving instruction initiated an autorotation from about 950 feet above ground level by lowering the collective and reducing the throttle. Upon entry, the pilots observed an ""excessively high"" rotor rpm indication that continued to climb toward the top of the tachometer. Both pilots raised the collective control and pushed the cyclic control forward to decrease the rotor rpm, but the rotor rpm remained high and did not respond to control inputs. As the helicopter approached the runway, the instructor elected to terminate the autorotation with power and instructed the pilot to ""join"" the needles on the dual tachometer by restoring full engine power. Both the instructor and the pilot applied engine power simultaneously; however, the engine tachometer indicated an overspeed condition. The instructor assumed sole control of the helicopter and initiated a deceleration, but the helicopter pitched up, rolled right, and impacted the ground on its side, resulting in substantial damage to the main rotor and fuselage.

Examination of the wreckage revealed that the vertical collective control push-pull tube was disconnected from the collective jackshaft assembly. A search of the wreckage resulted in the recovery of the attachment bolt and its associated washers and locknut, but the locking device was not found. Examination of the bolt and locknut threads revealed that they were undamaged. The bolt, locknut, washers, spacers, and the interior bore of the collective jackshaft assembly exhibited radial and axial smearing and fretting wear scarring of their contact surfaces. The wear was consistent with a lack of tightening force on the attachment hardware at installation. The helicopter's most recent overhaul was completed about 2 years before the accident, and subsequent inspections were performed between the time of the overhaul and the accident. The operator stated that he, along with licensed and unlicensed mechanics who he supervised, worked on the helicopter during the 6 months required for completion of the overhaul.

The separation of the collective push-pull tube and jackshaft assembly, which resulted in the total loss of helicopter control and collision with terrain. Contributing to the accident was the inadequate supervision of maintenance personnel by the operator during overhaul, which resulted in inadequate tightening force applied to the collective jackshaft attachment hardware, and the failure of maintenance personnel to detect the loose hardware during subsequent inspections.",ROBINSON HELICOPTER,R22 BETA,40.0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-(general)-Attain/maintain not possible - C,Prior to flight Aircraft maintenance event,-0.3602919937581328,-5.182926829268286,582973.0,3.11,stable,strong_decline,-1.193080220067655,-5.500299580587187,mild_decline,strong_decline
20151002X53723,2,0,VMC,Daylight,UNK,PIC,<500,2015,10,"HISTORY OF FLIGHTOn October 2, 2015, about 1112 Pacific daylight time, an experimental amateur-built Coot A experimental amateur-built airplane, N69BD, was destroyed when it impacted terrain about 1 mile north of Deer Park Airport (DEW), Deer Park, Washington. The private pilot was fatally injured. The amphibious airplane was registered to and operated by the pilot as a 14 Code of Federal Regulations Part 91 personal flight. Visual meteorological conditions were reported near the accident site about the time of the accident, and no flight plan was filed. The local flight originated from DEW about 1110.

Another pilot reported that he had spoken to the accident pilot before the accident and that his crew had helped the pilot get the accident airplane out of the hangar. He noted that the accident pilot told him that he had been having fuel system problems and that there had been an airworthiness directive (AD) for the carburetor installed on the Franklin engine. The accident pilot said that he had purchased a fuel pump that had been installed on a Bell 47 helicopter with a Franklin engine and had a mechanic help him install it on the accident airplane. The accident pilot also stated that the challenge was that the accident airplane's fuel tanks were below the engine and that he had been having problems with carburetor priming, so he had installed an electric boost pump to prime the carburetor and hoped that the engine-driven fuel pump would maintain engine operation. The accident pilot added that, during engine ground runs with the electric boost pump on, the engine ran too ""rich"" and ""rough."" Therefore, the accident pilot planned to turn the electric boost pump off to see if it would work. The other pilot assumed that the accident pilot intended to do this on the ground, but it was unclear.

One witness, who was a rated pilot located adjacent to the accident site, reported that the airplane departed from runway 16 and that, while the airplane was on upwind, he heard the engine ""sputtering."" The airplane turned left and remained in the airport traffic pattern. Another witness, who was in an airplane in the airport traffic pattern, reported that he observed the accident airplane ""enter a spin"" and descend toward the ground ""on the base leg near final."" No distress calls were heard on the airport's common traffic advisory frequency. PERSONNEL INFORMATIONThe pilot, age 79, held a private pilot certificate with an airplane single-engine land rating. The pilot was issued a third-class airman medical certificate on May 7, 2015, with the limitation that he ""must wear corrective lenses, not valid for any class after.""

Review of the pilot's personal logbook found within the wreckage revealed that he had accumulated a total flight time of 71 hours between 1977 and July 2015. In the 90 days before the accident, the pilot had logged 5.3 hours of flight time. The pilot's most recent flight review was completed on June 22, 2015. AIRCRAFT INFORMATIONThe two-seat, midwing, retractable gear, amphibious, experimental amateur-built airplane, serial number KK-6, was completed in 2000. It was powered by a 200-horsepower Franklin 6A-350-C2 engine, serial number T492. The airplane was equipped with a Hartzell HC-C2YF-1BLF adjustable-pitch propeller. Review of Federal Aviation Administration (FAA) registration information revealed that the owner purchased the airplane on April 10, 2011.

A review of the airframe, engine, and propeller logbooks revealed that the most recent conditional inspection was completed on July 1, 2015, at a Hobbs/airframe total time of 48.9 hours and a propeller time since major overhaul of 302.6 hours. The conditional inspection logbook entry for the engine stated, in part, ""AD's complied with; 2003-05-01 Fuel Pump, see complete compliance listing in logs."" On April 16, 2008, a conditional inspection was completed at a Hobbs time of 48.2 hours. Conditional inspections were also completed on April 24, 2010; April 10, 2

The private pilot departed in the experimental amateur-built airplane for the local flight during daytime visual meteorological conditions. A pilot reported that he had spoken to the accident pilot before the accident and that he had told him that he had been having problems priming the carburetor because the accident airplane's fuel tanks were below the engine. The accident pilot further told him that he had installed an electric boost pump to prime the carburetor and hoped that the engine-driven fuel pump would maintain engine operation. The accident pilot added that, during engine ground runs with the electric boost pump on, the engine was running too ""rich"" and ""rough"" and that he planned to turn the electric boost pump off to see if it would work. The pilot assumed that the accident pilot intended to do this on the ground, but it was unclear.

One witness, who was a rated pilot, reported that, after takeoff and while the airplane was upwind, he heard the engine ""sputtering."" The airplane then turned left and remained within the airport traffic pattern. Another witness, who was in an airplane in the airport traffic pattern, reported that he observed the accident airplane ""enter a spin"" and descend toward the ground ""on the base leg near final."" No distress calls were heard on the airport's common traffic advisory frequency.

Wreckage and impact signatures were consistent with an upright spin impact with terrain. Postaccident examination of the airplane and engine revealed that the upper spark plugs exhibited signatures consistent with a rich fuel/air mixture. No additional evidence of any preexisting anomalies that would have precluded normal operation were observed. Based on the available evidence, it could not be determined if the pilot had the electric fuel boost pump turned on during takeoff or at any time during the flight.

Review of the pilot's personal logbooks revealed that, over the past 38 years, he had only accumulated 71 hours of flight time, 5.3 hours of which were in the 90 days before the accident. In addition, no record of any flight time in the accident make/model airplane was found. Given the evidence, it is likely that the engine was running roughly and that this diverted the pilot's attention and led to his failure to maintain adequate airspeed and to exceed the airplane's critical angle of attack, which resulted in an aerodynamic stall and subsequent spin while maneuvering from the base leg to final. Given the known preexisting engine problems, the pilot should not have conducted the flight in the airplane in which he had little experience flying.

The pilot's failure to maintain sufficient airspeed and his exceedance of the airplane's critical angle of attack, which resulted in an aerodynamic stall and subsequent spin. Contributing to the accident was the pilot's diverted attention due to the rough running engine, which resulted from a rich fuel/air mixture, and the pilot's decision to conduct the flight in the airplane in which he had little experience flying despite knowing the airplane had preexisting engine problems.",JOHNSON,Coot,79.0,Personnel issues-Task performance-Use of equip/info-Aircraft control-Pilot - C,Approach-VFR pattern base Loss of control in flight,0.7158913374511355,-9.836065573770503,611140.0,1.65,stable,strong_decline,-8.034362215956936,-2.745367192862047,strong_decline,mild_decline
20151002X84211,4,0,IMC,Daylight,UNK,PIC,<500,2015,10,"HISTORY OF FLIGHT

On October 2, 2015, about 1512 eastern daylight time, a Piper PA-32R-301, N782TM, was destroyed when it collided with terrain following an in-flight breakup near Westminster, South Carolina. The private pilot and three passengers were fatally injured. The airplane was registered to Smith Family Aviation, LLC, and operated by the pilot under the provisions of 14 Code of Federal Regulations Part 91 as a personal flight. Day instrument meteorological conditions prevailed at the time of the accident, and an instrument flight rules (IFR) flight plan was filed. The flight originated from Warsaw Municipal Airport (ASW), Warsaw, Indiana, about 1151, and was destined for Oconee County Regional Airport (CEU), Clemson, South Carolina.

According air traffic control information provided by the Federal Aviation Administration (FAA), the en route portion of the flight was uneventful. Due to other traffic landing at CEU and prevailing weather, the pilot was told to expect to hold at the ZEYLM intersection before executing the RNAV runway 7 approach at CEU. At 1504, Atlanta Center coordinated with Greer approach control for the flight to hold at ZEYLM at 6,000 ft mean sea level (msl). Recorded radar data showed that the airplane approached ZEYLM at 6,000 ft on a southeasterly heading. GPS data indicated the airplane track passed over ZEYLM at 1508:08. After passing ZEYLM, the airplane began a turn to the right, consistent with the published holding pattern on the approach chart; however, it continued to turn a full 180° toward the opposite direction. At 1509:19, the flight was cleared for the approach and the pilot reported that he was ""outbound now"" and would report when the airplane was established on the procedure turn inbound. About 1510:06, at 5,991 ft GPS altitude, the airplane entered an increasingly tightening, descending right turn, and within 16 seconds, its ground speed increased from 150 knots to 212 knots. At 1510:56, the pilot of a military flight, call sign ""Blackbird 89,"" reported hearing a ""mayday"" call that an airplane was ""going down."" The controller subsequently queried the pilot when he did not report inbound on the approach; no response was received. Radar data showed the flight in a right, descending spiral until radar contact was lost over Lake Hartwell, on the Georgia/South Carolina border, about 2,200 ft msl. The last recorded GPS point was at 1510:44 in the vicinity of the main wreckage location.

Local residents reported hearing and seeing the airplane before the accident. One witness heard a loud ""boom,"" followed by white pieces of debris falling into the lake. Another witness saw the airplane descending vertically, in a spiral motion, until it disappeared behind a tree line. Another witness reported that the engine was running until ground impact. Several witnesses reported the event to 911, and the wreckage was located by first responders shortly thereafter.

PERSONNEL INFORMATION

The pilot, age 71, held a private pilot certificate with airplane single-engine land and instrument airplane ratings. He reported 1,448 hours total flight time on his most recent application for an FAA third-class medical certificate, dated October 17, 2013.

A review of the pilot's logbook revealed that the last entry was made on September 21, 2015. At that time, he had logged 1,736.4 total hours, including 1,677.9 hours as pilot-in-command, 125.2 hours actual instrument time, and 59.3 hours simulated instrument time. He logged 148.6 hours during the previous 12 months, including 27.6 hours actual instrument time and 23 instrument approaches. During the 24 months prior to the accident, all of his logged flight time was in the accident airplane. His most recent flight review was completed on August 28, 2015 in the   accident airplane. The flight review included three instrument approaches and holding.

The pilot's son, age 44, was seated in the right cockpit seat. He held an FAA student pilot certifica

Nearing the conclusion of a cross-country, instrument flight rules flight in instrument meteorological conditions, the private pilot was entering a procedure turn in advance of conducting an instrument approach to the destination airport. The pilot reported to air traffic control that he was outbound on the procedure turn but did not subsequently report when the airplane was inbound. Shortly thereafter, a military flight on the frequency reported hearing a ""mayday"" call and that the airplane was ""going down."" No further communications were received from the accident airplane. Radar and GPS data showed the airplane in a right, rapidly descending spiral. Witness statements and the distribution of the wreckage indicated that the airplane experienced an in-flight breakup. A postaccident examination of the airframe and engine revealed no evidence of mechanical malfunctions or failures that would have precluded normal operation. Fractures to the right wing and stabilator were consistent with overstress and likely occurred during an attempted recovery from the descending spiral.

The pilot's autopsy revealed severe atherosclerosis in the vasculature of the brain and heart. There was near-total occlusion of the right frontal and middle cerebral arteries. In the heart, the left anterior descending coronary had 80% occlusion, while both the right and circumflex coronary arteries showed 40% atheromatous occlusion. In addition, the myocardium displayed indications that the pilot had experienced a previous heart attack. The pilot's wife was unaware of a previous heart attack or heart condition, and the pilot had not reported any heart issues to the Federal Aviation Administration.

The pilot had very low levels of pseudoephedrine in his system at the time of the accident. Although his use of this powerful vasoconstrictor may have further increased his risk of an acute cardio- or cerebro-vascular event, given the low levels, it is unlikely that any direct psychoactive effect of the drug contributed to the accident. Finally, the pilot had 0.06 ug/ml of chlorpheniramine, a sedating antihistamine, in his postmortem blood. Although the pilot lost control of the airplane, there was no evidence of impaired behavior or decision-making before the loss of control. Therefore, it is unlikely that the sedating effects of the chlorpheniramine contributed to this accident.

Given the circumstances of the accident and pilot's cardiac conditions, it is possible that he became acutely incapacitated by a sudden cardio- or cerebro-vascular event and that could have resulted in the loss of airplane control. Because the pilot suffered fatal blunt force injuries within a few minutes after symptoms began, no findings indicating the acute event would be expected to be visible on autopsy, and none were found; thus, it could not be determined whether the loss of control was the result of incapacitation or if there was another reason that the airplane departed controlled flight and the pilot was unable to regain control.

The pilot's loss of airplane control for reasons that could not be determined based on the available information.",PIPER,PA32R,71.0,Personnel issues-Task performance-Use of equip/info-Aircraft control-Pilot - C,Approach-IFR initial approach Loss of control in flight,0.7158913374511355,-9.836065573770503,611140.0,1.65,stable,strong_decline,-8.034362215956936,-2.745367192862047,strong_decline,mild_decline
20150927X61012,2,0,VMC,Daylight,UNK,PIC,<500,2015,9,"HISTORY OF FLIGHTOn September 26, 2015, at 1222 central daylight time, an amateur-built Zodiac CH 601 HD airplane, N401, impacted terrain near St. Charles Airport (LS40), Ama, Louisiana. The pilot was fatally injured, and the airplane was substantially damaged. The airplane was registered to Buffalo RD, LLC, and was operated by the pilot as a 14 Code of Federal Regulations Part 91 personal flight. Day visual meteorological conditions existed near the accident site about the time of the accident, and no flight plan had been filed. The local flight originated from LS40 at 1221. 

According to GPS data downloaded from a Garmin Aera 500 GPS located in the wreckage, the airplane began its takeoff roll on runway 17 at LS40 at 1221:18. The maximum groundspeed during the takeoff roll was 84 knots. After takeoff, the groundspeed varied between 45 and 96 knots as the airplane turned to a southwesterly heading. At 1222:32, the airplane made a right turn toward the northwest . At 1222:37, the last recorded data point, the airplane was at 66 ft GPS altitude at a groundspeed of 15 knots. LS40 field elevation is 13 ft. When the airplane failed to return to the airport, a search was initiated. The wreckage was found the next day about 1300. PERSONNEL INFORMATIONThe pilot held a private pilot certificate with airplane single-engine land and gyroplane ratings. He held a Federal Aviation Administration third-class airman medical certificate, dated December 1, 2014, which contained the restriction, ""must wear corrective lenses."" The pilot's flight logbook was not located. The pilot did not report his flight time on his most recent application for his medical certificate; however, on a 1987 application for a medical certificate, the pilot reported he had logged an estimated 170 total flight hours. AIRCRAFT INFORMATIONZodiac Aircraft manufactured the airplane, serial number 6-3106, in kit form, and it was assembled in 2002. It was powered by a 65-horsepower Lycoming O-235-C1 engine, serial number 5544-15, and was equipped with a Warp Drive 3-bladed, fixed-pitch composite propeller. The propeller had been trimmed from 72 to 70.5 inches to increase static rpm to 2,750. 

Maintenance records indicated that the airframe's last conditional inspection was completed on June 9, 2015, at a tachometer time of 1,384.9 hours. At the accident site, the tachometer read 1,387.5 hours.

The engine received a field overhaul on January 18, 1965, and was installed in the airplane on May 22, 2012. At the time of the accident it had accrued 227.73 total hours and 72.77 hours since the overhaul. The engine's last 100-hour inspection was completed on June 9, 2015, at a tachometer time of 1,384.9 hours. METEOROLOGICAL INFORMATIONThe closest official weather reporting station was at Louis Armstrong New Orleans International Airport (MSY), New Orleans, Louisiana, about 3 miles northeast from the accident location. At 1153, the MSY Automated Surface Observing System reported wind from 030° at 9 knots; visibility 10 miles; few clouds at 3,000 ft; ceiling 12,000 ft broken, 20,000 ft overcast; temperature 27°C, dew point 21°C; and an altimeter setting 29.97 inches of mercury.

A review of the Carburetor Icing Probability Chart indicated the temperature and dew point about the time of the accident near the accident site were conducive to ""serious icing at descent power."" AIRPORT INFORMATIONZodiac Aircraft manufactured the airplane, serial number 6-3106, in kit form, and it was assembled in 2002. It was powered by a 65-horsepower Lycoming O-235-C1 engine, serial number 5544-15, and was equipped with a Warp Drive 3-bladed, fixed-pitch composite propeller. The propeller had been trimmed from 72 to 70.5 inches to increase static rpm to 2,750. 

Maintenance records indicated that the airframe's last conditional inspection was completed on June 9, 2015, at a tachometer time of 1,384.9 hours. At the accident site, the tachometer read 1,387.5 hours.

The engine received a fi

The private pilot was conducting a local flight in the experimental, amateur-built airplane. GPS data indicated that, during the takeoff roll, the airplane had a maximum groundspeed of 84 knots. The groundspeed varied between 45 and 96 knots as the airplane turned to a southwesterly heading after departure. About 1 minute 18 seconds after takeoff, the airplane made a right turn toward the northwest. The last recorded data point showed the airplane at an altitude of 66 ft and a groundspeed of 15 knots. When the airplane failed to return to the airport, a search was initiated. The wreckage was found the next day. The airplane impacted terrain in a thickly wooded area in an 80°-nose-down attitude. The airplane's nose section was skewed to the right, the right wing was leading, the left wing was trailing, and the empennage was bent down to the left, consistent with the airplane being in a left spin following an aerodynamic stall. 

Examination of the propeller assembly revealed indications of little or no rotation at impact. An engine examination revealed no mechanical malfunctions or failures that would have precluded normal operation. The weather conditions were conducive to serious icing at glide power, but the airplane was operating at takeoff power. Therefore, it cannot be said with certainty that the carburetor accumulated ice and caused a loss of engine power. Based on the GPS data and wreckage examination, it is likely that the pilot failed to maintain adequate airspeed and exceeded the airplane's critical angle of attack following a loss of engine power for reasons that could not be determined based on available evidence, which resulted in an aerodynamic stall and subsequent left spin.

The pilot's autopsy identified significant coronary artery stenosis and evidence of a previous heart attack. The pilot's previous heart attack and significant coronary artery stenosis placed him at risk for an acute cardiac event such as an arrhythmia or ischemia that would have caused chest pain, shortness of breath, palpitations, or fainting. If such an event occurred, the acuteness of the accident would have precluded identifying evidence of it at autopsy. Although acute incapacitation could have occurred, this investigation was unable to determine whether the pilot's cardiovascular disease contributed to the accident. Additionally, the evidence of a loss of engine power does not support a medically incapacitating event.

The pilot's failure to maintain adequate airspeed and his exceedance of the airplane's critical angle of attack following a loss of engine power for reasons that could not be determined based on available evidence, which resulted in an aerodynamic stall and left spin.",JONES RALPH D,ZODIAC  CH 601 HD,56.0,Not determined-Not determined-(general)-(general)-Unknown/Not determined - C,Initial climb Loss of control in flight,0.039388765467096576,-22.92682926829267,607011.0,1.58,stable,strong_decline,1.8557327220671382,-3.911131682480906,mild_growth,mild_decline
