accident_id,year,month,severity_class,visual_condition,light_conditions,person_involved,pilot_hours_bracket,weather_factor,manufacturer,model,state_code,city,local_time,cause_factor,cause_subcategory,combined_narrative,employment_qoq_pct,fuel_cost_qoq_pct,employment_bracket,fuel_bracket,operating_revenue_qoq_pct,load_factor_qoq_pct,revenue_bracket,loadfactor_bracket
20040306008239I,2004,3,,VMC,Night,PIC,5000+,Weather Not A Factor,AIRBUS,A319111,NJ,ATLANTIC CITY,0130,Pilot and Ground Cre,Fail Avd Objs Or Obs,"(-23) ON MARCH 6, 2004, AT APPROXIMATELY 01:30 EASTERN STANDARD TIME, A AIRBUS A-319-111 AIRCRAFT, REGISTERED AS N9

(-23) ON MARCH 6, 2004, AT APPROXIMATELY 01:30 EASTERN STANDARD TIME, A AIRBUS A-319-111 AIRCRAFT, REGISTERED AS N922FR, OPERATED BY FRONTIER AIRLINES AS FLIGHT 9992 HIT A JETWAY WHILE ATTEMPTING TO TAXI UNDER POWER FROM GATE #1 AT ATLANTIC CITY INTERNATIONAL AIRPORT, EGG HARBOR TOWNSHIP, NJ (KACY). THE REPOSITIONING FLIGHT DID NOT HAVE ANY PASSENGERS AND ONLY THE TWO MAN FLIGHT CREW AND TWO FLIGHT ATTENDANTS WERE ON BOARD AT THE TIME OF THE INCIDENT. THE AIRCRAFT HAD PREVIOUSLY DIVERTED TO KACY WHILE ENROUTE FROM DENVER (KDEN) TO LA GUARDIA (KLGA) DUE TO SEVERE WEATHER. FRONTIER AIRLINES DOES NOT NORMALLY OPERATE INTO KACY AND ASSISTANCE IN GROUND HANDLING WAS OBTAINED FROM SPIRIT AIRLINES. SPIRIT AIRLINES ALSO DOES NOT ROUTINELY HANDLE AIRBUS EQUIPMENT. THE CREW WAS UNABLE TO PROCURE USE OF THE FIXED BASE OPERATOR'S (FBO) AIRBUS A-319/A-320 AIRBUS TOW BAR (MIDLANTIC JET) FOR REASONS THAT COULD NOT BE CLARIFIED DEVELOPED BY THIS INVESTIGATION AND INSTEAD ELECTED TO TAXI WHILE UNDER POWER FROM THE GATE. STATEMENTS FROM SPIRIT AIRLINES GROUND CREW PERSONNEL INDICATE THAT THE CREW WAS UNABLE TO STOP THE AIRCRAFT IN TIME SHORTLY AFTER AN EMERGENCY STOP SIGNAL WAS GIVEN. THIS HAD BEEN GIVEN BY RELAY METHOD TO THE AIRCRAFT MARSHALLER BY A PERSON POSITIONED AT THE LEFT WING. THE PILOT ALSO STATED THAT HIS ATTENTION WAS FOCUSED ON THE SIGNALS FROM THE MARSHALLER WHO WAS CALLING FOR THE CREW TO MAKE A HARD RIGHT HAND TURN AND WHILE DOING SO, FELT THE LEFT WING STRIKE THE JETWAY. THE ON-SCENE INVESTIGATION CONFIRMED THAT THE LEFT WING TIP HIT THE JETWAY CAUSING DAMAGE TO THE LEFT WING TIP FENCE AND LEFT POSITION/STROBE LIGHT ASSEMBLY. FRONTIER AIRLINES MAINTENANCE CONTROL WAS NOTIFIED AND MAINTENANCE PERSONNEL WERE DISPATCHED. THE WINGTIP ASSEMBLY WAS REMOVED AND THE LIGHT ASSEMBLY REPLACED. THE AIRCRAFT WAS FERRIED TO DENVER UNDER A SPECIAL FLIGHT PERMIT WHERE FURTHER REPAIRS WERE ACCOMPLISHED. THIS INVESTIGATION IS CONSIDERED CLOSED. THE CONTENTS OF THE INVESTIGATIVE PACKAGE HAS BEEN FORWARDED TO THE OPERATIONS UNIT SUPERVISOR FOR HIS REVIEW AND CONSIDERATION. FRONTIER AIRLINES PERSONNEL AND SPIRIT AIRLINES COOPERATED TO THE EXTENT NECESSARY TO DEVELOP THE AFOREMENTIONED FACTS.",1.1183609573718778,12.35955056179776,mild_growth,strong_growth,4.252667086989947,3.1608807240308012,mild_growth,mild_growth
20030106000139A,2003,1,2.0,IMC,Daylight,PIC,2000-5000,Wind,EMB,EMB145LR,OH,CLEVELAND,1243,Pilot Induced,Improper Oper Flt Cn,"(.19) ON JANUARY 6, 2003, AT 1248 EASTERN STANDARD TIME, AN EMBREAR ERJ-145LR, N16571, OPERATED BY CONTINENTAL EXPR

(.19) ON JANUARY 6, 2003, AT 1248 EASTERN STANDARD TIME, AN EMBREAR ERJ-145LR, N16571, OPERATED BY CONTINENTAL EXPRESS AS FLIGHT 2051, WAS SUBSTANTIALLY DAMAGED WHEN IT OVERRAN THE DEPARTURE END OF THE RUNWAY WHILE LANDING AT CLEVELAND-HOPKINS INTERNATIONAL AIRPORT (CLE), CLEVELAND, OHIO. THERE WERE NO INJURIES TO THE 2 CERTIFICATED AIRLINE TRANSPORT PILOTS, 1 FLIGHT ATTENDANT, AND 47 PASSENGERS. INSTRUMENT METEOROLOGICAL CONDITIONS PREVAILED FOR THE SCHEDULED, DOMESTIC FLIGHT THAT LAST DEPARTED FROM BRADLEY INTERNATIONAL AIRPORT (BDL), WINDSOR LOCKS, CONNECTICUT. FLIGHT 2051 WAS CONDUCTED ON AN INSTRUMENT FLIGHT RULES (IFR) FLIGHT PLAN UNDER 14 CFR PART 121. ACCORDING TO AN INSPECTOR FROM THE FEDERAL AVIATION ADMINISTRATION (FAA), THERE WERE NO REPORTED PROBLEMS WITH THE EN ROUTE OR APPROACH PHASES OF THE FLIGHT. THE ILS RUNWAY 6L APPROACH WAS PERFORMED. AFTER TOUCHDOWN, THE FLIGHT CREW WAS UNABLE TO STOP THE AIRPLANE ON THE RUNWAY. THE AIRPLANE CONTINUED BEYOND THE DEPARTURE END, ON EXTENDED RUNWAY CENTERLINE, AND STRUCK THE ILS RUNWAY 6L LOCALIZER ANTENNA. IT CAME TO REST WITH THE NOSE ABOUT 600 FEET BEYOND THE DEPARTURE END OF THE RUNWAY. THE PASSENGERS EXITED THE AIRPLANE THROUGH THE MAIN CABIN DOOR, AND WERE TAKEN TO THE TERMINAL VIA VEHICLES. THE ILS RUNWAY 6L LOCALIZER ANTENNA WAS LOCATED 510 FEET BEYOND THE DEPARTURE END OF THE RUNWAY. THE ILS DME ANTENNA WAS CO-LOCATED WITH THE ILS RUNWAY 6L LOCALIZER ANTENNA. EXAMINATION OF THE AIRPLANE REVEALED THAT THE TAIL OF THE AIRPLANE WAS ABEAM OF THE LOCALIZER ANTENNA. IN ADDITION, THE NOSE LANDING GEAR HAD COLLAPSED REARWARD AND DEFORMED THE FORWARD PRESSURE BULKHEAD. MINOR DAMAGE IN THE FORM OF SCRAPES WERE FOUND ON THE LEADING EDGE OF BOTH WINGS. ACCORDING TO THE FLIGHT DATA RECORDER, THE AIR/GROUND SQUAT SWITCH ON THE MAIN LANDING GEAR TRANSITIONED FROM AIR TO GROUND WHEN THE AIRPLANE WAS ABOUT 0.38 NM FROM THE ILS DME ANTENNA, WITH AN INDICATED AIRSPEED OF ABOUT 150 KNOTS (KIAS). WHEN THE AIRPLANE WAS ABOUT 0.13 NM FROM THE ILS DME ANTENNA, THE AIRSPEED WAS ABOUT 100 KIAS. AT THE SAME TIME THAT THE MAIN LANDING GEAR SQUAT SWITCH TRANSITIONED TO GROUND, THE SPOILERS DEPLOYED, AND 3 SECONDS LATER, THE THRUST REVERSERS WERE DEPLOYED. AT 1147, A NOTAM WAS ISSUED THAT RUNWAY 6L/24R WAS COVERED WITH THIN WET SNOW. THE RUNWAY HAD BEEN ""BROOMED"" FULL LENGTH AND WIDTH, AND LIQUID DEICER AND SAND HAD BEEN APPLIED TO A WIDTH OF 100 FEET. ""TAPLEY"" READINGS AT THE TOUCHDOWN, MIDDLE, AND ROLLOUT ZONES OF THE RUNWAYS MEASURED 60, 60, AND 60. THERE WAS NO RECORD OF ANY FURTHER TREATMENT OR SNOW REMOVAL FROM THE TIME THE RUNWAY WAS OPENED, UNTIL AFTER THE ACCIDENT. THE RECORDED WEATHER OBSERVATION AT CLEVELAND, AT 1242, INCLUDED WINDS FROM 330 DEGREES AT 19 KNOTS, WITH GUSTS TO 29 KNOTS, VISIBILITY 1/2 STATUTE MILE, SNOW, BLOWING SNOW, MIST, BROKEN CLOUDS AT 1,100 FEET, OVERCAST CLOUDS AT 1,600 FEET, TEMPERATURE -3 F, DEW POINT -4 F, ALTIMETER 30.07. AT 1251, THE WEATHER OBSERVATION INCLUDED WINDS FROM 330 DEGREES AT 17 KNOTS, GUSTS TO 26 KNOTS, VISIBILITY 1/2 STATUTE MILE, SNOW, BLOWING SNOW, MIST, FEW CLOUDS AT 700 FEET, OVERCAST CLOUDS AT 1,600 FEET, TEMPERATURE -4 F, DEW POINT -4 F, ALTIMETER 30.07. AT 1259, ""TAPLEY"" READINGS WERE TAKEN ON THE RUNWAY. THE READINGS VARIED BETWEEN 25 AND 30 ON ALL SECTIONS OF THE RUNWAY. ACCORDING TO FAA DATA, RUNWAY 6L WAS 6,800 FEET LONG, 150 FEET WIDE, AND HAD AN ASPHALT SURFACE. THE LANDING THRESHOLD FOR RUNWAY 6L WAS DISPLACED 530 FEET. THE COCKPIT VOICE RECORDER AND DIGITAL FLIGHT DATA RECORDER HAVE BEEN RETAINED FOR REVIEW.                             (-23) FAA ACCIDENT 6 JANUARY 2003, CLE N16571 NYC03FA035 DURING AN IFR FLIGHT FROM BDL TO CLE EXPRESS FLIGHT 2051 WAS HELD WHILE ENROUTE AND ARRIVED IN THE CLEVELAND AREA WITH NEAR MINIMUM FAR DISPATCH FUEL REQUIREMENTS, ENOUGH FUEL TO GO TO THE ALTERNATE AND HOLD FOR 45 MINUTES. WEATHER AT CLE WAS IMC WITH STRONG GUSTY CROSSWINDS THAT WERE NEAR THE DEMONSTRATED CROSSWIND COMPONENT FOR THE AIRCRAF",-0.8543802554028979,3.658536585365857,stable,mild_growth,3.095029326679999,-4.169079328314995,mild_growth,mild_decline
20020214006599I,2002,2,2.0,VMC,Daylight,Other,5000+,Weather Not A Factor,BOEING,7377H4,IL,CHICAGO,1455,"Miscellaneous, Other",Fail Avd Objs Or Obs,"(-23) ON FEBRUARY 14, 2002 AT 14:55 CENTRAL STANDARD TIME, THE GREAT LAKES REGIONAL CONTROL WAS INFORMED THAT SOUTH

(-23) ON FEBRUARY 14, 2002 AT 14:55 CENTRAL STANDARD TIME, THE GREAT LAKES REGIONAL CONTROL WAS INFORMED THAT SOUTHWEST (SWAA) FLIGHT #123, A BOEING 737-7H4 AIRCRAFT, REGISTRATION NUMBER N407WN, HAD IMPACTED A PASSENGER BOARDING JETWAY BRIDGE AT THE CHICAGO MIDWAY AIRPORT (MDW). ON FEBRUARY 15, 2002, THE CHICAGO O'HARE FLIGHT STANDARDS DISTRICT OFFICE WAS NOTIFIED OF THE INCIDENT. INITIAL INQUIRIES INTO THE INCIDENT REVEALED THERE WERE NO INJURIES AND THE AIRCRAFT SUSTAINED MINOR DAMAGE TO THE LEFT ENGINE INTAKE COWLING. AVIATION SAFETY INSPECTORS PERFORMED THE ON SCEND INVESTIGATION ON FEBRUARY 19, 2002. A REPORT FILED BY THE PILOT IN COMMAND (PIC) INDICATED THAT FLIGHT #123, ENROUTE FROM JACKSON, MISSISSIPPI (JAN), LANDED AT MDW AND PROCEEDED TO TERMINAL GATE F-18. AFTER TURNING ON THE TAXI LINE TO THE GATE THE PIC FOCUSED ON THE MARSHALLER FOR FINAL DIRECTIONS INTO THE DESIGNATED PARKING SPOT. AFTER SHUTTING DOWN THE ENGINES THE PIC REPORTED HE NOTICED THE LEFT ENGINE WAS VERY CLOSE TO THE JETWAY. AFTER DEPLANING 58 PASSENGERS AND 5 CREWMEMBERS THE PIC TALKED TO THE JETWAY OPERATOR WHERE UPON HE FOUND THE TOP OF THE LEFT ENGINE HAD IMPACTED THE JETWAY. THE PIC INDICATED, IN HIS REPORT, THAT HE DID NOT FEEL ANY IMPACT WHILE TAXIING INTO THE SPOT. IN A REPORT OBTAINED FROM SWAA, THE JETWAY OPERATOR STATED THAT SINCE NEW ""AIRCRAFT SAFETY ENVELOPE"" AND ""STOP MARKS"" HAD BEEN REPAINTED AND MOVED APPROXIMATELY 5 FEET CLOSER TO THE TERMINAL THAT MORNING, SHE TRIED TO ANTICIPATE THE AIRCRAFT'S FINAL POSITION RELATIVE TO THE JETWAY BRIDGE PRIOR TO ITS ARRIVAL. THE JETWAY OPERATOR DID NOT REALIZE THE BRIDGE WAS NOT PROPERLY POSITIONED UNTIL AFTER AIRCRAFT CABIN DOOR MOVED PAST THE JETWAY BRIDGE AS THE AIRCRAFT CAME TO A STOP. THE OPERATOR ALSO NOTED THAT PART OF THE LEFT ENGINE WAS NOW UNDER THE JETWAY BRIDGE. IN THE ATTEMPT TO PROPERLY REPOSITION THE JETWAY THE BRIDGE SCRAPPED THE TOP OF THE ENGINE COWLING CAUSING THE AIRCRAFT DAMAGE. THE AIRCRAFT WAS SUBSEQUENTLY REMOVED FROM SERVICE AFTER SWAA MAINTENANCE INSPECTED THE DAMAGE AND FOUND A 20-INCH LONG BY 1/4 INCH DEEP GOUGE IN TOP OF THE LEFT ENGINE COWLING. SWAA MAINTENANCE PERFORMED A DRAGGED ENGINE NACELLE INSPECTION IN ACCORDANCE WITH THE BOEING MAINTENANCE MANUAL. CHAPTER 05-51-10-2, BUT FOUND NO FURTHER DAMAGE. A TEMPORARY SPEED TAPE REPAIR WAS COMPLETED ON THE NOSE COWLING IN ACCORDANCE WITH THE SWAA STRUCTURAL REPAIR MANUAL IN ANTICIPATION OF A MAINTENANCE FERRY FLIGHT TO A MAJOR MAINTENANCE BASE. THE AIRCRAFT WAS INSPECTED AND RELEASED FOR A ONE-TIME FERRY FLIGHT TO THE DALLAS LOVE FIELD (DAL) MAINTENANCE FACILITY WHERE THE NOSE COWLING WAS REMOVED AND REPLACED.",-3.5631425880871093,-8.823529411764708,mild_decline,strong_decline,5.037890155073077,0.0,strong_growth,unknown
20051003033639A,2005,10,2.0,VMC,Daylight,Other,2000-5000,Weather Not A Factor,EMB,ERJ170100SE,DC,WASHINGTON,1100,"Miscellaneous, Other","Other, Miscellaneous","(-23) ON OCTOBER 3, 2005, AT 1100 EASTERN DAYLIGHT TIME, AN EMBRAER 170, N650RW, OPERATED BY SHUTTLE AMERICA, WAS U

(-23) ON OCTOBER 3, 2005, AT 1100 EASTERN DAYLIGHT TIME, AN EMBRAER 170, N650RW, OPERATED BY SHUTTLE AMERICA, WAS UNDAMAGED WHILE CLIMBING TO AVOID TRAFFIC NEAR WASHINGTON DULLES INTERNATIONAL AIRPORT (IAD), DULLES, VIRGINIA. THE CERTIFICATED AIRLINE TRANSPORT PILOT, COMMERCIAL PILOT, A CABIN ATTENDANT, AND 70 PASSENGERS WERE NOT INJURED. ONE CABIN ATTENDANT WAS SERIOUSLY INJURED. VISUAL METEOROLOGICAL CONDITIONS PREVAILED, AND AN INSTRUMENT FLIGHT RULES (IFR) FLIGHT PLAN WAS FILED FOR THE FLIGHT THAT ORIGINATED FROM MONTREAL DORVAL INTERNATIONAL AIRPORT (YUL), MONTREAL, CANADA. THE SCHEDULED PASSENGER FLIGHT WAS CONDUCTED UNDER 14 CFR PART 121. IN WRITTEN STATEMENTS, THE FLIGHT CREW EXPLAINED THAT AS THEY APPROACHED THE AIRPORT, ON THE DOWNWIND LEG OF THE TRAFFIC PATTERN AT 3,000 FEET, THE AIRPLANE'S TRAFFIC COLLISION AVOIDANCE SYSTEM (TCAS) PROVIDED A RESOLUTION ADVISORY (RA), AND ADVISED THE CREW TO INITIATE A CLIMB. THE FIRST OFFICER CLIMBED THE AIRPLANE TO 3,500 FEET, AND ""ONCE THE RA WAS COMPLIED WITH"", DESCENDED BACK TO 3,000 FEET. PRELIMINARY AIR TRAFFIC CONTROL (ATC) RADAR AND COMMUNICATION DATE DEPICTED THE ACCIDENT AIRPLANE ON A SOUTHERLY TRACK AT 3,000 FEET, AND ANOTHERAIRPLANE CONVERGING HEAD-ON FROM THE SOUTH, AT 2,500 FEET. THE CONTROLLER INSTRUCTED THE ACCIDENT AIRPLANE TO TURN TO A SOUTHWESTERLY HEADING, AND THE AIRPLANE ASSUMED A DIVERGENT, SOUTHWESTERLY TRACK FOR ABOUT 10 SECONDS, BEFORE A CLIMB TO 3,500 FEET WAS INITIATED. AFTER THE AIRPLANE DESCENDED TO 3,000 FEET, A CABIN ATTENDANT ADVISED THE FLIGHT CREW THAT THE OTHER CABIN ATTENDANT WAS INJURED. AFTER CONSULTING WITH THE CABIN CREW, THE FLIGHT ELECTED TO CONTINUE THE FLIGHT TO DULLES AIRPORT, AND MEDICAL PERSONNEL MET THE AIRPLANE AT THE GATE. ACCORDING TO THE DIRECTOR OF SAFETY FOR THE OPERATOR, COMPANY MANAGEMENT DID NOT IMMEDIATELY KNOW THE EXACT DETAILS OF THE EVENT, AND THE AIRPLANE WAS PLACED BACK INTO SERVICE. CONSEQUENTLY, COCKPIT VOICE RECORDER DATA FOR THE ACCIDENT FLIGHT WAS LOST. COMPANY PERSONNEL DOWNLOADED THE FLIGHT DATA RECORDER (FDR), AND THE DATA WAS FORWARDED TO THE SAFETY BOARD LABORATORY IN WASHINGTON, D.C., FOR ANALYSIS. THE CAPTAIN HELD AN AIRLINE TRANSPORT PILOT CERTIFICATE WITH A RATING FOR AIRPLANE MULTI-ENGINE LAND. HIS MOST RECENT FEDERAL AVIATION ADMINISTRATION (FAA) FIRST CLASS MEDICAL CERTIFICATE WAS ISSUED APRIL 14, 2005. THE CAPTAIN REPORTED 2,000 TOTAL HOURS OF FLIGHT EXPERIENCE, 173 HOURS OF WHICH WERE IN MAKE AND MODEL. THE FIRST OFFICER HELD A COMMERCIAL PILOT CERTIFICATE WITH RATINGS FOR AIRPLANE MULTI-ENGINE LAND. HIS MOST RECENT FAA FIRST CLASS MEDICAL CERTIFICATE WAS ISSUED ON OCTOBER 6, 2004. THE FIRST OFFICER REPORTED 5,300 TOTAL HOURS OF FLIGHT EXPERIENCE, 453 HOURS OF WHICH WERE IN MAKE AND MODEL. AT 1051, THE WEATHER REPORTED AT DULLES AIRPORT INCLUDED A BROKEN CEILING AT 20,000 FEET, WITH 8 MILES OF VISIBILITY. THE TEMPERATURE WAS 69 DEGREES FAHRENHEIT AND THE DEW POINT WAS 53 DEGREES FAHRENHEIT.",-2.4166140023846205,31.28834355828223,mild_decline,strong_growth,-2.8978041865771464,-9.456405376471977,mild_decline,strong_decline
20010426010029A,2001,4,2.0,IMC,Daylight,PIC,5000+,Turbulence,AEROSP,ATR42300,FL,ATLANTIC OCEAN,1435,Pilot Induced,Misc/Pilot Unsafe Ac,"(.19)ON APRIL 26, 2001, ABOUT 1435 EASTERN DAYLIGHT TIME, AN AEROSPATIALE ATR 42-300, N223AT, REGISTERED TO GPA ATR

(.19)ON APRIL 26, 2001, ABOUT 1435 EASTERN DAYLIGHT TIME, AN AEROSPATIALE ATR 42-300, N223AT, REGISTERED TO GPA ATR II, INC., OPERATED BY AMERICAL EAGLE AIRLINES, AS FLIGHT 5238, ENCOUNTERED SEVERE TO MODERATE TURBULENCE DURING CRUISE FLIGHT OVER THE ATLANTIC OCEAN. INSTRUMENT METEOROLOGICAL CONDITIONS PREVAILED AT THE TIME AND AN INSTRUMENT FLIGHT RULES (IFR) FLIGHT PLAN WAS FILED FOR THE 14 CFR PART 121 SCHEDULED, INTERNATIONAL, PASSENGER FLIGHT. THE AIRPLANE WAS NOT DAMAGED AND THERE WERE NO INJURIES TO THE CAPTAIN, FIRST OFFICER, OR NINE PASSENGERS. THE FLIGHT ATTENDANT SUSTAINED SERIOUS INJURIES. THE FLIGHT ORIGINATED ABOUT 1355 FROM THE GEORGETOWN AIRPORT, GEORGETOWN, BAHAMAS. THE CAPTAIN REPORTED TO HIS COMPANY THAT THE FLIGHT WAS ENCOUNTERING LIGHT RAIN WHILE FLYING AT 16,000 FEET; THE FLIGHT ATTENDANT HAD THE SERVING CART OUT. THE WEATHER AVOIDANCE RADAR WAS NOT INDICATING ANY SERIOUS CONVECTIVE ACTIVITY AND THE CONTROLLER ADVISED THE FLIGHTCREW THAT HE WAS SHOWING TURBULENCE 20-30 MILES AHEAD. THE FLIGHT WAS VECTORED TO AVOID THE TURBULENCE AND ENCOUNTERED MODERATE TO SEVERE TURBULENCE AFTER ENTERING A CLOUD THAT WAS NOT SHOWING ON THE WEATHER RADAR. THE FLIGHT ATTENDANT REPORTEDLY BROKE BOTH LOWER BONES IN HER RIGHT LEG; SHE WAS ATTENDED BY A PASSENGER WHO IS AN EMERGENCY MEDICAL TECHNICIAN (EMT). THE FLIGHT CONTINUED TO THE DESTINATION AIRPORT AND LANDED UNEVENTFULLY. THE CAPTAIN FIRST DECLARED A MEDICAL EMERGENCY AT 1448 LOCAL, AND ADVISED THE CONTROLLER WHEN ASKED THAT THE FLIGHT HAD ENCOUNTERED TURBULENCE 50 MILES BACK. (.4) ON APRIL 26, 2001, ABOUT 1435 EASTERN DAYLIGHT TIME, AN AEROSPATIALE ATR 42-300, N223AT, REGISTERED TO GPA ATR II, INC., OPERATED BY AMERICAN EAGLE AIRLINES, AS FLIGHT 5238, ENCOUNTERED SEVERE TO MODERATE TURBULENCE DURING CRUISE FLIGHT OVER THE ATLANTIC OCEAN. INSTRUMENT METEOROLOGICAL CONDITIONS (IMC) PREVAILED AT THE TIME AND AN INSTRUMENT FLIGHT RULES (IFR) FLIGHT PLAN WAS FILED FOR THE 14 CFR PART 121 SCHEDULED, INTERNATIONAL, PASSENGER FLIGHT. THE AIRPLANE WAS NOT DAMAGED AND THERE WERE NO INJURIES TO THE CAPTAIN, FIRST OFFICER, OR NINE PASSENGERS. THE FLIGHT ATTENDANT SUSTAINED SERIOUS INJURIES. THE FLIGHT ORIGINATED ABOUT 1355, FROM THE GEORGETOWN AIRPORT, GEORGETOWN, BAHAMAS. THE CAPTAIN REPORTED THAT WHILE FLYING AT 16,000 FEET IN VISUAL FLIGHT RULES CONDITIONS WITH SCATTERED PRECIPITATION, AIR TRAF              FIC CONTROL (ATC) ADVISED OF AN AREA OF TURBULENCE THAT WAS LOCATED APPROXIMATELY 25 TO 30 MILES FROM THEIR PRESENT POSITION. THE FLIGHTCREW WAS ADVISED OF A HEADING TO FLY WHICH LED THE AIRPLANE INTO A CLOUD THAT WAS NOT DEPICTED ON THE WEATHER AVOIDANCE RADAR. ""IN THIS CLOUD WE ENCOUNTERED MODERATE TO SEVERE TURBULENCE...."" ACCORDING TO THE AMERICAN EAGLE SAFETY/FLIGHT SERVICE TRIP REPORT (FSTR) WHICH IS AN ATTACHMENT TO THIS REPORT, ""[FLIGHT ATTENDANT] ALVAREZ WAS FINISHING HER BEVERAGE SERVICE AND THEY HIT TURBULENCE. SHE FLEW INTO THE AIR TWICE AND CART CAME DOWN ON HER RIGHT LEG. SHE WAS ON HER WAY TO THE GALLEY TO STOW CART."" THE CAPTAIN ALSO REPORTED THAT THE AUTOPILOT WHICH WAS ON AT THE TIME, DID NOT DISENGAGE. A PASSENGER WHO IS AN EMERGENCY MEDICAL TECHNICIAN (EMT), ATTENDED TO THE INJURED FLIGHT ATTENDANT AND WAS ASSISTED INITIALLY BY THE FIRST OFFICER. A MEDICAL EMERGENCY WAS DECLARED AND THE FLIGHT CONTINUED TO THE DESTINATION AIRPORT AND LANDED UNEVENTFULLY. THE FIRST REPORT TO ATC OCCURRED AT 1448 LOCAL, WHEN, WHILE APPROACHING THE JUNUR INTERSECTION, A FLIGHTCREW MEMBER DECLARED A MEDICAL EMERGENCY AND ADVISED THE CONTROLLER THAT THE FLIGHT HAD ENCOUNTERED TURBULENCE 50 MILES BACK.",1.0659623296931153,-9.302325581395344,mild_growth,strong_decline,2.2165790317166145,0.0,mild_growth,unknown
20030521010181A,2003,5,2.0,VMC,Night,Other,2000-5000,Weather Not A Factor,SAAB,340B,NY,NEW YORK,2210,"Miscellaneous, Other",Fail Avoid Ac None A,"(-23) ON MAY 21, 2003, AT 2210 EASTERN DAYLIGHT TIME, A SAAB 340B, N277MJ, OPERATED BY COLGAN AIRWARYS INC., AS FLI

(-23) ON MAY 21, 2003, AT 2210 EASTERN DAYLIGHT TIME, A SAAB 340B, N277MJ, OPERATED BY COLGAN AIRWARYS INC., AS FLIGHT 5056, WAS SUBSTANTIALLY DAMAGED WHEN IT WAS STRUCK BY ANOTHER AIRPLANE, WHILE TAXIING AT LA GUARDIA AIRPORT (LGA), FLUSHING, NEW YORK. THE OTHER AIRPLANE, A DASSAULT DA-50, N664B, SUSTAINED MINOR DAMAGE. ONBOARD THE SAAB, THE FLIGHT ATTENDANT RECEIVED MINOR INJURIES, WHILE THE TWO PILOTS AND SIX PASSENGERS WERE NOT INJURED. ONBOARD THE DASSAULT, THE TWO PILOTS AND SEVEN PASSENGERS WERE ALSO NOT INJURED. NIGHT VISUAL METEOROLOGICAL CONDITIONS PREVAILED AT THE TIME OF THE ACCIDENT. THE SAAB WAS OPERATING AS A SCHEDULED PASSENGER FLIGHT CONDUCTED UNDER 14 CFR PART 121. THE DASSAULT WAS OPERATING AS BUSINESS FLIGHT CONDUCTED UNDER 14 CFR PART 91. ACCORDING TO THE PILOT-IN-COMMAND (PIC) OF THE DASSAULT, HIS AIRPLANE WAS PARKED AT THE ""FIVE TOWERS"" AREA, LOCATED ON THE WEST SIDE OF THE AIRPORT. AT 2205, THE PIC RECEIVED TAXI INSTRUCTIONS FROM THE GROUND CONTROLLER, WHICH THE PIC UNDERSTOOD AS, ""MAKE TWO LEFT TURNS AND TAXI TO RUNWAY 13 FOR TAKEOFF VIA TAXIWAYS F AND BB."" WHILE TAXIING NORTH ON TAXIWAY BB, THE DASSAULT COLLIDED WITH THE SAAB AT THE INTERSECTIONS OF BB ANDE. ACCORDING TO THE CAPTAIN OF THE SAAB, THE AIRPLANE WAS PUSHED OFF THE GATE TO SPOT 22, WHERE THE FIRST OFFICER THEN CALLED FOR TAXI CLEARANCE. THE TAXI INSTRUCTIONS WERE TO PROCEED ""A SHORT OF K"", FOR AN INBOUND BOEING 737. THE FLIGHT WAS THEN CLEARED FROM ""A TO E, SHORT OF RUNWAY 4."" THE FLIGHT RECEIVED FURTHER INSTRUCTIONS TO CROSS RUNWAY 04, AND TURN RIGHT AT ""CC"" TO TAXI TO RUNWAY 13. AFTER CROSSING RUNWAY 04, THE CAPTAIN NOTED A DASSAULT AIRPLANE TAXIING TO ""BB"", BUT HEARD HIS ""HOLD SHORT"" INSTRUCTIONS, AND CALLED FOR THE TAXI CHECKLIST. AS THE SAAB FLIGHTCREW WAS IN THE PROCESS OF COMPLETING THE TAXI CHECKLIST, THE DASSAULT STRUCK THEIR AIRPLANE FROM THE LEFT.",-2.7787583217216305,-16.666666666666675,mild_decline,strong_decline,4.781560236457993,8.432147562582326,mild_growth,strong_growth
